base_date,emd_cd,visit_pop_cnt,total_pop
173,2018-06-30,50110310,19584.11889999997,9437
174,2018-07-31,50110310,34130.72390000005,9439
175,2018-08-31,50110310,31953.842600000127,9416
176,2018-09-30,50110310,50243.96959999929,9416
177,2018-10-31,50110310,47528.3933,9437
178,2018-11-30,50110310,30053.146700000492,9428
179,2018-12-31,50110310,27018.878599999614,9447
180,2019-01-31,50110310,26027.27409999934,9446
181,2019-02-28,50110310,24589.464500000056,9455
182,2019-03-31,50110310,37596.731100000026,9484
183,2019-04-30,50110310,42177.90379999983,9501
184,2019-05-31,50110310,51444.697400001096,9461
185,2019-06-30,50110310,44780.04599999928,9476
186,2019-07-31,50110310,39605.240999999565,9478
187,2019-08-31,50110310,42242.45590000045,9458
188,2019-09-30,50110310,35416.99740000021,9423
189,2019-10-31,50110310,44091.76810000055,9432
190,2019-11-30,50110310,28626.871100000037,9427
191,2019-12-31,50110310,30752.697000000237,9405
192,2020-01-31,50110310,29922.4020000002,9414
193,2020-02-29,50110310,11261.614899999802,9416
194,2020-03-31,50110310,8421.370499999948,9409
195,2020-04-30,50110310,4457.990499999977,9377
196,2020-05-31,50110310,496.5260000000036,9403
197,2020-06-30,50110310,790.4038000000044,9467
198,2020-07-31,50110310,786.6218999999992,9487
199,2020-08-31,50110310,827.9992999999978,9488
200,2020-09-30,50110310,1087.928400000004,9457
201,2020-10-31,50110310,1294.7579999999934,9453
202,2020-11-30,50110310,777.3997999999984,9414
203,2020-12-31,50110310,2420.3957999999816,9422
204,2021-01-31,50110310,410.4584999999963,9430
205,2021-02-28,50110310,625.2486999999921,9463
206,2021-03-31,50110310,905.036500000002,9436
207,2021-04-30,50110310,1179.8103999999985,9465
208,2021-05-31,50110310,1158.8751999999965,9486
209,2021-06-30,50110310,743.6470000000033,9495
210,2018-01-31,50110320,12110.423700000032,2225
211,2018-02-28,50110320,19907.344899999964,2244
212,2018-03-31,50110320,27644.94819999999,2208
213,2018-04-30,50110320,42882.980899999624,2189
214,2018-05-31,50110320,75592.11879999994,2160
215,2018-06-30,50110320,91200.68649999979,2176
216,2018-07-31,50110320,137528.8796000008,2161
217,2018-08-31,50110320,112640.93670000092,2170
218,2018-09-30,50110320,88663.44259999975,2167
219,2018-10-31,50110320,63336.00960000118,2152
220,2018-11-30,50110320,60367.30040000028,2143
221,2018-12-31,50110320,55610.44220000063,2149
222,2019-01-31,50110320,47281.67830000006,2124
223,2019-02-28,50110320,40014.203300000096,2097
224,2019-03-31,50110320,81723.35079999955,2081
225,2019-04-30,50110320,58039.7742999988,2076
226,2019-05-31,50110320,91672.68480000044,2068
227,2019-06-30,50110320,77254.59259999971,2069
228,2019-07-31,50110320,76764.15730000008,2065
229,2019-08-31,50110320,108078.57140000054,2062
230,2019-09-30,50110320,81507.82310000097,2079
231,2019-10-31,50110320,56951.525000000045,2067
232,2019-11-30,50110320,50145.656100000306,2081
233,2019-12-31,50110320,61091.634300000005,2057
234,2020-01-31,50110320,30706.848800000116,2044
235,2020-02-29,50110320,17434.855499999845,2045
236,2020-03-31,50110320,15307.874799999914,2008
237,2020-04-30,50110320,15310.031799999904,1994
238,2020-05-31,50110320,2884.980999999976,1988
239,2020-06-30,50110320,3347.739899999975,1979
240,2020-07-31,50110320,4555.61290000003,1966
241,2020-08-31,50110320,6207.595200000021,1958
242,2020-09-30,50110320,7008.6730999999445,1950
243,2020-10-31,50110320,6448.631399999978,1947
244,2020-11-30,50110320,5136.312899999976,1947
245,2020-12-31,50110320,5452.014199999985,1963
246,2021-01-31,50110320,2113.9469999999897,1936
247,2021-02-28,50110320,1683.7860000000037,1920
248,2021-03-31,50110320,3316.590999999975,1901
249,2021-04-30,50110320,4323.168299999954,1894
250,2021-05-31,50110320,3517.883199999963,1878
251,2021-06-30,50110320,4227.648900000038,1877
252,2018-01-31,50110330,7638.627200000001,1888
253,2018-02-28,50110330,11669.994099999978,1889
254,2018-03-31,50110330,14176.246899999864,1897
255,2018-04-30,50110330,29702.825799999922,1907
256,2018-05-31,50110330,28914.43839999995,1911
257,2018-06-30,50110330,53934.4876999995,1919
258,2018-07-31,50110330,62755.71859999929,1923
259,2018-08-31,50110330,64607.18139999948,1915
260,2018-09-30,50110330,53487.57959999977,1918
261,2018-10-31,50110330,79385.19930000098,1910
262,2018-11-30,50110330,50508.08390000033,1907
263,2018-12-31,50110330,35255.19179999988,1892
264,2019-01-31,50110330,37836.25569999988,1894
265,2019-02-28,50110330,54313.28390000076,1898
266,2019-03-31,50110330,58465.214100000034,1892
267,2019-04-30,50110330,66479.84619999937,1905
268,2019-05-31,50110330,123566.8600000008,1912
269,2019-06-30,50110330,84115.27369999973,1906
270,2019-07-31,50110330,86833.05800000035,1905
271,2019-08-31,50110330,122209.44240000084,1924
272,2019-09-30,50110330,66031.09989999981,1915
273,2019-10-31,50110330,81552.54250000027,1915
274,2019-11-30,50110330,57852.265199999725,1894
275,2019-12-31,50110330,48968.40030000044,1892
276,2020-01-31,50110330,42487.7325000002,1890
277,2020-02-29,50110330,16317.435399999818,1872
278,2020-03-31,50110330,12345.597499999792,1854
279,2020-04-30,50110330,8163.343199999924,1838
280,2020-05-31,50110330,1375.021799999985,1818
281,2020-06-30,50110330,1490.6040000000132,1805
282,2020-07-31,50110330,1876.407100000009,1802
283,2020-08-31,50110330,2558.5671999999945,1792
284,2020-09-30,50110330,11186.81450000003,1776
285,2020-10-31,50110330,4595.111699999999,1773
286,2020-11-30,50110330,4087.230199999982,1776
287,2020-12-31,50110330,3568.6570999999867,1766
288,2021-01-31,50110330,1369.3895000000045,1767
289,2021-02-28,50110330,974.2226999999929,1772
290,2021-03-31,50110330,2321.846399999978,1761
291,2021-04-30,50110330,2463.23029999996,1749
292,2021-05-31,50110330,3373.958699999992,1746
293,2021-06-30,50110330,4150.654600000036,1751
294,2018-01-31,50110510,14081.089500000036,3127
295,2018-02-28,50110510,14072.053799999916,3084
296,2018-03-31,50110510,17708.97769999986,3063
297,2018-04-30,50110510,19598.51919999995,3069
298,2018-05-31,50110510,17945.344800000003,3081
299,2018-06-30,50110510,18559.885500000037,3072
300,2018-07-31,50110510,16985.238700000038,3073
301,2018-08-31,50110510,22234.666500000094,3072
302,2018-09-30,50110510,19192.230500000118,3046
303,2018-10-31,50110510,28421.46819999998,3037
304,2018-11-30,50110510,20482.838699999957,3019
305,2018-12-31,50110510,19478.052199999973,2993
306,2019-01-31,50110510,23861.959100000036,2974
307,2019-02-28,50110510,23961.77740000034,2970
308,2019-03-31,50110510,22009.473299999918,2968
309,2019-04-30,50110510,26107.132300000474,2945
310,2019-05-31,50110510,28150.980999999887,2928
311,2019-06-30,50110510,25072.6873999997,2913
312,2019-07-31,50110510,26276.63509999993,2897
313,2019-08-31,50110510,30703.430999999786,2864
314,2019-09-30,50110510,25700.9191999999,2868
315,2019-10-31,50110510,31853.441200000114,2837
316,2019-11-30,50110510,22190.836899999973,2819
317,2019-12-31,50110510,22892.326499999854,2809
318,2020-01-31,50110510,24215.20629999992,2785
319,2020-02-29,50110510,2815.1214999999975,2752
320,2020-03-31,50110510,1116.535100000005,2753
321,2020-04-30,50110510,268.2410000000003,2752
322,2020-05-31,50110510,95.60329999999973,2744
323,2020-06-30,50110510,150.47329999999815,2743
324,2020-07-31,50110510,275.46709999999774,2733
325,2020-08-31,50110510,77.5933999999998,2719
326,2020-09-30,50110510,74.40489999999996,2711
327,2020-10-31,50110510,335.7192999999993,2694
328,2020-11-30,50110510,95.69320000000012,2695
329,2020-12-31,50110510,75.95430000000025,2664
330,2021-01-31,50110510,6.700699999999996,2640
331,2021-02-28,50110510,33.10320000000003,2625
332,2021-03-31,50110510,188.49820000000037,2565
333,2021-04-30,50110510,158.56250000000028,2544
334,2021-05-31,50110510,74.29609999999963,2533
335,2021-06-30,50110510,66.83410000000026,2542
336,2018-01-31,50110520,15563.193800000015,35261
337,2018-02-28,50110520,15649.965499999858,35231
338,2018-03-31,50110520,24269.357200000093,35234
339,2018-04-30,50110520,22415.351099999767,35213
340,2018-05-31,50110520,15454.718900000202,35141
341,2018-06-30,50110520,13598.33750000014,35061
342,2018-07-31,50110520,22514.266500000103,34973
343,2018-08-31,50110520,42137.17810000014,34999
344,2018-09-30,50110520,40265.74659999995,34975
345,2018-10-31,50110520,69995.14289999915,34963
346,2018-11-30,50110520,78135.33939999963,34885
347,2018-12-31,50110520,72706.54470000118,34684
348,2019-01-31,50110520,87076.49289999997,34498
349,2019-02-28,50110520,68248.17090000036,34422
350,2019-03-31,50110520,80104.52979999955,34368
351,2019-04-30,50110520,59723.712899999184,34340
352,2019-05-31,50110520,62871.54400000129,34312
353,2019-06-30,50110520,47927.12789999983,34283
354,2019-07-31,50110520,56600.37689999962,34273
355,2019-08-31,50110520,61602.486700001005,34193
356,2019-09-30,50110520,59140.964700000804,34208
357,2019-10-31,50110520,58030.085999999836,34177
358,2019-11-30,50110520,50177.245700000414,34114
359,2019-12-31,50110520,57112.210400000884,33998
360,2020-01-31,50110520,62202.90610000014,33926
361,2020-02-29,50110520,12140.880099999638,33892
362,2020-03-31,50110520,3409.1600999999855,33806
363,2020-04-30,50110520,5434.056300000001,33717
364,2020-05-31,50110520,740.1943999999972,33676
365,2020-06-30,50110520,430.7360000000004,33652
366,2020-07-31,50110520,331.8620999999975,33616
367,2020-08-31,50110520,364.57899999999523,33548
368,2020-09-30,50110520,527.6446999999968,33508
369,2020-10-31,50110520,528.1492999999929,33493
370,2020-11-30,50110520,1328.9892999999863,33413
371,2020-12-31,50110520,537.7203999999999,33353
372,2021-01-31,50110520,208.99049999999826,33175
373,2021-02-28,50110520,180.5065999999984,33172
374,2021-03-31,50110520,616.7546000000002,32993
375,2021-04-30,50110520,926.4403999999766,32960
376,2021-05-31,50110520,298.5637000000004,32948
377,2021-06-30,50110520,335.0198000000034,32921
378,2018-01-31,50110530,26280.02680000026,8087
379,2018-02-28,50110530,25530.088600000196,8050
380,2018-03-31,50110530,34619.96250000002,8051
381,2018-04-30,50110530,36933.304299999785,8034
382,2018-05-31,50110530,43120.99670000061,8025
383,2018-06-30,50110530,40167.27309999989,8001
384,2018-07-31,50110530,45669.27569999917,8000
385,2018-08-31,50110530,56861.37739999945,8009
386,2018-09-30,50110530,44307.90140000017,8000
387,2018-10-31,50110530,77374.24580000086,7994
388,2018-11-30,50110530,57774.32670000092,8002
389,2018-12-31,50110530,58206.6541000011,7989
390,2019-01-31,50110530,60262.37659999989,7965
391,2019-02-28,50110530,69050.40860000032,7960
392,2019-03-31,50110530,58529.86199999973,7899
393,2019-04-30,50110530,56504.902199999626,7855
394,2019-05-31,50110530,63037.36200000159,7840
395,2019-06-30,50110530,56311.09669999905,7832
396,2019-07-31,50110530,56874.61129999985,7834
397,2019-08-31,50110530,61525.09950000095,7799
398,2019-09-30,50110530,56319.64990000048,7815
399,2019-10-31,50110530,70983.87600000105,7805
400,2019-11-30,50110530,48292.52140000026,7759
401,2019-12-31,50110530,48045.16790000084,7796
402,2020-01-31,50110530,41500.552600000105,7834
403,2020-02-29,50110530,17666.95449999973,7845
404,2020-03-31,50110530,3131.1988000000024,7825
405,2020-04-30,50110530,4114.281699999922,7822
406,2020-05-31,50110530,481.46760000000245,7811
407,2020-06-30,50110530,485.15339999999867,7806
408,2020-07-31,50110530,475.3973999999951,7798
409,2020-08-31,50110530,628.7500999999861,7775
410,2020-09-30,50110530,711.2614999999992,7811
411,2020-10-31,50110530,928.0397000000037,7799
412,2020-11-30,50110530,935.8909000000018,7795
413,2020-12-31,50110530,732.3414999999986,7808
414,2021-01-31,50110530,191.82159999999777,7758
415,2021-02-28,50110530,89.9349999999994,7697
416,2021-03-31,50110530,844.7463999999991,7661
417,2021-04-30,50110530,743.4506999999887,7670
418,2021-05-31,50110530,455.9336000000017,7636
419,2021-06-30,50110530,258.6904000000016,7667
420,2018-01-31,50110540,42010.224200000936,50661
421,2018-02-28,50110540,49233.251600000054,50453
422,2018-03-31,50110540,82502.04919999943,50388
423,2018-04-30,50110540,80570.82869999968,50385
424,2018-05-31,50110540,66657.10519999993,50577
425,2018-06-30,50110540,69890.57759999915,50577
426,2018-07-31,50110540,83425.33669999994,50482
427,2018-08-31,50110540,118376.56060000065,50464
428,2018-09-30,50110540,78578.47129999984,50455
429,2018-10-31,50110540,99618.81750000078,50416
430,2018-11-30,50110540,97133.03300000037,50332
431,2018-12-31,50110540,73025.56010000105,50137
432,2019-01-31,50110540,80270.56469999984,50328
433,2019-02-28,50110540,88989.79410000151,50397
434,2019-03-31,50110540,101574.87110000035,50456
435,2019-04-30,50110540,99069.17580000032,50526
436,2019-05-31,50110540,83912.33340000061,50612
437,2019-06-30,50110540,88074.8134999997,50655
438,2019-07-31,50110540,81143.06249999968,50696
439,2019-08-31,50110540,105469.94150000102,50734
440,2019-09-30,50110540,89355.67690000132,50764
441,2019-10-31,50110540,101093.54100000074,50767
442,2019-11-30,50110540,77519.76599999952,50721
443,2019-12-31,50110540,86923.09580000171,50655
444,2020-01-31,50110540,78604.25740000051,50645
445,2020-02-29,50110540,35606.91909999988,50642
446,2020-03-31,50110540,13886.695399999764,50694
447,2020-04-30,50110540,10743.181799999906,50716
448,2020-05-31,50110540,946.8658999999855,50740
449,2020-06-30,50110540,1544.6339999999675,50782
450,2020-07-31,50110540,1234.5727999999908,50785
451,2020-08-31,50110540,2565.964400000042,50746
452,2020-09-30,50110540,3607.2327000000064,50609
453,2020-10-31,50110540,1787.2472999999898,50620
454,2020-11-30,50110540,2386.7544999999523,50549
455,2020-12-31,50110540,2889.476100000033,50423
456,2021-01-31,50110540,479.1147999999928,50382
457,2021-02-28,50110540,761.208499999981,50215
458,2021-03-31,50110540,2367.852299999996,50119
459,2021-04-30,50110540,1614.64069999997,50133
460,2021-05-31,50110540,1584.6645999999885,50134
461,2021-06-30,50110540,1577.5813999999925,50116
462,2018-01-31,50110550,16543.609699999943,14546
463,2018-02-28,50110550,11588.171000000026,14557
464,2018-03-31,50110550,18513.05489999985,14534
465,2018-04-30,50110550,23359.423299999933,14513
466,2018-05-31,50110550,33481.1927999999,14742
467,2018-06-30,50110550,29908.154099999825,14566
468,2018-07-31,50110550,45652.41829999985,14517
469,2018-08-31,50110550,55192.004099999096,14501
470,2018-09-30,50110550,37914.761900000005,14510
471,2018-10-31,50110550,51258.56770000037,14468
472,2018-11-30,50110550,42380.35970000007,14420
473,2018-12-31,50110550,39784.80280000064,14345
474,2019-01-31,50110550,45155.31109999948,14274
475,2019-02-28,50110550,45740.515200000526,14190
476,2019-03-31,50110550,55182.2577999993,14173
477,2019-04-30,50110550,52752.25089999948,14160
478,2019-05-31,50110550,49940.648000000634,14127
479,2019-06-30,50110550,40690.12099999925,14096
480,2019-07-31,50110550,50926.052899999915,14130
481,2019-08-31,50110550,78984.08089999986,14100
482,2019-09-30,50110550,58401.39410000065,14076
483,2019-10-31,50110550,80081.27900000024,14042
484,2019-11-30,50110550,45071.81830000036,14021
485,2019-12-31,50110550,74591.73290000143,14005
486,2020-01-31,50110550,61313.00370000004,13920
487,2020-02-29,50110550,32405.54109999989,13892
488,2020-03-31,50110550,2956.3893999999636,13858
489,2020-04-30,50110550,1402.391500000005,13851
490,2020-05-31,50110550,241.8113000000002,13826
491,2020-06-30,50110550,108.84819999999922,13842
492,2020-07-31,50110550,177.7141999999982,13819
493,2020-08-31,50110550,535.5075999999964,13797
494,2020-09-30,50110550,1068.0408000000036,13756
495,2020-10-31,50110550,558.2010999999947,13724
496,2020-11-30,50110550,263.9186999999999,13728
497,2020-12-31,50110550,579.4114000000006,13719
498,2021-01-31,50110550,34.84910000000017,13715
499,2021-02-28,50110550,300.4778999999983,13706
500,2021-03-31,50110550,417.3059000000008,13658
501,2021-04-30,50110550,504.63830000000235,13637
502,2021-05-31,50110550,220.7000000000019,13663
503,2021-06-30,50110550,140.90100000000058,13651
504,2018-01-31,50110560,107137.67519999898,8910
505,2018-02-28,50110560,91596.42570000044,8921
506,2018-03-31,50110560,125505.0684999993,8891
507,2018-04-30,50110560,146261.7197999977,8884
508,2018-05-31,50110560,179287.45990000016,8871
509,2018-06-30,50110560,196149.6725999991,8867
510,2018-07-31,50110560,174912.88019999952,8837
511,2018-08-31,50110560,194848.54509999813,8783
512,2018-09-30,50110560,185981.8524000011,8746
513,2018-10-31,50110560,314002.7256999963,8715
514,2018-11-30,50110560,217829.5312999984,8677
515,2018-12-31,50110560,187610.7195000031,8662
516,2019-01-31,50110560,193334.12950000013,8676
517,2019-02-28,50110560,199326.394299998,8618
518,2019-03-31,50110560,207756.24330000216,8586
519,2019-04-30,50110560,300534.4491000033,8545
520,2019-05-31,50110560,282860.20629999635,8529
521,2019-06-30,50110560,244808.9899000019,8510
522,2019-07-31,50110560,245390.67650000105,8491
523,2019-08-31,50110560,290964.41209999914,8462
524,2019-09-30,50110560,197608.06210000374,8470
525,2019-10-31,50110560,277759.7544000022,8441
526,2019-11-30,50110560,212768.50740000184,8449
527,2019-12-31,50110560,203030.17120000115,8433
528,2020-01-31,50110560,173494.84720000232,8402
529,2020-02-29,50110560,56557.638900000115,8383
530,2020-03-31,50110560,6602.462100000073,8346
531,2020-04-30,50110560,2657.7980000000143,8377
532,2020-05-31,50110560,232.43439999999958,8362
533,2020-06-30,50110560,219.08799999999968,8327
534,2020-07-31,50110560,508.856899999993,8335
535,2020-08-31,50110560,271.0384999999988,8327
536,2020-09-30,50110560,503.32979999999657,8345
537,2020-10-31,50110560,718.160599999992,8338
538,2020-11-30,50110560,426.0836999999994,8308
539,2020-12-31,50110560,753.3537999999975,8275
540,2021-01-31,50110560,358.34199999999294,8213
541,2021-02-28,50110560,142.35299999999896,8206
542,2021-03-31,50110560,244.63140000000215,8201
543,2021-04-30,50110560,586.6716999999968,8171
544,2021-05-31,50110560,466.2600000000034,8194
545,2021-06-30,50110560,805.297000000005,8189
546,2018-01-31,50110570,10829.488300000054,7887
547,2018-02-28,50110570,9970.810300000032,7836
548,2018-03-31,50110570,14113.707699999932,7827
549,2018-04-30,50110570,15759.645500000035,7801
550,2018-05-31,50110570,15144.832500000082,7788
551,2018-06-30,50110570,13954.157199999952,7737
552,2018-07-31,50110570,23671.927099999873,7703
553,2018-08-31,50110570,19556.714000000182,7681
554,2018-09-30,50110570,18785.76410000012,7663
555,2018-10-31,50110570,28288.25139999997,7661
556,2018-11-30,50110570,21550.814599999907,7645
557,2018-12-31,50110570,21564.888499999815,7610
558,2019-01-31,50110570,18320.66420000014,7563
559,2019-02-28,50110570,24880.93690000023,7512
560,2019-03-31,50110570,25879.131199999953,7500
561,2019-04-30,50110570,22073.58240000008,7488
562,2019-05-31,50110570,29085.87680000018,7448
563,2019-06-30,50110570,26174.793199999847,7423
564,2019-07-31,50110570,33231.50509999991,7419
565,2019-08-31,50110570,33044.42829999954,7406
566,2019-09-30,50110570,27948.36070000007,7398
567,2019-10-31,50110570,31775.3409999999,7388
568,2019-11-30,50110570,30404.651400000235,7345
569,2019-12-31,50110570,28457.70660000003,7315
570,2020-01-31,50110570,27678.28400000033,7353
571,2020-02-29,50110570,7966.016300000032,7338
572,2020-03-31,50110570,3822.5218999999397,7318
573,2020-04-30,50110570,1255.2031000000065,7304
574,2020-05-31,50110570,46.5583,7293
575,2020-06-30,50110570,367.88239999999763,7263
576,2020-07-31,50110570,394.3084999999951,7265
577,2020-08-31,50110570,371.98199999999747,7251
578,2020-09-30,50110570,480.11959999999743,7190
579,2020-10-31,50110570,196.17170000000013,7175
