base_date,emd_cd,korean,long_term_frgn,short_term_frgn,resident,card_cnt,card_amt,waste_cnt,detached,apt,town,multiplex,commercial_building,distancing,waste_amt
86,2020-03-31,50110259,7422280.314699975,234897.98549999864,17798.381000000023,25608.0,363.1018519,11584813.56,14303.0,6281,759,1493,1108,254,0.0,41512450.0
87,2020-04-30,50110259,7325978.155299988,232001.5572000045,12225.361099999922,25646.0,389.9131833,12541708.95,14120.0,6281,759,1493,1108,254,0.0,38425250.0
88,2020-05-31,50110259,8936260.073200025,192218.24250000046,1714.1487999999881,25575.0,436.058104,14134329.69,17139.0,6281,759,1493,1108,254,0.0,47353700.0
89,2020-06-30,50110259,9016141.850400014,225825.72800000056,1677.3001000000068,25644.0,419.95253160000004,13137449.49,20172.0,6281,759,1493,1108,254,0.1,51258650.0
90,2020-07-31,50110259,10289115.036099952,309763.5510999986,3073.0039000000347,25732.0,402.4864865,12435785.97,27477.0,6281,759,1493,1108,254,1.0,69350400.0
91,2020-08-31,50110259,11955185.8277,324019.75400000485,4245.768700000006,25742.0,436.5895062,13938881.36,29281.0,6281,759,1493,1108,254,1.3225806451612905,77823096.0
92,2020-09-30,50110259,8431142.982999995,181766.64109999605,4808.190799999997,25815.0,451.92307689999996,15534705.21,24718.0,6281,759,1493,1108,254,2.0,55652450.0
93,2020-10-31,50110259,10721376.093399968,227290.80669999289,4661.3478000000205,25863.0,414.4106583,13409631.81,23921.0,6281,759,1493,1108,254,2.0,54787850.0
94,2020-11-30,50110259,10759524.848299984,219160.5891,3710.475399999953,25903.0,409.1650485,13364405.53,21115.0,6281,759,1493,1108,254,1.2,51482850.0
95,2020-12-31,50110259,8510122.13150001,224788.21759999177,5811.553099999972,25905.0,393.49679489999994,13112601.78,21164.0,6281,759,1493,1108,254,1.6774193548387095,52436150.0
96,2021-01-31,50110259,7768068.21269998,164863.09690000708,1741.2512000000165,25919.0,382.8983607,12445727.08,21511.0,6281,759,1493,1108,254,2.0,53697250.0
97,2021-02-28,50110259,8536329.122599984,162660.9574000049,1306.9415000000024,25952.0,382.35587189999995,13081697.58,20543.0,6281,759,1493,1108,254,1.75,52488300.0
98,2021-03-31,50110259,9796809.761400033,224764.229299999,2700.6723999999867,25858.0,383.2893082,12192685.89,23945.0,6281,759,1493,1108,254,1.5,59529200.0
99,2021-04-30,50110259,10667092.146800047,183170.03220000112,3559.9571999999794,25906.0,408.35598710000005,13349222.32,24691.0,6281,759,1493,1108,254,1.5,58934750.0
100,2021-05-31,50110259,11327933.26059996,211581.6301999971,3448.6048999999384,25950.0,419.4493671,14079114.74,24836.0,6281,759,1493,1108,254,1.5322580645161292,58813300.0
101,2021-06-30,50110259,10775469.734599963,207672.7852999984,3476.50980000003,25960.0,409.7180328,12958742.23,27732.0,6281,759,1493,1108,254,2.0,63927750.0
102,2019-11-30,50110310,2514243.085700003,129330.98210000055,28626.87110000004,9427.0,93.72659176,3238790.3030000012,238.0,60578,58244,18880,28829,3900,0.0,877750.0
103,2019-12-31,50110310,2535723.8724999963,120470.25710000006,30752.69700000024,9405.0,97.25270758,3576337.7830000008,1189.0,60578,58244,18880,28829,3900,0.0,3832350.0
104,2020-01-31,50110310,2742945.514999994,135036.0850999992,29922.402000000202,9414.0,90.42105263,3447652.291,2855.0,3864,24,217,81,104,0.0,11322700.0
105,2020-02-29,50110310,2153948.0985999857,152048.7509000019,11261.614899999802,9416.0,85.12781955,2956305.353,3101.0,3864,24,217,81,104,0.0,11589200.0
106,2020-03-31,50110310,2416370.6029000017,153206.91080000324,8421.370499999948,9409.0,93.44405594,3450337.762,3932.0,3864,24,217,81,104,0.0,14581450.0
107,2020-04-30,50110310,2361057.434000005,183734.11150000207,4457.990499999977,9377.0,98.98913043,3396782.6010000007,4181.0,3864,24,217,81,104,0.0,14346100.0
108,2020-05-31,50110310,2799000.653399984,200570.6172999997,496.52600000000365,9403.0,102.92832759999999,3811304.7339999997,5304.0,3864,24,217,81,104,0.0,18264400.0
109,2020-06-30,50110310,2599884.6950000008,140368.56429999953,790.4038000000045,9467.0,95.9787234,3494327.238,5109.0,3864,24,217,81,104,0.1,17065400.0
110,2020-07-31,50110310,2891116.3852999923,174571.11649999992,786.6218999999992,9487.0,98.82033898,3393414.2,6792.0,3864,24,217,81,104,1.0,22484050.0
111,2020-08-31,50110310,3295605.457499989,183993.3524999997,827.9992999999977,9488.0,110.8200692,4159164.92,7621.0,3864,24,217,81,104,1.3225806451612905,26330500.0
112,2020-09-30,50110310,2986160.728099996,222239.28829999466,1087.9284000000039,9457.0,116.6726619,4678714.327,6262.0,3864,24,217,81,104,2.0,19161200.0
113,2020-10-31,50110310,3292055.3048999924,154007.27989999932,1294.7579999999934,9453.0,104.38275859999999,3861059.083,6217.0,3864,24,217,81,104,2.0,18672150.0
114,2020-11-30,50110310,2917515.2968999837,104988.2269999999,777.3997999999983,9414.0,104.1304348,3920973.7569999998,5719.0,3864,24,217,81,104,1.2,19279000.0
115,2020-12-31,50110310,2670084.2522000014,117382.03490000212,2420.3957999999816,9422.0,92.52631579,3428996.772,5476.0,3864,24,217,81,104,1.6774193548387095,18862000.0
116,2021-01-31,50110310,2620771.015399993,141925.57460000247,410.4584999999963,9430.0,89.58928571,3301104.979,5111.0,3864,24,217,81,104,2.0,17767250.0
117,2021-02-28,50110310,2767819.9146000007,112779.1123000008,625.2486999999921,9463.0,97.87937743,3639913.2610000004,4975.0,3864,24,217,81,104,1.75,17276700.0
118,2021-03-31,50110310,3113756.2741000187,158273.32659999985,905.036500000002,9436.0,99.95789474,3470144.6769999997,5727.0,3864,24,217,81,104,1.5,21007400.0
119,2021-04-30,50110310,3272220.201599984,127426.5969999997,1179.8103999999985,9465.0,103.92114699999999,3739473.3839999996,6147.0,3864,24,217,81,104,1.5,22908150.0
120,2021-05-31,50110310,3531894.6697999826,153109.97429999994,1158.8751999999965,9486.0,107.40410959999998,4013575.849,7625.0,3864,24,217,81,104,1.5322580645161292,26927600.0
121,2021-06-30,50110310,3410135.11429999,217685.52590000155,743.6470000000032,9495.0,106.6879433,3887469.287,8031.0,3864,24,217,81,104,2.0,27060150.0
122,2018-01-31,50110510,2354025.341599985,70634.12330000018,14081.089500000036,3127.0,68.21376812,2553618.214,5813.0,59279,56760,17641,27893,3647,0.0,21302450.0
123,2018-02-28,50110510,2137074.588300011,57874.513700000105,14072.053799999918,3084.0,70.36885246,2789070.795,5367.0,59279,56760,17641,27893,3647,0.0,18945550.0
124,2018-03-31,50110510,2320682.379299988,61273.984600000185,17708.977699999858,3063.0,69.38811189,2339898.497,6370.0,59279,56760,17641,27893,3647,0.0,21493900.0
125,2018-04-30,50110510,2324196.3042,67588.1236,19598.51919999995,3069.0,73.32363636,2682231.825,6222.0,59279,56760,17641,27893,3647,0.0,19784300.0
126,2018-05-31,50110510,2449699.1727999663,68677.01489999978,17945.344800000006,3081.0,75.5212766,2515933.649,6722.0,59279,56760,17641,27893,3647,0.0,19538650.0
127,2018-06-30,50110510,2314271.3780999985,65347.56500000015,18559.88550000004,3072.0,78.04150943,2794509.4039999996,7071.0,59279,56760,17641,27893,3647,0.0,19577700.0
128,2018-07-31,50110510,2294672.6318000057,67802.85790000013,16985.238700000038,3073.0,81.16027875,3140861.812,8061.0,59279,56760,17641,27893,3647,0.0,20983850.0
129,2018-08-31,50110510,2242953.1032999973,58425.606399999895,22234.666500000094,3072.0,80.54577465,2773116.5039999997,7687.0,59279,56760,17641,27893,3647,0.0,20246750.0
130,2018-09-30,50110510,2147965.6352999927,63319.84979999991,19192.230500000118,3046.0,77.31751825,2968190.672,7476.0,59279,56760,17641,27893,3647,0.0,20998100.0
131,2018-10-31,50110510,2170891.116699995,63453.06680000008,28421.46819999998,3037.0,72.13541667,2718209.3230000003,6957.0,59279,56760,17641,27893,3647,0.0,20229300.0
132,2018-11-30,50110510,2067379.8929000024,52083.32849999994,20482.83869999996,3019.0,73.00706714,2645773.866,6562.0,59279,56760,17641,27893,3647,0.0,20483900.0
133,2018-12-31,50110510,2201157.670000009,63039.463100000175,19478.052199999973,2993.0,77.0,2858702.6960000005,6294.0,59279,56760,17641,27893,3647,0.0,21310550.0
134,2019-01-31,50110510,2220119.262199997,52524.369900000056,23861.95910000004,2974.0,75.55208333,2690368.285,6072.0,60578,58244,18880,28829,3900,0.0,21091100.0
135,2019-02-28,50110510,2103331.7434999933,68447.33500000004,23961.77740000034,2970.0,72.27272727,2745709.045,5639.0,60578,58244,18880,28829,3900,0.0,19539750.0
136,2019-03-31,50110510,2083930.4429000062,62600.443000000174,22009.47329999992,2968.0,77.96283784,2833970.6489999997,6006.0,60578,58244,18880,28829,3900,0.0,20226750.0
137,2019-04-30,50110510,2007806.301800013,68879.57539999993,26107.132300000474,2945.0,83.02508961,3162183.957,6067.0,60578,58244,18880,28829,3900,0.0,20257050.0
138,2019-05-31,50110510,2116328.6322999974,65264.4997,28150.980999999887,2928.0,80.03754266,3027572.498,6725.0,60578,58244,18880,28829,3900,0.0,20543450.0
139,2019-06-30,50110510,2011478.0085999863,80363.06170000012,25072.6873999997,2913.0,78.37370242,2747820.4710000004,6946.0,60578,58244,18880,28829,3900,0.0,20742350.0
140,2019-07-31,50110510,2175892.621700004,91809.73640000015,26276.63509999993,2897.0,77.07094595,3069678.453,7801.0,60578,58244,18880,28829,3900,0.0,21474250.0
141,2019-08-31,50110510,2216253.979000009,73141.96680000002,30703.430999999786,2864.0,76.6440678,2689448.898,7466.0,60578,58244,18880,28829,3900,0.0,20834500.0
142,2019-09-30,50110510,2040943.847999995,72649.84909999998,25700.919199999902,2868.0,72.99646643,2845804.643,6892.0,60578,58244,18880,28829,3900,0.0,18767250.0
143,2019-10-31,50110510,2222211.420800004,79121.93610000025,31853.441200000118,2837.0,79.19453925,2828726.297,6787.0,60578,58244,18880,28829,3900,0.0,19784150.0
144,2019-11-30,50110510,2409667.389000018,78772.09539999973,22190.83689999997,2819.0,77.75451264,2599666.863,6550.0,60578,58244,18880,28829,3900,0.0,19832500.0
145,2019-12-31,50110510,2484414.919299989,81712.38300000019,22892.326499999854,2809.0,71.71140940000002,2644206.52,6293.0,60578,58244,18880,28829,3900,0.0,20720650.0
146,2020-01-31,50110510,2414275.432300011,93203.08099999973,24215.206299999918,2785.0,75.74652778,2736713.833,6356.0,439,115,15,143,84,0.0,22040850.0
147,2020-02-29,50110510,1157118.3387999989,31014.227000000265,2815.121499999997,2752.0,64.45487365,2092914.61,5638.0,439,115,15,143,84,0.0,16871700.0
148,2020-03-31,50110510,1782078.664700001,60883.585800000175,1116.535100000005,2753.0,68.65051903,2383678.893,5899.0,439,115,15,143,84,0.0,17045250.0
149,2020-04-30,50110510,1719216.6941999998,58560.448000000506,268.2410000000003,2752.0,68.23776224,2209117.5209999997,5680.0,439,115,15,143,84,0.0,16343050.0
150,2020-05-31,50110510,1925306.6484000084,52671.53979999991,95.60329999999972,2744.0,78.23569024,2826374.313,6393.0,439,115,15,143,84,0.0,18849200.0
151,2020-06-30,50110510,1820254.927899995,67440.55520000005,150.47329999999815,2743.0,69.85714286,2422410.02,6109.0,439,115,15,143,84,0.1,18194950.0
152,2020-07-31,50110510,1933752.5958999973,67657.22100000009,275.4670999999977,2733.0,76.23103448,2538724.3140000002,6972.0,439,115,15,143,84,1.0,19485950.0
153,2020-08-31,50110510,1919848.1907000127,52796.67249999999,77.5933999999998,2719.0,76.92715232,2986498.659,6910.0,439,115,15,143,84,1.3225806451612905,17930600.0
154,2020-09-30,50110510,1768346.065,50362.071999998894,74.40489999999996,2711.0,79.72084806,2818054.827,6510.0,439,115,15,143,84,2.0,17142050.0
155,2020-10-31,50110510,1946952.5439999944,65742.8594999982,335.7192999999993,2694.0,74.01027397,2878501.363,6689.0,439,115,15,143,84,2.0,17780350.0
156,2020-11-30,50110510,2037516.5494000148,57955.190199999815,95.69320000000013,2695.0,77.44839858,2518059.434,6021.0,439,115,15,143,84,1.2,18145450.0
157,2020-12-31,50110510,1751311.447100001,58122.78430000023,75.95430000000025,2664.0,75.0,2610904.473,5743.0,439,115,15,143,84,1.6774193548387095,16798950.0
158,2021-01-31,50110510,1691807.5661999926,57015.763800001,6.700699999999998,2640.0,72.59498208,2628527.527,5256.0,439,115,15,143,84,2.0,15883200.0
159,2021-02-28,50110510,1792426.5733999994,65113.02820000034,33.10320000000004,2625.0,70.60784314,2583476.4269999997,3763.0,439,115,15,143,84,1.75,11973600.0
160,2021-03-31,50110510,1919098.401800006,59716.48600000018,188.49820000000042,2565.0,68.49473684,2464466.13,5418.0,439,115,15,143,84,1.5,18107050.0
161,2021-04-30,50110510,1960160.6391000082,65168.21780000006,158.56250000000028,2544.0,73.16117216,2580558.238,5789.0,439,115,15,143,84,1.5,18833000.0
162,2021-05-31,50110510,2027800.3362000098,62330.08869999923,74.29609999999963,2533.0,72.00353357,2595020.837,6279.0,439,115,15,143,84,1.5322580645161292,18297050.0
163,2021-06-30,50110510,1938645.4678999882,66154.74489999944,66.83410000000026,2542.0,69.53985507,2478262.159,2707.0,439,115,15,143,84,2.0,7451200.0
164,2018-01-31,50110520,9341205.395099984,73894.59779999977,15563.193800000017,35261.0,633.5363636,20330817.95,67736.0,59279,56760,17641,27893,3647,0.0,170627900.0
