base_date,emd_cd,f70_resd_pop,f70_work_pop,f70_visit_pop
2019-11-30,2019-11-30,50110253,755037.5811000001,34676.28079999988,341438.27519999986
2019-12-31,2019-12-31,50110253,815145.388399999,25158.823199999984,307051.57180000003
2020-01-31,2020-01-31,50110253,852207.0924000005,29417.35180000004,290695.32980000007
2020-02-29,2020-02-29,50110253,806312.6485999993,30949.59469999996,222077.60350000003
2020-03-31,2020-03-31,50110253,890952.4583999995,23962.972100000014,233838.51959999965
2020-04-30,2020-04-30,50110253,846337.4698000007,30292.469999999983,245558.55440000005
2020-05-31,2020-05-31,50110253,857987.8209000007,35137.73799999997,276006.1399999997
2020-06-30,2020-06-30,50110253,851594.3174999999,28225.7907,280726.5424
2020-07-31,2020-07-31,50110253,889146.2337000014,39550.42730000002,284270.79280000075
2020-08-31,2020-08-31,50110253,902695.6437,34641.275199999945,290806.50190000015
2020-09-30,2020-09-30,50110253,870036.6762999988,28170.48550000006,265794.2884999999
2020-10-31,2020-10-31,50110253,911705.4834,23232.794399999988,367705.6221000001
2020-11-30,2020-11-30,50110253,880008.3228000002,33286.97760000001,345678.6982999993
2020-12-31,2020-12-31,50110253,928966.3330999999,33337.23490000001,274269.8336000001
2021-01-31,2021-01-31,50110253,953460.3674000013,38108.882999999994,242538.25359999997
2021-02-28,2021-02-28,50110253,853462.0645000008,20683.97000000003,240501.80079999974
2021-03-31,2021-03-31,50110253,922923.25,31301.041600000044,310968.87720000016
2021-04-30,2021-04-30,50110253,904827.0428999997,25927.557600000004,369488.1423999994
2021-05-31,2021-05-31,50110253,963214.6654999987,23909.251399999946,360749.35110000015
2021-06-30,2021-06-30,50110253,943966.5772999991,31859.666300000055,283528.5709000003
2018-01-31,2018-01-31,50110256,269823.62699999975,9582.231600000003,98616.71650000005
2018-02-28,2018-02-28,50110256,237911.48069999978,6321.879799999997,75581.00259999996
2018-03-31,2018-03-31,50110256,248514.0049000003,13077.790799999992,115994.25239999991
2018-04-30,2018-04-30,50110256,256838.38610000003,9215.795799999993,169154.75939999995
2018-05-31,2018-05-31,50110256,313895.6564000002,4632.833899999997,121380.87640000023
2018-06-30,2018-06-30,50110256,287825.1418999998,8676.703099999999,123746.7878999998
2018-07-31,2018-07-31,50110256,291225.4349,6837.323199999991,99412.5144000001
2018-08-31,2018-08-31,50110256,274050.2965000004,9545.232799999996,116089.94580000006
2018-09-30,2018-09-30,50110256,263131.0943,13432.439800000004,91210.66640000006
2018-10-31,2018-10-31,50110256,268737.7509000002,4712.748999999999,103421.26389999998
2018-11-30,2018-11-30,50110256,254219.34460000007,2128.1322999999984,106785.7491
2018-12-31,2018-12-31,50110256,271458.9882000001,15504.818400000011,91914.92839999984
2019-01-31,2019-01-31,50110256,320354.2757000001,9472.48229999998,88829.57170000004
2019-02-28,2019-02-28,50110256,270878.5490000005,21425.518300000007,72705.1398000001
2019-03-31,2019-03-31,50110256,296591.29240000015,11251.70639999997,128833.55469999985
2019-04-30,2019-04-30,50110256,298548.0557999998,8486.217100000009,149848.5266000001
2019-05-31,2019-05-31,50110256,312255.93289999984,11254.380799999995,111698.11449999979
2019-06-30,2019-06-30,50110256,306184.58069999976,7999.20299999999,119909.4379000002
2019-07-31,2019-07-31,50110256,356399.3314,5054.818000000005,108636.29950000001
2019-08-31,2019-08-31,50110256,357587.6645000002,4632.123600000001,111702.18859999994
2019-09-30,2019-09-30,50110256,336070.5156,9343.863700000002,99774.07490000002
2019-10-31,2019-10-31,50110256,341772.42949999985,9160.5357,129817.09489999994
2019-11-30,2019-11-30,50110256,339313.91619999957,7407.163600000004,94704.09339999995
2019-12-31,2019-12-31,50110256,353306.91949999984,3398.4071,95050.43429999988
2020-01-31,2020-01-31,50110256,366309.27659999963,3360.689,93714.64200000014
2020-02-29,2020-02-29,50110256,358782.2569000004,8697.15619999998,74510.5016999999
2020-03-31,2020-03-31,50110256,400303.4934999999,3657.9764999999993,87313.15679999982
2020-04-30,2020-04-30,50110256,380453.5577999998,12311.604000000027,91392.76810000003
2020-05-31,2020-05-31,50110256,376539.68310000014,8393.608500000013,105292.89720000015
2020-06-30,2020-06-30,50110256,367036.71310000005,8208.647999999985,92961.66830000005
2020-07-31,2020-07-31,50110256,391073.46149999986,1901.5864000000013,91168.98340000014
2020-08-31,2020-08-31,50110256,380369.7046000001,3251.6394999999943,103461.53910000021
2020-09-30,2020-09-30,50110256,378131.8453000005,7580.428899999996,88291.65379999997
2020-10-31,2020-10-31,50110256,390976.91919999995,8662.151,113180.58420000007
2020-11-30,2020-11-30,50110256,400740.32959999965,11877.104000000016,118816.11630000001
2020-12-31,2020-12-31,50110256,445681.4020000007,15604.974099999985,82086.2901
2021-01-31,2021-01-31,50110256,447194.47520000004,9551.597300000014,88340.5029
2021-02-28,2021-02-28,50110256,404744.5903999997,2821.517699999998,82762.92250000012
2021-03-31,2021-03-31,50110256,438616.7538999999,3989.3012999999924,126238.53929999987
2021-04-30,2021-04-30,50110256,404945.8839000001,10138.292700000025,143998.88120000006
2021-05-31,2021-05-31,50110256,425475.22000000015,14506.065199999979,125086.67429999993
2021-06-30,2021-06-30,50110256,425751.4130999997,4050.975999999997,122831.18099999992
2018-01-31,2018-01-31,50110259,492914.8149999998,48621.81549999994,170527.75429999994
2018-02-28,2018-02-28,50110259,441798.9409000004,9569.588300000003,127731.03489999994
2018-03-31,2018-03-31,50110259,486758.2825999997,21132.696899999988,211149.21510000018
2018-04-30,2018-04-30,50110259,462848.5859,22266.652499999975,274680.37549999997
2018-05-31,2018-05-31,50110259,484328.2645000002,20904.592299999982,261747.2597000003
2018-06-30,2018-06-30,50110259,480122.88360000047,22955.496900000006,216341.9120000002
2018-07-31,2018-07-31,50110259,508772.0322000006,10972.073499999997,179227.5382999997
2018-08-31,2018-08-31,50110259,506909.24199999974,14263.516899999997,218612.1449000001
2018-09-30,2018-09-30,50110259,501526.6975000004,26019.655700000032,205617.11929999987
2018-10-31,2018-10-31,50110259,532370.4697000001,29119.708499999964,245387.3373
2018-11-30,2018-11-30,50110259,503435.47100000066,16919.547500000008,214063.14250000007
2018-12-31,2018-12-31,50110259,521194.56849999883,13043.835100000024,175720.7568999998
2019-01-31,2019-01-31,50110259,530244.2169999998,12382.986999999997,191826.8303999999
2019-02-28,2019-02-28,50110259,456894.99639999995,13982.524899999977,150647.90989999997
2019-03-31,2019-03-31,50110259,510240.42089999997,15673.157599999971,225991.35469999982
2019-04-30,2019-04-30,50110259,504119.27949999936,33245.30830000004,244641.56519999943
2019-05-31,2019-05-31,50110259,537737.2579,17474.54310000002,263911.0044999999
2019-06-30,2019-06-30,50110259,538424.8341999995,20922.058200000018,185633.41300000012
2019-07-31,2019-07-31,50110259,553396.9461999999,18305.4466,207738.9094000003
2019-08-31,2019-08-31,50110259,536934.2321000001,18392.31609999997,193179.19939999972
2019-09-30,2019-09-30,50110259,494440.1282999998,16302.388100000004,176751.50399999972
2019-10-31,2019-10-31,50110259,512966.80959999963,19246.83889999999,276108.1828999995
2019-11-30,2019-11-30,50110259,497557.07639999985,19687.633799999985,260980.1753999995
2019-12-31,2019-12-31,50110259,518103.2751999997,24529.242899999994,212013.02140000032
2020-01-31,2020-01-31,50110259,516239.98500000004,22013.712700000022,209399.8849999997
2020-02-29,2020-02-29,50110259,507272.261,12410.229400000015,158417.10440000036
2020-03-31,2020-03-31,50110259,566704.9550000001,9941.37110000001,141835.34370000026
2020-04-30,2020-04-30,50110259,547210.8703000001,16945.142699999993,165044.49079999977
2020-05-31,2020-05-31,50110259,575917.6481000001,13475.0718,192700.89930000008
2020-06-30,2020-06-30,50110259,550651.6346000007,25940.779199999968,175211.99220000015
2020-07-31,2020-07-31,50110259,591152.0647999996,23398.704400000013,177833.8142000001
2020-08-31,2020-08-31,50110259,607085.0935000002,26140.058499999952,184576.8132000002
2020-09-30,2020-09-30,50110259,576876.8020000004,21988.06340000003,133538.93420000013
2020-10-31,2020-10-31,50110259,578120.7707999996,17326.066899999998,232264.91560000033
2020-11-30,2020-11-30,50110259,565337.5672,16897.888100000004,220142.23040000035
2020-12-31,2020-12-31,50110259,590516.2799999992,19614.017099999957,172202.68650000004
2021-01-31,2021-01-31,50110259,603258.0962999994,19222.640799999983,148602.22199999986
2021-02-28,2021-02-28,50110259,518498.7255999999,18467.48070000004,144143.14519999997
2021-03-31,2021-03-31,50110259,556173.0248000004,28329.36989999999,186563.96520000004
2021-04-30,2021-04-30,50110259,551110.5779999993,20810.80380000001,224274.7595000001
2021-05-31,2021-05-31,50110259,598851.4688000007,23599.216999999982,216350.82180000044
2021-06-30,2021-06-30,50110259,603523.0641000002,23225.07180000003,186037.2885999999
2018-01-31,2018-01-31,50110310,202489.56160000016,0.0,48777.5903000001
2018-02-28,2018-02-28,50110310,182547.74679999994,1656.2892000000002,36538.14819999997
2018-03-31,2018-03-31,50110310,201638.9944000002,1522.3041000000003,62723.67690000001
2018-04-30,2018-04-30,50110310,184772.5788999999,1717.4042,99418.8458
2018-05-31,2018-05-31,50110310,195774.03979999982,1486.1272999999999,62757.76199999998
2018-06-30,2018-06-30,50110310,179361.70920000013,963.6960999999998,55984.24890000008
2018-07-31,2018-07-31,50110310,174454.6997999998,158.49630000000002,39917.27019999999
2018-08-31,2018-08-31,50110310,173258.23129999996,865.8373999999999,49021.41329999996
2018-09-30,2018-09-30,50110310,163368.83589999998,1238.7187000000004,49101.15639999993
2018-10-31,2018-10-31,50110310,149772.15869999994,9775.959800000006,64097.63950000005
2018-11-30,2018-11-30,50110310,144688.7532000001,5249.952299999992,57514.67890000002
2018-12-31,2018-12-31,50110310,152478.39139999996,1874.5132,51983.06699999995
2019-01-31,2019-01-31,50110310,155764.06160000016,698.0488999999999,52088.72329999998
2019-02-28,2019-02-28,50110310,149617.23940000025,937.4941999999999,49890.348100000025
2019-03-31,2019-03-31,50110310,174484.24469999998,7047.417,56605.194900000024
2019-04-30,2019-04-30,50110310,172159.37660000043,1447.5085999999992,70108.51230000005
2019-05-31,2019-05-31,50110310,167131.09980000005,9202.801699999982,80141.21680000007
2019-06-30,2019-06-30,50110310,166914.27750000005,4717.127899999996,51904.44949999998
2019-07-31,2019-07-31,50110310,182868.72170000002,8075.08490000001,52570.76370000003
2019-08-31,2019-08-31,50110310,183214.59019999986,6874.641199999999,53935.21759999998
2019-09-30,2019-09-30,50110310,183885.50990000003,5633.901999999993,67306.2466
2019-10-31,2019-10-31,50110310,202745.80210000018,6579.430000000014,77680.0238
2019-11-30,2019-11-30,50110310,197142.1434999998,4934.417000000005,62086.52429999996
2019-12-31,2019-12-31,50110310,205225.2039000003,3811.196999999998,58811.821599999974
2020-01-31,2020-01-31,50110310,203299.42410000035,3234.0589,61483.43330000001
2020-02-29,2020-02-29,50110310,210191.8795999998,7761.337999999989,42905.7377
2020-03-31,2020-03-31,50110310,230229.74679999994,8221.846199999987,55531.28309999989
2020-04-30,2020-04-30,50110310,228612.9792999999,17052.427700000037,55739.226899999965
2020-05-31,2020-05-31,50110310,238947.3791999999,9465.19820000001,70541.09930000007
2020-06-30,2020-06-30,50110310,229990.44389999993,10174.173299999982,44010.900000000045
2020-07-31,2020-07-31,50110310,253302.2408000001,10421.341299999995,50148.4043000001
2020-08-31,2020-08-31,50110310,262037.15509999992,9115.372500000018,54165.20890000006
2020-09-30,2020-09-30,50110310,261246.39289999998,12758.438400000015,59873.98830000009
2020-10-31,2020-10-31,50110310,277382.19670000015,11695.298499999995,77161.5927
2020-11-30,2020-11-30,50110310,278414.25299999997,6802.848300000004,57162.35509999998
2020-12-31,2020-12-31,50110310,299773.50720000017,12581.969399999998,47906.39860000006
2021-01-31,2021-01-31,50110310,301907.39599999966,12166.29630000001,50642.28209999997
2021-02-28,2021-02-28,50110310,259305.83690000002,11101.422700000003,56145.524700000016
2021-03-31,2021-03-31,50110310,296852.73839999986,9399.223899999997,76954.48500000015
2021-04-30,2021-04-30,50110310,295094.1031000004,3642.178400000002,78135.28389999998
2021-05-31,2021-05-31,50110310,300288.8318000001,6473.025600000001,73651.45310000001
2021-06-30,2021-06-30,50110310,286433.65860000014,7913.804299999992,68746.75969999998
2018-01-31,2018-01-31,50110320,67392.38229999997,0.0,15453.665499999994
2018-02-28,2018-02-28,50110320,57706.97770000003,0.0,19121.138500000012
2018-03-31,2018-03-31,50110320,59566.55300000002,0.0,27893.89730000001
2018-04-30,2018-04-30,50110320,56843.65459999999,0.0,30028.5956
2018-05-31,2018-05-31,50110320,61126.89979999997,0.0,33820.70520000005
2018-06-30,2018-06-30,50110320,59114.23730000002,0.0,28468.950000000023
2018-07-31,2018-07-31,50110320,63575.88740000004,0.0,24695.108599999992
2018-08-31,2018-08-31,50110320,57878.922399999974,0.0,24265.480500000027
2018-09-30,2018-09-30,50110320,54394.66869999999,1043.4355999999998,32099.796200000048
2018-10-31,2018-10-31,50110320,63899.561999999954,0.0,31971.714899999984
2018-11-30,2018-11-30,50110320,62081.640499999936,1616.858,33890.96709999998
2018-12-31,2018-12-31,50110320,67843.02379999998,168.93699999999998,18774.47189999997
2019-01-31,2019-01-31,50110320,69682.43780000001,0.0,23656.795399999966
2019-02-28,2019-02-28,50110320,63072.456099999916,0.0,23665.175899999987
2019-03-31,2019-03-31,50110320,81434.21179999998,0.0,37213.76680000003
2019-04-30,2019-04-30,50110320,82119.82190000005,1569.5006999999991,33811.30610000003
2019-05-31,2019-05-31,50110320,76854.801,7531.761599999984,30421.30600000001
2019-06-30,2019-06-30,50110320,77494.4847999999,1004.5630999999993,26814.97680000003
2019-07-31,2019-07-31,50110320,88926.32500000004,1061.5141999999994,16535.371
2019-08-31,2019-08-31,50110320,90450.82860000002,2258.121999999999,25005.602399999967
2019-09-30,2019-09-30,50110320,78318.76190000003,0.0,19542.707799999996
2019-10-31,2019-10-31,50110320,73294.43780000001,0.0,31098.134299999976
2019-11-30,2019-11-30,50110320,70838.28660000002,2746.211700000001,22198.04499999999
2019-12-31,2019-12-31,50110320,77080.1092999999,0.0,26258.59809999996
2020-01-31,2020-01-31,50110320,77977.46209999995,2073.962699999998,22758.042200000033
2020-02-29,2020-02-29,50110320,70058.22230000007,6362.568899999992,11674.49670000002
2020-03-31,2020-03-31,50110320,76395.4249,0.0,30121.141299999992
2020-04-30,2020-04-30,50110320,80933.33990000004,1804.1071000000004,25416.164499999995
2020-05-31,2020-05-31,50110320,85246.47689999997,1347.9359000000002,24746.683499999996
2020-06-30,2020-06-30,50110320,87481.81800000012,0.0,30388.737999999958
2020-07-31,2020-07-31,50110320,95080.0267999999,800.9992000000002,17405.549100000004
2020-08-31,2020-08-31,50110320,92685.44800000009,3865.850899999997,19953.568000000032
2020-09-30,2020-09-30,50110320,93523.50259999992,2683.545900000001,17532.409799999994
2020-10-31,2020-10-31,50110320,93018.36260000011,1612.990300000001,24227.772699999954
2020-11-30,2020-11-30,50110320,90854.49370000004,842.1463000000003,31497.9904
2020-12-31,2020-12-31,50110320,98848.18890000005,2901.3044999999997,15441.698899999994
2021-01-31,2021-01-31,50110320,93172.22879999998,0.0,21987.254499999926
2021-02-28,2021-02-28,50110320,78514.7306,33.3063,15083.48510000002
2021-03-31,2021-03-31,50110320,84418.25479999994,2221.9163999999996,24155.345200000047
2021-04-30,2021-04-30,50110320,89314.74169999994,580.1964999999999,24416.553600000014
2021-05-31,2021-05-31,50110320,85475.31679999991,3243.984799999997,24576.21799999995
2021-06-30,2021-06-30,50110320,74538.54940000005,1541.7616000000005,23334.083100000003
2018-01-31,2018-01-31,50110330,47725.92780000002,0.0,7222.660699999994
2018-02-28,2018-02-28,50110330,45780.839899999955,0.0,11673.485799999991
2018-03-31,2018-03-31,50110330,54456.7641,0.0,18842.13600000002
2018-04-30,2018-04-30,50110330,68276.7170999999,0.0,13969.343599999986
2018-05-31,2018-05-31,50110330,60656.631499999974,0.0,17655.87130000001
2018-06-30,2018-06-30,50110330,44650.37870000002,2566.0797,15063.070900000012
2018-07-31,2018-07-31,50110330,39859.07380000001,2719.7027000000007,18756.52469999996
2018-08-31,2018-08-31,50110330,33083.75339999999,6192.158699999995,14448.712399999984
2018-09-30,2018-09-30,50110330,38379.38869999999,3052.4474,14426.519900000005
2018-10-31,2018-10-31,50110330,49361.32670000005,0.0,18524.76470000002
2018-11-30,2018-11-30,50110330,45475.68300000003,0.0,17032.215599999992
2018-12-31,2018-12-31,50110330,51821.99889999992,0.0,13581.556699999997
2019-01-31,2019-01-31,50110330,51281.10610000006,0.0,13220.674
2019-02-28,2019-02-28,50110330,43166.842699999994,0.0,13521.561800000014
2019-03-31,2019-03-31,50110330,48386.29190000001,174.5196,16737.414600000004
2019-04-30,2019-04-30,50110330,50429.59230000001,0.0,22211.263000000003
2019-05-31,2019-05-31,50110330,59849.22200000002,124.45780000000002,17951.50959999999
2019-06-30,2019-06-30,50110330,57854.276200000015,0.0,12112.516400000017
2019-07-31,2019-07-31,50110330,56270.327099999995,434.1341999999999,16365.917299999988
2019-08-31,2019-08-31,50110330,51280.35560000001,0.0,17724.888600000017
2019-09-30,2019-09-30,50110330,48658.59860000005,4922.889600000001,12452.545899999986
2019-10-31,2019-10-31,50110330,55344.65749999996,5162.9956000000075,11517.267900000023
2019-11-30,2019-11-30,50110330,49966.04629999996,2466.4365000000003,14780.403799999996
2019-12-31,2019-12-31,50110330,53242.640600000035,3554.799700000002,10555.091900000009
2020-01-31,2020-01-31,50110330,54767.983600000014,41.28280000000001,8475.928399999999
2020-02-29,2020-02-29,50110330,51260.82450000005,318.4585000000001,9455.544299999992
2020-03-31,2020-03-31,50110330,54839.05749999995,0.0,4191.807900000001
2020-04-30,2020-04-30,50110330,45323.76489999997,0.0,12357.8223
2020-05-31,2020-05-31,50110330,48480.64539999996,1349.2974000000002,13773.872499999994
2020-06-30,2020-06-30,50110330,48585.77899999997,429.66570000000013,10892.645599999983
2020-07-31,2020-07-31,50110330,46384.68800000006,0.0,12265.269299999985
2020-08-31,2020-08-31,50110330,50000.31269999997,1632.2178,9739.145700000003
2020-09-30,2020-09-30,50110330,49373.951700000005,2383.854200000002,12747.864400000017
2020-10-31,2020-10-31,50110330,53948.99309999996,5359.929699999997,14918.996700000014
2020-11-30,2020-11-30,50110330,63046.66519999993,0.0,12776.653900000007
2020-12-31,2020-12-31,50110330,66165.70750000002,1293.7009,8991.322500000033
2021-01-31,2021-01-31,50110330,64833.127299999986,1037.6156999999996,9790.853199999998
2021-02-28,2021-02-28,50110330,53991.38930000002,2327.693800000001,6224.893400000002
2021-03-31,2021-03-31,50110330,58261.23809999997,1986.8661000000013,15755.48409999999
2021-04-30,2021-04-30,50110330,59897.18230000003,0.0,9474.388000000023
2021-05-31,2021-05-31,50110330,49799.054399999986,1588.376500000001,13583.344900000022
2021-06-30,2021-06-30,50110330,44560.165399999976,736.2895,19326.0274
2018-01-31,2018-01-31,50110510,35808.51330000001,1079.0561000000002,68075.52300000004
2018-02-28,2018-02-28,50110510,31398.158500000027,426.706,63330.42299999995
2018-03-31,2018-03-31,50110510,38687.6073,5196.245799999997,70440.9274000001
2018-04-30,2018-04-30,50110510,38904.00809999998,1389.6075999999994,69393.6762
2018-05-31,2018-05-31,50110510,40367.49389999997,2464.964899999998,74757.05140000003
2018-06-30,2018-06-30,50110510,46635.47580000002,2906.3525999999993,78120.59679999993
2018-07-31,2018-07-31,50110510,48974.73680000005,2946.1667000000025,73891.85330000003
2018-08-31,2018-08-31,50110510,45316.870099999986,3178.2880999999998,80680.7435999998
2018-09-30,2018-09-30,50110510,61195.01200000007,2281.134600000001,67022.60839999995
2018-10-31,2018-10-31,50110510,54394.9134000001,4683.431500000003,68580.19009999998
2018-11-30,2018-11-30,50110510,41572.949000000015,2006.7793999999997,69891.02969999977
2018-12-31,2018-12-31,50110510,43038.95419999998,3530.7490999999995,74553.68540000006
2019-01-31,2019-01-31,50110510,39837.519799999944,4041.9536999999987,72072.60379999995
2019-02-28,2019-02-28,50110510,37571.4292,3352.0368000000026,62828.50709999999
2019-03-31,2019-03-31,50110510,38850.05909999997,1823.3929999999998,75962.21370000015
2019-04-30,2019-04-30,50110510,35927.684800000025,3227.836499999998,84261.93660000016
2019-05-31,2019-05-31,50110510,43476.34730000005,4112.266500000007,80735.3536
2019-06-30,2019-06-30,50110510,47036.684999999976,3315.699599999997,69825.56470000008
2019-07-31,2019-07-31,50110510,50686.45210000003,4672.293900000003,80831.89850000005
2019-08-31,2019-08-31,50110510,49837.9233,4561.312599999998,75764.45589999994
2019-09-30,2019-09-30,50110510,43974.15700000004,4731.231500000001,72653.72670000016
2019-10-31,2019-10-31,50110510,44997.73599999993,3834.3924999999977,82554.28190000003
2019-11-30,2019-11-30,50110510,38938.80889999995,4055.558099999998,99428.13980000003
2019-12-31,2019-12-31,50110510,43365.87399999998,8202.308499999996,97683.74759999981
2020-01-31,2020-01-31,50110510,51984.986400000045,5536.891000000001,92999.1136000001
2020-02-29,2020-02-29,50110510,37420.5657,2266.7888,49544.7489
2020-03-31,2020-03-31,50110510,56045.913000000015,7065.272299999991,76129.94139999991
2020-04-30,2020-04-30,50110510,51478.116699999955,4642.351400000001,72657.86699999998
2020-05-31,2020-05-31,50110510,52135.96010000001,4188.1690999999955,80420.09079999995
2020-06-30,2020-06-30,50110510,50744.99989999997,2259.263799999999,78456.65049999999
2020-07-31,2020-07-31,50110510,54911.20530000001,4227.921100000002,85389.94239999985
2020-08-31,2020-08-31,50110510,53497.78119999998,5105.506399999998,84327.55280000006
2020-09-30,2020-09-30,50110510,50606.76600000004,4466.944100000001,84743.11969999997
2020-10-31,2020-10-31,50110510,53568.298599999944,1502.0088999999994,87506.66419999998
2020-11-30,2020-11-30,50110510,51592.81120000002,4194.061999999996,86871.23119999997
2020-12-31,2020-12-31,50110510,61370.66400000002,3715.9755000000027,77630.80420000006
2021-01-31,2021-01-31,50110510,66678.72770000002,3703.028000000003,67261.3012
2021-02-28,2021-02-28,50110510,55144.21930000007,5234.671099999993,66893.67199999993
2021-03-31,2021-03-31,50110510,56630.268999999964,3947.3648999999996,76498.83109999995
2021-04-30,2021-04-30,50110510,51547.78010000006,5100.355600000003,80937.51029999998
2021-05-31,2021-05-31,50110510,54598.548299999995,6052.305900000007,84304.65130000001
2021-06-30,2021-06-30,50110510,59483.903499999906,4009.5671000000007,80874.73900000005
2018-01-31,2018-01-31,50110520,718127.0209000004,33333.29299999998,181451.0153
2018-02-28,2018-02-28,50110520,653446.3380999997,16486.492100000007,187479.9936000001
