base_date,emd_cd,korean_resd_f0,korean_work_f0,korean_visit_f0,korean_resd_f10,korean_work_f10,korean_visit_f10,korean_resd_f20,korean_work_f20,korean_visit_f20,korean_resd_f30,korean_work_f30,korean_visit_f30,korean_resd_f40,korean_work_f40,korean_visit_f40,korean_resd_f50,korean_work_f50,korean_visit_f50,korean_resd_f60,korean_work_f60,korean_visit_f60,korean_resd_f70,korean_work_f70,korean_visit_f70,korean_resd_f80,korean_work_f80,korean_visit_f80,korean_resd_m0,korean_work_m0,korean_visit_m0,korean_resd_m10,korean_work_m10,korean_visit_m10,korean_resd_m20,korean_work_m20,korean_visit_m20,korean_resd_m30,korean_work_m30,korean_visit_m30,korean_resd_m40,korean_work_m40,korean_visit_m40,korean_resd_m50,korean_work_m50,korean_visit_m50,korean_resd_m60,korean_work_m60,korean_visit_m60,korean_resd_m70,korean_work_m70,korean_visit_m70,korean_resd_m80,korean_work_m80,korean_visit_m80
10,2018-11-30,50110250,506476.11099999974,39637.0178,157483.7952,530197.1447999999,43612.996000000116,177153.03900000005,371253.95799999963,40373.74730000002,317351.42940000014,506476.11099999974,39637.0178,157483.7952,1042530.0857000016,90951.28659999996,412026.24560000026,991986.7343,88302.51449999992,417841.2773999992,871028.9030000006,19443.881500000018,301798.7566,415967.0566999999,15455.2648,135522.67599999992,357406.75360000005,10681.416099999997,90928.90599999989,576049.7113000003,120493.18759999998,263361.2124,692078.6799000001,141045.7410000001,311968.1040000005,498708.6107999999,61591.50199999992,379697.30700000003,815783.3067,131909.57600000015,465767.0374999992,1216625.0551999998,164788.78629999954,628864.9860000004,1237622.5475999995,169960.3362999999,635947.7550000002,894437.8164000001,75252.66680000005,371370.5986000004,424689.2178999993,21979.2418,140021.88090000022,180981.36139999976,8356.037300000002,53246.66310000004
11,2018-12-31,50110250,521808.1456000001,33150.77090000005,150648.46849999993,546247.2619999995,36338.62030000002,168801.97960000008,366206.17340000026,43186.80540000004,364163.54499999975,521808.1456000001,33150.77090000005,150648.46849999993,1086253.7113999994,81302.15619999997,382144.68480000045,994436.3432999994,91193.7577000001,370360.0744999997,905319.6498999986,33054.24239999995,249465.51130000025,418302.89640000055,25143.88510000005,107427.20879999992,359413.7510000002,17464.956899999965,73053.51309999991,622014.6419,93110.87870000012,205579.468,747301.9513999996,109014.42940000004,243301.18009999968,536820.1482999998,73936.74109999993,439824.9514999999,839846.4906000001,148685.1585999998,475194.91040000063,1285722.7099,162087.49199999994,629210.9487999988,1327157.6204000015,160583.14159999986,603585.9792999999,938628.4311999992,53070.96229999995,324118.1295999993,448847.5638,20332.0095,123495.77729999994,191276.4443,7752.981799999996,46998.295400000046
12,2019-01-31,50110250,497589.4133,13584.324299999993,248830.73819999976,520894.23289999994,15084.429299999983,280447.8227,380795.4130000003,51745.434599999935,445397.0001,497589.4133,13584.324299999993,248830.73819999976,1075030.0033999986,71188.26229999991,449562.6686999997,1025443.9472,83391.54990000006,421641.6878000001,941492.9441999996,24291.470900000062,262471.5772999999,419079.0778,15724.514799999974,128255.58289999988,360080.66070000007,11400.992699999983,85611.25740000013,607846.7132000001,40106.69229999994,282623.5745000004,730280.2921000004,47032.81580000002,336618.79919999966,552946.7240000003,76962.81079999995,476292.7659999997,833843.1192999993,118117.45980000011,484468.29280000005,1295726.0170999996,161275.36640000006,638714.4711000004,1361126.1118999994,153035.5358000001,678961.6980000001,978458.118,60489.6530000001,364029.8427999999,472183.19829999976,15653.0315,136139.24260000014,201220.92709999988,5973.731000000006,51774.20780000006
13,2019-02-28,50110250,449350.51390000014,11565.096800000014,236746.4685000003,470396.0446999997,13043.545599999996,266798.96569999994,378873.11919999967,35151.55719999998,422097.96349999984,449350.51390000014,11565.096800000014,236746.4685000003,969054.2677000002,74511.46949999992,421320.2777000006,961195.123,67697.42519999997,368222.65450000047,840088.1430000014,31956.0618,252078.14869999982,369547.11629999947,30956.26720000001,142905.15999999992,317521.8638999997,20984.1582,96869.32489999996,570328.0045999998,18077.94730000001,254677.90899999996,685204.4983000004,21188.843000000026,303250.3890999997,502597.93389999995,68913.97890000006,475244.0374000005,777826.6681999998,110451.53150000004,439221.4283999999,1155102.337400002,140208.35089999982,588402.8328000007,1274612.0197000005,151976.71870000014,568343.6410999998,882846.5953999994,52877.940000000075,287009.69609999954,436309.4294999996,23444.0712,128660.34320000002,185933.31600000022,8940.532399999996,48905.06179999992
14,2019-03-31,50110250,449954.6354000007,3810.4453999999987,241117.3752000007,471028.4600000001,4192.1359,268765.7455000005,381325.2976000007,38043.76839999998,407185.7631,449954.6354000007,3810.4453999999987,241117.3752000007,1092619.781299999,78799.94330000003,434401.34190000023,1059679.2614,76534.82019999994,490380.4088000008,948596.8112,22804.706499999946,312107.42910000053,426904.4253,19240.885700000006,146456.42529999992,366804.3480000002,14075.584099999998,97377.6710000001,584976.0170999997,24646.315899999994,395346.03409999976,702802.9397999996,29177.95390000003,466753.97020000103,506822.5741,62202.28430000009,452731.44409999956,847365.6009999998,117717.0475,569818.2529999997,1278382.2326000005,181723.50019999983,666110.532900001,1417495.7301000003,167997.01029999965,731482.0250000006,957427.2274999996,62807.763699999974,409741.19290000026,528126.6613000003,10776.611599999998,154238.0924999998,225061.2408,4108.363600000003,58668.27379999997
15,2019-04-30,50110250,433140.5936999999,55506.73329999999,289730.3864999997,453426.92540000024,61082.45969999999,327293.88150000037,354618.68309999985,41807.298600000046,375878.6859,433140.5936999999,55506.73329999999,289730.3864999997,1084928.5265000009,85996.22269999984,424501.51060000045,1003212.1728000005,84860.13060000022,520823.2280999998,914177.0857,28044.821099999986,359462.8564000001,407785.27830000006,8640.2074,187780.27819999988,350376.8150999997,6128.432099999993,123449.68500000008,555332.8177999996,161307.84120000017,355855.9355999999,667188.9541999997,188858.29500000004,423157.7655000002,477173.17020000046,65862.6958999999,393520.83130000037,831807.4294,125891.0678000002,532174.7098999997,1275880.6387,165763.21339999998,652569.4602000009,1372465.5167999994,166089.6512999999,712991.1646999989,947651.2911000007,61606.956199999964,426379.2740000007,477433.04580000025,22437.133400000024,160640.3263,203458.14980000013,8528.470899999998,61073.05490000003
16,2019-05-31,50110250,442983.8998,63297.50919999994,355700.1544999996,463731.2466,69650.30270000004,402167.29879999976,358673.39340000023,53197.717600000105,416367.0702000005,442983.8998,63297.50919999994,355700.1544999996,1134245.8920999994,89820.71629999988,493724.7511000007,1041554.8588,99603.5886999998,452571.29499999975,923541.4936999999,20899.39240000001,338410.5473999997,414016.2738999997,18326.065400000003,182761.6639000003,355730.60409999976,12135.632900000017,120932.30939999963,602201.6746999993,170815.40629999994,480599.6005999991,723498.2228999996,200060.1057,572914.0337999996,486332.62740000006,61740.772799999904,419826.68969999935,815355.7742999998,138335.64870000005,597834.9042000003,1275920.1638999998,172668.76809999987,706737.2844999998,1383904.1861000014,177387.29410000014,729961.8712999995,971919.8126999991,71091.93420000003,413483.3645999997,506253.3644000003,14506.697499999986,156852.2474000001,215739.93280000016,5510.384700000006,59668.53089999993
17,2019-06-30,50110250,418257.29779999977,55980.64210000007,194043.84500000015,437846.56289999984,61642.51350000004,218344.91760000048,355560.3191,42007.274499999934,476039.3942999997,418257.29779999977,55980.64210000007,194043.84500000015,1094493.7235000005,100825.45899999994,493315.38199999963,1024853.5750999996,90464.42230000012,431051.9120000001,901579.187,25188.603800000008,337317.7113,418918.33880000014,14036.2215,176336.79360000015,359942.54990000045,9784.84460000001,117187.67070000008,596825.0969000004,171401.1838999998,250604.4513,717038.6841000003,200760.9794,297776.2731999995,486630.8005999999,57117.32610000004,454277.1302000007,823974.644699999,127948.0555,635092.7011999999,1205158.3378000015,170148.50060000014,754425.5841999996,1351963.2071999987,186788.46009999988,692049.8395000002,945763.6178999994,77631.87109999983,397358.65769999975,458223.5073000003,29987.81420000004,165978.74529999995,195272.00310000012,11383.776099999981,63157.29160000001
18,2019-07-31,50110250,449252.83809999994,39750.111499999985,323912.8781000001,470293.7937999999,43890.21300000005,365685.50599999947,369878.4185999999,46219.04070000005,589609.9183999997,449252.83809999994,39750.111499999985,323912.8781000001,1117073.1451000015,107388.6421999999,611664.3063999993,1088747.6138,91235.99239999989,425989.00120000023,953818.0057000008,26533.054099999943,298121.29060000076,457505.1003999997,14595.284999999998,138962.28070000015,393097.0256,10192.979600000002,92795.90609999988,633243.9174000003,129004.20799999998,301117.10699999944,760793.0482000004,151062.35239999986,358236.7986999997,504107.264,66725.5578,576874.3329999995,852561.8836000002,140469.97429999989,687279.5959999997,1275895.3478000006,185017.39960000024,869946.2407000003,1441644.4240000006,172081.07760000005,708145.5670000014,1034570.6005000016,70660.7577,384547.4747999997,523279.68769999954,15766.767699999982,135432.78019999998,222995.70310000013,6010.623700000011,51500.13969999991
19,2019-08-31,50110250,501214.9913000002,17570.69729999998,338123.1624999993,524689.6176999997,19307.136000000002,381196.95260000037,400371.77760000026,43774.32269999991,626872.6913999997,501214.9913000002,17570.69729999998,338123.1624999993,1123993.8437000006,95898.13350000016,709558.1501000002,1089105.9967000005,100696.99780000004,475896.8258000002,963191.9911,33421.68369999996,334775.5647,451128.2665999999,24309.188500000026,154265.35390000016,387617.92989999976,17419.922099999992,102621.20129999996,641798.7407,83726.33520000003,379829.6708000004,771070.9988000005,98147.58510000008,450802.61409999954,527675.5571999999,68576.1279000001,629217.348299999,879216.2170000002,126349.45059999994,798524.3642999995,1318483.7745999994,162740.6969999999,957498.2336000012,1411146.5252,189881.9599,743618.0851000011,1016758.5016000002,74709.28359999997,409759.09279999975,519036.1689999997,13050.331000000002,153861.58250000002,221187.32659999977,4982.1923000000015,58507.08480000008
20,2019-09-30,50110250,474163.56149999966,25448.523100000035,195366.19070000024,496371.2230999997,28107.94279999999,219142.67789999992,348435.8629999998,35922.233399999954,428033.5503000002,474163.56149999966,25448.523100000035,195366.19070000024,1089808.5080999995,92938.20700000008,454323.5841999992,1047215.6805999986,86201.86419999997,397767.2519999999,929457.3920999995,33603.664300000026,283550.3430000004,441931.7530999997,18986.291399999984,156280.46250000017,379716.1097999997,13030.462999999992,103587.59299999988,608480.0641999993,118885.38689999994,292369.3549999993,731041.2149000001,139302.87890000016,346333.4929,493633.24570000026,56993.95249999996,410615.01510000014,808823.1825999998,124236.90480000006,565647.9183000004,1219068.7825999998,157550.8442999997,636774.8167999993,1375134.4671000014,162928.36250000008,603296.4928000001,974779.2335999996,66968.95900000013,361267.0191999999,484960.98920000007,17502.81139999999,123451.27629999998,206666.1845999999,6671.1622000000025,46969.64690000003
21,2019-10-31,50110250,474258.13,53361.79320000006,299918.2573000001,496470.21970000025,58643.06910000005,338954.5431999996,341159.9457000002,39376.16649999997,414518.25720000005,474258.13,53361.79320000006,299918.2573000001,1157167.4112000004,100569.27150000006,469976.4025000007,1070479.4499999995,91740.18039999982,500557.92629999993,947226.7489999998,37013.14830000003,354392.86900000006,470920.1112000006,9490.24290000001,181776.44840000008,404623.4552,6556.273300000014,121454.11299999981,608766.9001999998,140716.80470000015,327672.7240000004,731385.8260999995,164961.17099999965,389979.45890000055,513711.1035,48228.86889999999,429965.16499999946,833748.4104999999,124555.69240000012,582793.5652000002,1233179.9414000015,160504.7552999999,710988.3214999995,1385105.4367,191096.00479999973,721154.0375000013,1008711.2708,74321.5161,436525.6355000003,504271.13839999953,8317.139699999987,139056.93540000025,214895.2066999999,3172.748700000004,52889.48580000002
22,2019-11-30,50110250,595656.6904000004,75850.25470000015,244450.7884000001,470973.4183,58210.986100000075,190021.18529999992,320859.0111,35541.88940000003,393491.05960000044,595656.6904000004,75850.25470000015,244450.7884000001,1121700.2702,84517.34449999996,426928.5329000009,1023078.0016,112274.26299999992,446152.2884999998,939115.5914000005,32760.37149999996,310309.4107999998,442989.5730000002,13306.214200000017,146313.29759999985,193372.71510000003,5162.1686999999965,56456.72150000005,616972.3817999988,156273.79830000017,193941.5861,718225.1931000003,180941.4631,227324.1033000001,521222.40510000044,57176.46060000004,383899.64230000007,796120.9264000005,127811.27560000026,505545.6898,1178300.1033000015,175197.44770000022,643819.4011000001,1342072.6415000008,186524.2745,702623.9937000013,980328.3346000012,64510.8733,412777.5715999997,462903.22939999966,14949.10309999999,130905.9135,316369.25330000016,8414.293799999998,71774.40960000007
23,2019-12-31,50110250,652151.7584999993,61500.49280000005,226945.50000000023,515642.89810000046,47098.85550000003,176849.99739999985,332910.6582999999,31108.44110000001,461008.3476999999,652151.7584999993,61500.49280000005,226945.50000000023,1149669.0801,91948.9902,398343.98159999977,1075018.5511000005,96203.76589999993,408555.1722,978926.8550000008,40007.80519999997,255915.53630000012,451208.6670000007,17345.189799999982,156967.87600000002,196960.49339999995,6707.590200000006,60573.45540000003,659775.2002999992,103531.3406,169572.19479999985,768052.4835999997,119840.96339999992,198897.1616,526321.5602999995,54753.3172,470067.69730000047,823581.0648999991,110650.76169999992,495034.3331999993,1224734.6002999998,157566.28810000018,611631.8851000003,1390509.9677999988,166133.39450000002,660029.4476999999,1042920.1449000008,54769.14739999993,356647.7173000001,475781.6366999997,14572.945700000002,133060.67670000016,325170.94629999966,8482.122000000001,73314.90650000004
24,2020-01-31,50110250,636463.4354000004,27210.66989999997,399362.97840000025,503238.46609999967,21032.912400000023,311991.9034000001,331482.3683000002,38458.048900000045,499453.19019999955,636463.4354000004,27210.66989999997,399362.97840000025,1151932.721100001,80847.90210000014,470198.8532,1056401.8718,98250.24379999991,432044.5467,991703.9810000006,31261.795999999937,278961.0588,477402.6485000003,11556.234600000018,120227.13319999992,208394.62629999992,4459.305399999998,46436.40049999992,628206.8005000001,45184.5492,333904.9110999999,731303.3183000003,52558.969299999924,393752.64460000006,531398.9220000004,66783.36819999994,492811.79880000034,815264.7087000002,115231.50320000006,488477.19890000025,1241321.4341000014,133837.56909999994,649504.7414999999,1382551.2351999986,159826.8335000004,655764.4475000009,1039687.8887999984,63895.71059999994,345317.51469999994,498917.8941,9754.477300000004,97718.57160000002,340983.325,5471.708499999991,54101.87479999993
25,2020-02-29,50110250,602907.6061000002,10699.84439999999,188481.2982,476706.56630000006,8391.02850000001,146962.60670000012,327308.5271000004,27226.7952,296852.16239999986,602907.6061000002,10699.84439999999,188481.2982,1113200.3609000007,88332.94960000007,336009.76379999943,1029124.8440999995,80818.10559999992,323920.9529000001,959156.0865000002,33367.478000000025,201226.1249,455979.3090000005,14834.36380000002,100809.00479999992,199042.9633000001,5731.553999999997,38977.43000000003,633225.8135999992,21643.64459999998,158869.0227999999,737146.0145999999,25378.6638,186730.04109999968,516723.4259000003,62132.34129999997,360519.9111000008,731456.1905000003,117006.09919999991,402061.6702999997,1191018.6818999995,149548.85090000016,545923.0360999998,1323595.5875999995,151904.04270000017,606817.800199999,982901.2701000009,68664.78580000009,329660.29779999977,470861.8783000001,10751.837299999985,102608.83610000016,321808.5589,6080.596299999998,56601.92600000009
26,2020-03-31,50110250,642258.4012999996,11387.404799999986,183057.25980000015,507820.42750000046,8839.027299999987,142351.24019999985,349132.26530000014,24328.959499999994,316493.65869999985,642258.4012999996,11387.404799999986,183057.25980000015,1215332.1459000004,92077.04950000011,391127.8488999994,1156230.2341000005,91495.13980000009,363451.78609999904,1050746.7591999993,31105.902099999985,266296.28779999993,546091.4466999997,14101.021300000008,100679.9075,238378.49079999988,5458.095600000009,38924.477700000076,690730.090900001,7606.421700000003,133331.0505000002,804087.4557000003,8787.478099999984,156512.75359999994,544874.7293999995,60692.92649999997,396269.53039999923,788203.9025999997,116646.4996,506037.1382000002,1295196.5650000009,157286.2547999999,584053.2864999999,1437670.6243,171707.81770000013,660062.8538000004,1081765.2650000006,66324.8183,374835.4357999997,525689.0973000005,24380.34550000001,110250.79,359279.9912999997,13307.400299999983,61633.665399999925
27,2020-04-30,50110250,632062.3556000013,9615.692799999986,137886.61680000005,499758.6246999997,7410.0597000000025,106925.10269999996,359238.7014999996,28911.954000000045,279878.9399,632062.3556000013,9615.692799999986,137886.61680000005,1175447.1468999991,82411.84930000007,358323.1833000001,1086810.5252,97695.08109999998,338604.7402999995,1034142.8569999998,34334.98090000002,246617.10490000012,526018.3302000001,14280.001899999996,105669.90380000004,229616.22339999987,5577.225900000001,40903.028100000105,672131.6220999998,13845.040499999988,102182.96359999989,782436.7482000006,16334.960700000007,119564.89969999994,535280.8808999999,57394.53869999993,370005.1875,764563.3468000008,107627.94700000016,499700.8945999997,1253867.8963999979,136619.48499999993,574085.7683999997,1384875.1313000014,158689.1042999999,628695.3823999997,1060843.1987999994,81759.71050000003,343018.26779999945,533139.8263000004,16859.1603,114693.59590000012,364372.1607000003,9451.825300000008,63794.70289999999
28,2020-05-31,50110250,635650.2176000003,12214.163399999983,201251.22040000005,502595.4714999999,9516.862499999976,156266.27650000007,346231.13189999963,33938.654799999946,364841.64260000037,635650.2176000003,12214.163399999983,201251.22040000005,1196881.7835,77967.45179999985,452773.88000000064,1096034.0235000008,98911.61789999988,420898.9071000005,1040220.1687000005,42985.27079999993,300085.1698,513363.36879999953,17329.372000000014,133040.04629999984,224092.1117999999,6754.826799999993,51354.05469999999,674650.7913000011,11106.725799999986,185555.7966,785369.3424000007,13136.886299999995,217075.03440000012,537596.9707999993,54972.167,440009.7059999998,785733.6430999994,105535.57459999992,566412.2304999994,1276580.027199999,151998.03309999994,651216.5573999991,1412108.3826000013,181633.29520000005,635833.8126999994,1097782.037699999,77934.09229999995,355228.81240000017,557313.1827999997,16552.22540000001,135809.3761000002,380893.33779999975,9039.57769999999,75385.83010000005
