base_date,emd_cd,resd_pop_cnt,work_pop_cnt,visit_pop_cnt
2018-08-31,2018-08-31,50110253,22005215.747999985,2364304.154000024,18025718.93100008
2018-09-30,2018-09-30,50110253,20809153.95990008,2076452.5597000034,14879789.763000084
2018-10-31,2018-10-31,50110253,21583749.24690002,2351949.327300005,15347156.588100005
2018-11-30,2018-11-30,50110253,21064351.93329981,2430751.6799999746,14019146.65119999
2018-12-31,2018-12-31,50110253,22329802.99710005,2320232.8683000016,13600262.86390004
2019-01-31,2019-01-31,50110253,22608518.258299973,2089379.8241000036,15005962.444999885
2019-02-28,2019-02-28,50110253,20100450.462500073,1740341.2938999948,13268313.281199945
2019-03-31,2019-03-31,50110253,21920410.06450004,2038502.361299993,15742730.511500105
2019-04-30,2019-04-30,50110253,21683176.337800015,2514232.635799977,15008005.068799956
2019-05-31,2019-05-31,50110253,22285007.83020007,2520684.96809999,15924588.056599915
2019-06-30,2019-06-30,50110253,21742806.08459992,2363489.2714000028,14750730.027300078
2019-07-31,2019-07-31,50110253,22485952.134400006,2314505.5291999974,16476166.595599953
2019-08-31,2019-08-31,50110253,22619226.6627,2280171.036500005,18053668.043899935
2019-09-30,2019-09-30,50110253,21363135.58470001,2047349.5328000088,14010067.953200063
2019-10-31,2019-10-31,50110253,22190440.606099907,2331445.954500015,15728901.68090002
2019-11-30,2019-11-30,50110253,21931272.49670007,2331790.2454999983,14653373.336199991
2019-12-31,2019-12-31,50110253,22930554.293599933,2313927.781999992,14652763.673200045
2020-01-31,2020-01-31,50110253,22667545.740799896,2089965.2050999976,15638877.057400027
2020-02-29,2020-02-29,50110253,22256363.24630007,1952222.425500009,11847882.260000061
2020-03-31,2020-03-31,50110253,24537893.33230005,2109791.029800016,11848168.2674999
2020-04-30,2020-04-30,50110253,23584398.58980001,1964441.6284,11594444.075200057
2020-05-31,2020-05-31,50110253,24047861.63920002,1989247.5332999898,13460140.592800029
2020-06-30,2020-06-30,50110253,22955250.34799987,2022104.849800003,13624154.771900028
2020-07-31,2020-07-31,50110253,24026157.709200066,2413427.7545999982,14490544.705100082
2020-08-31,2020-08-31,50110253,24339021.939100016,2346370.6974000195,17280972.47369995
2020-09-30,2020-09-30,50110253,23583425.92909992,2137923.907499998,13523208.712199911
2020-10-31,2020-10-31,50110253,24441759.99539998,2096765.6427000028,16507221.5681
2020-11-30,2020-11-30,50110253,24829190.625900038,2460172.9396000016,16792304.415100046
2020-12-31,2020-12-31,50110253,27103640.65139996,2501464.501099994,13706286.762999976
2021-01-31,2021-01-31,50110253,27725974.478799995,2178649.5623000073,13070908.775000043
2021-02-28,2021-02-28,50110253,24158326.068200048,1806487.2937999943,14485127.952900115
2021-03-31,2021-03-31,50110253,25739691.304200042,2233597.069899987,16941028.178600024
2021-04-30,2021-04-30,50110253,25404028.515100095,2711855.067499986,16555115.585399978
2021-05-31,2021-05-31,50110253,26554023.441800036,2579309.6168999965,17951208.72670011
2021-06-30,2021-06-30,50110253,25403491.44740001,2461365.302299985,17417364.071399964
2018-01-31,2018-01-31,50110256,7998788.465100032,753851.9807999976,5099720.249700014
2018-02-28,2018-02-28,50110256,7214529.491100046,574373.8503999976,4472580.3111
2018-03-31,2018-03-31,50110256,7778848.103799988,710428.0383000034,5478506.618700002
2018-04-30,2018-04-30,50110256,7714110.691700023,1103369.274399997,5934168.987899997
2018-05-31,2018-05-31,50110256,8146776.952899978,1060618.8764999954,6264960.909799984
2018-06-30,2018-06-30,50110256,7894741.535499997,1083279.1750999945,5916340.941199932
2018-07-31,2018-07-31,50110256,8149318.936700004,1007854.1345000014,6793749.7097999845
2018-08-31,2018-08-31,50110256,8389763.050400017,958729.1690999974,7344841.7604999775
2018-09-30,2018-09-30,50110256,7917495.859899975,901813.631099995,5847279.493099968
2018-10-31,2018-10-31,50110256,8115920.864600023,1060617.0732999966,5562016.341200016
2018-11-30,2018-11-30,50110256,7838582.999999994,1034174.606699995,4500848.301499991
2018-12-31,2018-12-31,50110256,8272354.825599991,949316.6705000009,4475147.308199999
2019-01-31,2019-01-31,50110256,8402779.6678,774231.2076000053,5070788.809800013
2019-02-28,2019-02-28,50110256,7484244.697299977,660987.5518000057,5036826.472899949
2019-03-31,2019-03-31,50110256,8212319.597599994,704821.3048999977,5536574.990100008
2019-04-30,2019-04-30,50110256,8121368.374500006,1183585.7559000058,5549950.578100017
2019-05-31,2019-05-31,50110256,8483584.405699978,1176859.8888999957,5966681.030000031
2019-06-30,2019-06-30,50110256,8261221.997299982,1084687.8798999935,5846481.4692000225
2019-07-31,2019-07-31,50110256,8611623.106000029,978676.896300005,6656599.688000016
2019-08-31,2019-08-31,50110256,8632038.586399976,918338.9589999994,7512655.321799995
2019-09-30,2019-09-30,50110256,8057484.751400021,942047.0959000017,5294533.368799994
2019-10-31,2019-10-31,50110256,8313803.914099996,1004125.7982000053,5683749.557499979
2019-11-30,2019-11-30,50110256,8136001.309700054,972842.3046000088,4847938.000199974
2019-12-31,2019-12-31,50110256,8457200.47040002,961137.3283000014,4964375.213999997
2020-01-31,2020-01-31,50110256,8492556.896200001,708586.0525000016,5579040.863800014
2020-02-29,2020-02-29,50110256,8157704.671800012,646413.3107999992,3734100.697999993
2020-03-31,2020-03-31,50110256,8925981.410700027,716399.2939000016,4138840.6727999747
2020-04-30,2020-04-30,50110256,8649851.366300019,706467.9173000007,4055338.3584000347
2020-05-31,2020-05-31,50110256,8770860.370800033,706857.8892999971,5101971.509500015
2020-06-30,2020-06-30,50110256,8496973.729300017,809235.9675999988,5227917.554800003
2020-07-31,2020-07-31,50110256,8914718.078499997,1238807.498299998,5880812.817000004
2020-08-31,2020-08-31,50110256,9113901.938499985,910786.7976999971,7347811.88609998
2020-09-30,2020-09-30,50110256,8970567.227499986,792125.0114000103,5034967.868199998
2020-10-31,2020-10-31,50110256,9188725.509899985,883764.9319999937,6087846.539200002
2020-11-30,2020-11-30,50110256,9149511.567700002,998560.5521999944,5809445.010700015
2020-12-31,2020-12-31,50110256,9784302.04419999,901771.2210999967,4376718.565000016
2021-01-31,2021-01-31,50110256,9888182.037200045,726273.6649000038,4235038.583999981
2021-02-28,2021-02-28,50110256,8855820.505300006,635887.6741999985,5199339.698399998
2021-03-31,2021-03-31,50110256,9569501.347499948,770839.369299999,5955885.82459998
2021-04-30,2021-04-30,50110256,9384829.504100021,1099098.7106999941,6358020.548900061
2021-05-31,2021-05-31,50110256,9826473.98360003,980389.8931000018,6896474.310100013
2021-06-30,2021-06-30,50110256,9519317.554100012,972564.3790999984,6687961.581699973
2018-01-31,2018-01-31,50110259,12351596.824600065,1275592.7421000006,7999581.746700012
2018-02-28,2018-02-28,50110259,11179771.519899957,976848.2951000012,6400357.2563
2018-03-31,2018-03-31,50110259,11850980.154200086,1158024.6823999984,7926222.489099957
2018-04-30,2018-04-30,50110259,11608646.290200029,1389301.015199994,8961268.88609994
2018-05-31,2018-05-31,50110259,12204662.74429996,1501451.3187999888,9435950.865800016
2018-06-30,2018-06-30,50110259,12196935.81549998,1414244.3796999943,8815802.384400025
2018-07-31,2018-07-31,50110259,12618522.60030001,1419456.0670000003,9515306.695400033
2018-08-31,2018-08-31,50110259,12782735.513600007,1432059.3308000066,10306095.61749997
2018-09-30,2018-09-30,50110259,12235667.986500034,1197260.1992999958,8500248.33880001
2018-10-31,2018-10-31,50110259,12750945.566199986,1370123.3230999927,9031389.58899998
2018-11-30,2018-11-30,50110259,12255887.081200039,1336723.1364000058,7935660.433699942
2018-12-31,2018-12-31,50110259,12757923.057699997,1311933.5014999923,7014783.306100033
2019-01-31,2019-01-31,50110259,12619270.803899962,1202685.6854999985,8205478.902100012
2019-02-28,2019-02-28,50110259,11305847.181700023,1046879.4455000057,7479525.020200041
2019-03-31,2019-03-31,50110259,12374559.927699985,1173575.137599998,8372051.927200004
2019-04-30,2019-04-30,50110259,12211266.374900056,1441555.1861999915,8888048.294899898
2019-05-31,2019-05-31,50110259,12850327.169300038,1469024.668800006,9768036.634099973
2019-06-30,2019-06-30,50110259,12569163.038200011,1400879.6855000034,9042945.823199997
2019-07-31,2019-07-31,50110259,13077131.972300045,1472982.1250000093,10182737.684199944
2019-08-31,2019-08-31,50110259,13134140.372300059,1411726.3038000122,10857507.300600007
2019-09-30,2019-09-30,50110259,12420889.44879997,1244598.3185000003,7928324.199700051
2019-10-31,2019-10-31,50110259,12762087.631700039,1413129.1887999948,9652173.721100036
2019-11-30,2019-11-30,50110259,12718021.841400009,1481917.736300006,8978597.715000028
2019-12-31,2019-12-31,50110259,13240122.952399993,1537231.4128999962,8834188.458900068
2020-01-31,2020-01-31,50110259,13235144.368299954,1332795.8054999993,9247554.311000075
2020-02-29,2020-02-29,50110259,12906464.11569994,1200645.9032999992,6450334.06739998
2020-03-31,2020-03-31,50110259,14267145.90449997,1237186.6087,6185093.705999975
2020-04-30,2020-04-30,50110259,13693508.980999919,1166430.1727999954,6159547.9824999925
2020-05-31,2020-05-31,50110259,13941817.959799998,1211067.107800004,7725192.9654000215
2020-06-30,2020-06-30,50110259,13190699.140200002,1261374.3157999956,7754767.5346000185
2020-07-31,2020-07-31,50110259,13701983.538299955,1564509.6846000003,8724605.35149995
2020-08-31,2020-08-31,50110259,14061388.854899997,1447201.6552999886,10507984.17240001
2020-09-30,2020-09-30,50110259,13626320.586899942,1288854.9594,7142288.023599994
2020-10-31,2020-10-31,50110259,13935845.268000027,1313453.8435999986,9407922.249799969
2020-11-30,2020-11-30,50110259,14060614.350899966,1424283.9812000042,9335240.86709998
2020-12-31,2020-12-31,50110259,15400167.627300026,1473154.636499988,7036967.495000021
2021-01-31,2021-01-31,50110259,15728150.231500024,1223123.4615999963,6544944.751099983
2021-02-28,2021-02-28,50110259,13701706.827199966,1009339.0547999957,7526990.067799988
2021-03-31,2021-03-31,50110259,14383764.065100022,1316915.8571999946,8479893.904200038
2021-04-30,2021-04-30,50110259,13984795.312800044,1586955.2165999934,9080136.930200053
2021-05-31,2021-05-31,50110259,14821833.83530005,1563042.0773,9764891.18329996
2021-06-30,2021-06-30,50110259,14334671.582800021,1518290.6202999984,9257179.114299964
2018-01-31,2018-01-31,50110310,3898320.6844000076,271867.8906999997,2056439.517300001
2018-02-28,2018-02-28,50110310,3563800.328999995,240380.83600000085,1844139.6592000003
2018-03-31,2018-03-31,50110310,3884632.580999989,300523.03609999805,2189907.607299999
2018-04-30,2018-04-30,50110310,3838225.6861000094,377454.5358000008,2350642.3424999975
2018-05-31,2018-05-31,50110310,3944211.116799989,369771.93099999847,2250694.2319000023
2018-06-30,2018-06-30,50110310,3758592.3595000007,364708.7071999998,2285739.4101000032
2018-07-31,2018-07-31,50110310,3873554.619700016,349654.2120999994,2412538.9053999945
2018-08-31,2018-08-31,50110310,3904534.4428999973,340555.5662000002,2644044.0479999892
2018-09-30,2018-09-30,50110310,3784984.4700999893,300428.0288999989,2527118.534699998
2018-10-31,2018-10-31,50110310,3938435.789800001,387510.5155000011,2215346.876599993
2018-11-30,2018-11-30,50110310,3870117.9367999877,375095.4450999992,1966041.9297999942
2018-12-31,2018-12-31,50110310,4046368.6958000064,359582.56549999915,1900535.6731999887
2019-01-31,2019-01-31,50110310,4074320.5906000035,327621.6702999989,2202924.6692000125
2019-02-28,2019-02-28,50110310,3666563.5615999983,281926.82569999975,2059352.4866999986
2019-03-31,2019-03-31,50110310,4036235.8745999928,335990.9274999996,2192890.481699993
2019-04-30,2019-04-30,50110310,3947899.578599993,387054.7184000004,2338483.7155999965
2019-05-31,2019-05-31,50110310,4090762.0704000066,423718.0730999996,2464901.8947999934
2019-06-30,2019-06-30,50110310,4015035.276299992,412209.4609999994,2342898.4005999905
2019-07-31,2019-07-31,50110310,4099449.123499991,421735.29770000064,2531425.1699000127
2019-08-31,2019-08-31,50110310,4131815.5109999957,386286.1231000013,2821276.7182000135
2019-09-30,2019-09-30,50110310,4046755.724900005,333325.35219999903,2326894.3705000044
2019-10-31,2019-10-31,50110310,4197392.117200011,366086.01820000116,2520846.5143999876
2019-11-30,2019-11-30,50110310,3995463.757800023,383038.1784999989,2131204.907200004
2019-12-31,2019-12-31,50110310,4126900.589799989,369732.2013999989,2165991.6710999976
2020-01-31,2020-01-31,50110310,4179992.533500007,327043.15969999897,2415902.3552999953
2020-02-29,2020-02-29,50110310,4259272.258299985,313694.00069999945,1840254.0978999864
2020-03-31,2020-03-31,50110310,4714230.251099978,371956.9684000027,2044413.634499999
2020-04-30,2020-04-30,50110310,4601367.859800034,342599.1538000016,2018458.2802000034
2020-05-31,2020-05-31,50110310,4788884.404100009,357592.4506999981,2441408.2026999854
2020-06-30,2020-06-30,50110310,4602456.759200006,354603.5185000002,2245281.176500001
2020-07-31,2020-07-31,50110310,4790858.890900007,455875.97250000143,2435240.4127999907
2020-08-31,2020-08-31,50110310,4838276.90469997,396794.85850000195,2898810.598999987
2020-09-30,2020-09-30,50110310,4764556.923500009,400110.6905000014,2586050.037599994
2020-10-31,2020-10-31,50110310,4958339.456899984,382760.19839999976,2909295.106499993
2020-11-30,2020-11-30,50110310,4921435.435299998,384620.5511999988,2532894.7456999854
2020-12-31,2020-12-31,50110310,5317545.615600007,398167.00110000366,2271917.2510999977
2021-01-31,2021-01-31,50110310,5462063.110800001,350474.776199999,2270296.2391999946
2021-02-28,2021-02-28,50110310,4873720.075700002,310812.9412000013,2457006.9733999996
2021-03-31,2021-03-31,50110310,5163680.368700004,383727.4363000005,2730028.837800018
2021-04-30,2021-04-30,50110310,4997102.6772,465949.06170000153,2806271.139899982
2021-05-31,2021-05-31,50110310,5207396.830000006,464212.6024000015,3067682.067399981
2021-06-30,2021-06-30,50110310,5147710.9378000125,447880.837200001,2962254.277099989
2018-01-31,2018-01-31,50110320,860241.0871000031,27322.542200000025,724599.3482000023
2018-02-28,2018-02-28,50110320,728453.7593999984,27127.802500000013,586138.8976000005
2018-03-31,2018-03-31,50110320,795329.3502000008,44955.34649999989,803683.1400000034
2018-04-30,2018-04-30,50110320,811686.8496999973,38658.74080000006,913052.4040999976
2018-05-31,2018-05-31,50110320,796873.7817,33803.014200000005,933317.5900999951
2018-06-30,2018-06-30,50110320,744747.0441999991,25997.065599999998,849132.8610999907
2018-07-31,2018-07-31,50110320,773987.1974000037,41627.52809999989,944481.0411000017
2018-08-31,2018-08-31,50110320,804670.4254000067,32847.82250000006,1037119.7506999932
2018-09-30,2018-09-30,50110320,767575.131399997,48866.00320000001,932002.8895999944
2018-10-31,2018-10-31,50110320,836687.7457000009,31148.378299999946,891419.2050999996
2018-11-30,2018-11-30,50110320,841472.9893000023,26286.865600000096,922709.0349999998
2018-12-31,2018-12-31,50110320,908808.2431000012,51858.51819999982,906337.912699997
2019-01-31,2019-01-31,50110320,871087.3712000019,37637.398900000015,1024397.4823000034
2019-02-28,2019-02-28,50110320,757219.5780999998,31679.07159999996,817998.4337999972
2019-03-31,2019-03-31,50110320,868882.7850999996,39364.10070000011,1057738.5468999934
2019-04-30,2019-04-30,50110320,925459.7707,26365.846799999883,921485.0914999992
2019-05-31,2019-05-31,50110320,896640.9963000041,63088.843700000056,978567.6988999969
2019-06-30,2019-06-30,50110320,867064.0521000009,47245.46230000009,908524.0725000013
2019-07-31,2019-07-31,50110320,913606.9188000006,82965.97349999976,894854.4229999935
2019-08-31,2019-08-31,50110320,915610.8699999957,58381.77219999987,1053847.1745000035
2019-09-30,2019-09-30,50110320,855993.5936000005,55717.74459999986,773841.3854000017
2019-10-31,2019-10-31,50110320,912355.6361999984,72046.75220000032,862254.2697999947
2019-11-30,2019-11-30,50110320,907695.6635000017,59253.79280000016,893031.4869999955
2019-12-31,2019-12-31,50110320,991817.4759000007,77555.91269999993,1011310.5583000034
2020-01-31,2020-01-31,50110320,895673.0447999972,61738.23170000035,846726.1082999975
2020-02-29,2020-02-29,50110320,826192.0165999997,81888.3832000001,692294.8264999965
2020-03-31,2020-03-31,50110320,940805.0216999998,62909.00169999978,767144.7286999999
2020-04-30,2020-04-30,50110320,905111.3339000007,58681.50460000027,835774.3683000016
2020-05-31,2020-05-31,50110320,962986.590399999,50490.26219999989,784304.181499998
2020-06-30,2020-06-30,50110320,940361.7599999964,47129.88469999997,808220.5437000013
2020-07-31,2020-07-31,50110320,978517.0586999942,41743.94949999993,693172.2250000006
2020-08-31,2020-08-31,50110320,973977.6781999952,58261.72129999989,920950.3270000009
2020-09-30,2020-09-30,50110320,960434.6627000032,59285.5663999998,718942.7011000008
2020-10-31,2020-10-31,50110320,995060.7250999988,49572.20580000005,837934.6611999999
2020-11-30,2020-11-30,50110320,986632.1109999984,50489.28579999995,923752.7716999947
2020-12-31,2020-12-31,50110320,1055519.1302999994,55653.76700000027,764175.5349999954
2021-01-31,2021-01-31,50110320,1010646.0741999999,54900.328499999996,763244.437700003
2021-02-28,2021-02-28,50110320,861384.5841000014,34903.25930000008,647363.0394000036
2021-03-31,2021-03-31,50110320,933394.6038000024,55437.31539999979,801078.5581000025
2021-04-30,2021-04-30,50110320,995795.5585999998,42854.60379999995,749249.5495999987
2021-05-31,2021-05-31,50110320,1024979.0779000027,49103.79309999997,811204.0801000041
2021-06-30,2021-06-30,50110320,951086.256200002,42307.843200000105,719859.8044000018
2018-01-31,2018-01-31,50110330,792158.4763999995,50052.71399999978,636474.0948999973
2018-02-28,2018-02-28,50110330,709921.729599996,52676.61199999991,575115.997799997
2018-03-31,2018-03-31,50110330,779418.3551000045,71078.40500000007,722089.4849000036
2018-04-30,2018-04-30,50110330,888861.0638999953,52681.50880000016,752643.7593000006
2018-05-31,2018-05-31,50110330,891407.0070000002,61716.74710000002,732288.3557999935
2018-06-30,2018-06-30,50110330,885752.7277000025,63391.380099999835,830145.3009999967
2018-07-31,2018-07-31,50110330,909504.8412999999,56815.66479999982,1025218.8184000026
2018-08-31,2018-08-31,50110330,881311.9180000024,61608.241499999844,1117204.5640999977
2018-09-30,2018-09-30,50110330,823356.1178000005,56830.103899999885,868089.1761999959
2018-10-31,2018-10-31,50110330,866821.5607999967,51301.05970000027,930546.1734999989
2018-11-30,2018-11-30,50110330,823395.2999000034,62960.086399999804,750596.4954000018
2018-12-31,2018-12-31,50110330,861135.2119999996,48498.351599999754,595206.9627999981
2019-01-31,2019-01-31,50110330,818887.9009999988,44730.14499999991,837962.7403000031
2019-02-28,2019-02-28,50110330,724965.1981999951,49901.433900000135,752049.1500000025
2019-03-31,2019-03-31,50110330,806299.953600001,55116.09100000015,831021.4099999998
2019-04-30,2019-04-30,50110330,790664.4828999982,58382.77580000008,796213.3136999978
2019-05-31,2019-05-31,50110330,855337.293399998,60085.745900000125,870487.2499999966
2019-06-30,2019-06-30,50110330,845131.9377999972,42811.43210000001,791871.5882000006
2019-07-31,2019-07-31,50110330,828156.695399995,74926.30939999947,963393.1629
2019-08-31,2019-08-31,50110330,862630.1995000045,59854.64879999997,1268996.9089999953
2019-09-30,2019-09-30,50110330,796086.1646000028,78507.26290000007,736170.7602999982
2019-10-31,2019-10-31,50110330,853401.8230000009,73802.5665,859311.2086000014
2019-11-30,2019-11-30,50110330,795658.4142000021,61652.93100000005,688678.7106999987
2019-12-31,2019-12-31,50110330,809206.0510999964,66017.75950000003,663934.7190999936
2020-01-31,2020-01-31,50110330,766602.7885999968,54901.790800000315,697991.9189999992
2020-02-29,2020-02-29,50110330,726168.9198000001,49725.12229999998,470865.868599999
2020-03-31,2020-03-31,50110330,828174.324699998,44796.9494999998,546188.5679999988
2020-04-30,2020-04-30,50110330,788322.9972000035,45605.71040000005,487951.08730000077
2020-05-31,2020-05-31,50110330,844326.8838,34787.64499999994,699522.1094999937
2020-06-30,2020-06-30,50110330,815642.4561000018,43780.14049999988,662358.8320999974
2020-07-31,2020-07-31,50110330,842474.1775999978,44677.845500000105,873350.74380001
2020-08-31,2020-08-31,50110330,862451.8152999978,58958.91520000002,1135377.3043000058
2020-09-30,2020-09-30,50110330,819913.4111000019,66457.96500000005,755376.494399996
2020-10-31,2020-10-31,50110330,910660.7657000013,62383.25430000028,967862.3049999942
2020-11-30,2020-11-30,50110330,967710.1652999969,50878.984699999986,872625.0455999939
2020-12-31,2020-12-31,50110330,1017177.5134000024,63845.692200000165,714509.2382999987
2021-01-31,2021-01-31,50110330,965406.3897999986,30565.959900000133,542060.1246999961
2021-02-28,2021-02-28,50110330,869161.6427999971,39567.31120000026,609291.8190000004
2021-03-31,2021-03-31,50110330,944260.3172999965,67647.03520000006,823219.1562000018
2021-04-30,2021-04-30,50110330,973777.2461000007,43731.2814000001,861196.8124999967
2021-05-31,2021-05-31,50110330,1005251.9908999988,59448.8195999999,1017784.1292000004
2021-06-30,2021-06-30,50110330,979558.1792000026,76881.05199999987,1085467.322499996
2018-01-31,2018-01-31,50110510,1003281.6054999983,224908.72019999826,2129116.6213999866
2018-02-28,2018-02-28,50110510,865667.6457000013,210582.37390000068,1926492.2144000106
2018-03-31,2018-03-31,50110510,867633.0940000011,236096.95590000064,2084585.4233999872
2018-04-30,2018-04-30,50110510,833888.285799998,229721.31939999957,2094474.9848000007
2018-05-31,2018-05-31,50110510,905126.7275999973,233048.80120000013,2216650.371599966
2018-06-30,2018-06-30,50110510,961653.890499998,237169.5932000006,2077101.7848999978
2018-07-31,2018-07-31,50110510,990845.6622000064,253766.25439999992,2040906.3774000057
2018-08-31,2018-08-31,50110510,957099.9883000037,248065.15369999956,1994887.949599998
2018-09-30,2018-09-30,50110510,932078.9384999975,199303.45210000034,1948662.1831999926
2018-10-31,2018-10-31,50110510,932906.4742999937,226204.6928000002,1944686.4238999947
2018-11-30,2018-11-30,50110510,874964.0584999992,200752.72370000082,1866627.1692000015
2018-12-31,2018-12-31,50110510,914214.5389000047,199889.73150000034,2001267.9385000088
2019-01-31,2019-01-31,50110510,902319.0639000008,223733.21689999977,1996386.0452999978
2019-02-28,2019-02-28,50110510,820374.0057000048,188618.176499999,1914713.566999994
2019-03-31,2019-03-31,50110510,875927.593099994,202833.45520000035,1881096.9877000058
2019-04-30,2019-04-30,50110510,845641.3514000003,184388.77210000105,1823417.5297000122
2019-05-31,2019-05-31,50110510,842546.6623999996,187788.24940000093,1928540.3828999966
2019-06-30,2019-06-30,50110510,827556.775700003,191302.27790000022,1820175.730699986
2019-07-31,2019-07-31,50110510,889189.892299999,187279.28429999924,1988613.3374000045
2019-08-31,2019-08-31,50110510,887077.7606000043,195688.53489999994,2020565.444100009
2019-09-30,2019-09-30,50110510,845372.5979000013,191898.15020000003,1849045.697799995
2019-10-31,2019-10-31,50110510,864225.8617999983,189351.06900000124,2032860.3518000026
2019-11-30,2019-11-30,50110510,867154.4033999973,194090.2749999996,2215577.1140000187
2019-12-31,2019-12-31,50110510,978597.779600003,199681.0147999991,2284733.9044999904
2020-01-31,2020-01-31,50110510,993872.5953000007,197667.73540000018,2216607.696900011
2020-02-29,2020-02-29,50110510,625548.8677000008,125974.20189999984,1031144.136899999
2020-03-31,2020-03-31,50110510,998102.2829999974,162883.4349000013,1619195.2297999994
2020-04-30,2020-04-30,50110510,969591.0881000013,186723.9115999996,1532492.7826000003
2020-05-31,2020-05-31,50110510,991188.0260999979,182567.88029999915,1742738.7681000093
2020-06-30,2020-06-30,50110510,924868.9494000032,167928.00719999985,1652326.920699995
2020-07-31,2020-07-31,50110510,966114.1365999995,176205.56629999945,1757547.029599998
2020-08-31,2020-08-31,50110510,971650.0397000056,181510.183099999,1738338.007600014
2020-09-30,2020-09-30,50110510,915809.7646999998,171658.9471,1596687.1179
2020-10-31,2020-10-31,50110510,933234.3772999961,182702.56990000038,1764249.9740999944
