base_date,emd_cd,resd_pop_cnt,work_pop_cnt,visit_pop_cnt
2019-12-31,2019-12-31,50110256,286988.24149999954,19416.854500000005,170278.0357000003
2020-01-31,2020-01-31,50110256,297422.37009999464,19528.665399999994,142721.2636000058
2020-02-29,2020-02-29,50110256,282199.96349999675,20267.3268999996,127311.71560000537
2020-03-31,2020-03-31,50110256,318279.33179999207,21956.4519999996,147672.36429999935
2020-04-30,2020-04-30,50110256,343464.55679998995,9643.14740000012,143905.00890000397
2020-05-31,2020-05-31,50110256,324451.66259999987,20698.194499999863,149951.95940000008
2020-06-30,2020-06-30,50110256,312132.7069999989,30299.67930000001,137821.61139999918
2020-07-31,2020-07-31,50110256,323874.54480000015,16182.82909999998,240107.25009999823
2020-08-31,2020-08-31,50110256,350792.5887000009,14324.598499999986,222869.07390000127
2020-09-30,2020-09-30,50110256,366866.56169998983,19382.05809999989,122315.73250000192
2020-10-31,2020-10-31,50110256,366392.840999994,6824.873799999886,113666.21000000137
2020-11-30,2020-11-30,50110256,345626.69169999915,12379.406100000047,110793.90840000019
2020-12-31,2020-12-31,50110256,353239.13390001457,8419.704900000093,133735.17330000474
2021-01-31,2021-01-31,50110256,353826.75580001157,15180.347500000458,115228.96620000177
2021-02-28,2021-02-28,50110256,320668.1334000051,19122.559000000198,115483.5867999999
2021-03-31,2021-03-31,50110256,312773.02650000085,16947.662399999972,143924.62629999965
2021-04-30,2021-04-30,50110256,274030.9734999983,23576.772999999965,109969.29470000033
2021-05-31,2021-05-31,50110256,293018.0346999871,15891.194600000143,145115.06580000315
2021-06-30,2021-06-30,50110256,282002.9953999998,13832.80059999994,152016.5943000018
2018-01-31,2018-01-31,50110259,281525.4452000001,21438.232600000003,161373.71259999985
2018-02-28,2018-02-28,50110259,252053.34149999972,31547.52589999995,126591.68840000017
2018-03-31,2018-03-31,50110259,257211.7469000004,30094.846100000053,162308.77430000028
2018-04-30,2018-04-30,50110259,279646.0799000005,22066.28080000007,160787.1801999997
2018-05-31,2018-05-31,50110259,298802.05290000135,35107.87419999998,149062.9596000002
2018-06-30,2018-06-30,50110259,315379.130499999,33282.88250000017,157406.94910000064
2018-07-31,2018-07-31,50110259,357269.2711999988,39693.81010000015,209885.89060000126
2018-08-31,2018-08-31,50110259,391967.86189999804,41559.62319999992,217155.37040000016
2018-09-30,2018-09-30,50110259,360373.70540000126,31396.77780000002,210583.66649999953
2018-10-31,2018-10-31,50110259,392137.98020000366,34706.83690000002,169262.2633
2018-11-30,2018-11-30,50110259,348614.6041000017,28527.667000000023,165904.3494999993
2018-12-31,2018-12-31,50110259,393255.98980000085,18140.84760000004,139415.81309999854
2019-01-31,2019-01-31,50110259,363775.68109999824,17971.34269999998,231273.5117000008
2019-02-28,2019-02-28,50110259,324277.5318999999,34444.46599999999,151315.2855000005
2019-03-31,2019-03-31,50110259,305528.9727000006,37446.59620000012,260926.43560000343
2019-04-30,2019-04-30,50110259,335772.79350000055,26947.561499999923,243946.6358000004
2019-05-31,2019-05-31,50110259,381474.55310000246,23122.438599999983,230979.2608000005
2019-06-30,2019-06-30,50110259,335019.7190999998,28566.355500000016,239925.86400000044
2019-07-31,2019-07-31,50110259,369126.0950999989,29198.597399999988,273025.81190000067
2019-08-31,2019-08-31,50110259,366928.9842999976,25935.26370000014,327592.3882999995
2019-09-30,2019-09-30,50110259,358780.7379999977,27061.312199999957,230058.0061000004
2019-10-31,2019-10-31,50110259,376517.77569999767,21553.294199999906,219946.61999999938
2019-11-30,2019-11-30,50110259,326135.1376000015,24318.9742,217313.78210000103
2019-12-31,2019-12-31,50110259,333646.3437999998,32511.78450000009,299321.86050000036
2020-01-31,2020-01-31,50110259,336384.11049999524,31252.52670000029,226037.76740000962
2020-02-29,2020-02-29,50110259,339923.02480000193,19154.197100000452,212212.56050000686
2020-03-31,2020-03-31,50110259,402106.83879999793,15706.582200000084,219191.40329999855
2020-04-30,2020-04-30,50110259,389437.7500999958,24469.971800000287,207531.58540000423
2020-05-31,2020-05-31,50110259,348491.95819999854,14611.733299999967,177606.50920000055
2020-06-30,2020-06-30,50110259,314913.9044000005,16337.104999999985,209488.6230000006
2020-07-31,2020-07-31,50110259,332394.9817999989,15309.87499999999,294453.6760999986
2020-08-31,2020-08-31,50110259,343371.4629000002,20806.16869999995,303213.5853000049
2020-09-30,2020-09-30,50110259,343274.4084999898,16156.572700000164,165610.0683999959
2020-10-31,2020-10-31,50110259,343309.55570000026,22152.646299999717,205138.1603999932
2020-11-30,2020-11-30,50110259,377547.99689999904,23697.199399999947,195463.38970000003
2020-12-31,2020-12-31,50110259,406514.2832000203,18391.66180000022,206396.55579999156
2021-01-31,2021-01-31,50110259,414282.50400001113,18892.765800000216,145970.33110000685
2021-02-28,2021-02-28,50110259,328830.6949000008,12870.235600000336,149790.72180000457
2021-03-31,2021-03-31,50110259,323576.72059999814,23247.64289999995,201516.58639999904
2021-04-30,2021-04-30,50110259,313412.19859999756,18029.961300000006,165140.07090000113
2021-05-31,2021-05-31,50110259,364508.0722999884,20640.85010000024,190940.78009999686
2021-06-30,2021-06-30,50110259,336902.499499999,18932.353300000028,188740.4319999983
2018-01-31,2018-01-31,50110310,132899.20199999976,4413.807299999993,87537.61469999979
2018-02-28,2018-02-28,50110310,138169.31080000062,2899.185100000001,84792.60259999994
2018-03-31,2018-03-31,50110310,135260.81839999947,4847.652399999993,126796.66890000024
2018-04-30,2018-04-30,50110310,116061.82609999979,4800.969600000005,142830.64550000004
2018-05-31,2018-05-31,50110310,118741.73930000047,2250.7752,78694.09069999996
2018-06-30,2018-06-30,50110310,128286.59209999998,2486.9665000000005,119500.56379999989
2018-07-31,2018-07-31,50110310,131333.2379000001,6339.412400000002,110484.91330000068
2018-08-31,2018-08-31,50110310,130623.06820000004,7608.233799999978,162387.43669999996
2018-09-30,2018-09-30,50110310,153016.79220000005,12613.557299999988,187011.2886999995
2018-10-31,2018-10-31,50110310,175699.6951000012,6761.933399999995,96168.19169999956
2018-11-30,2018-11-30,50110310,169634.395699999,6423.866000000005,89465.04610000062
2018-12-31,2018-12-31,50110310,173689.58849999955,10275.422600000009,79901.12129999993
2019-01-31,2019-01-31,50110310,181101.38700000106,1778.8646000000003,131852.73139999987
2019-02-28,2019-02-28,50110310,164485.3745999998,6406.066499999993,108527.95360000027
2019-03-31,2019-03-31,50110310,156228.59160000028,4821.554900000004,120588.32289999991
2019-04-30,2019-04-30,50110310,126975.29339999982,8486.55150000002,157341.61940000046
2019-05-31,2019-05-31,50110310,144372.70150000032,8660.130000000025,153542.40039999993
2019-06-30,2019-06-30,50110310,132564.18139999977,14638.520100000012,154792.80810000037
2019-07-31,2019-07-31,50110310,134559.14309999975,14340.21430000005,142112.45160000017
2019-08-31,2019-08-31,50110310,137561.40249999994,14745.437200000018,187782.06519999966
2019-09-30,2019-09-30,50110310,143036.26390000037,11030.021699999998,152631.0316
2019-10-31,2019-10-31,50110310,145034.24379999994,15344.606700000022,175039.92269999918
2019-11-30,2019-11-30,50110310,134301.4593000008,9334.695,119996.28710000058
2019-12-31,2019-12-31,50110310,155466.22170000023,11959.943500000008,108510.31360000005
2020-01-31,2020-01-31,50110310,172930.9346000011,11381.31619999996,123654.76889999924
2020-02-29,2020-02-29,50110310,172521.3858000019,12366.473799999745,139682.27710000216
2020-03-31,2020-03-31,50110310,190094.27259999883,9263.14819999994,143943.7626000033
2020-04-30,2020-04-30,50110310,182971.4118000034,7004.748400000034,176729.3631000021
2020-05-31,2020-05-31,50110310,201800.2273000005,7545.9266999999945,193024.69059999974
2020-06-30,2020-06-30,50110310,213128.7311999987,5828.933100000004,134539.63119999954
2020-07-31,2020-07-31,50110310,185881.4867999999,13693.384899999994,160877.73159999988
2020-08-31,2020-08-31,50110310,189707.63629999853,11031.530399999996,172961.82209999967
2020-09-30,2020-09-30,50110310,194803.08249999126,17631.041900000004,204608.24639999462
2020-10-31,2020-10-31,50110310,216181.4155999952,4829.395399999993,149177.88449999935
2020-11-30,2020-11-30,50110310,201604.03060000011,10135.566500000012,94852.66049999988
2020-12-31,2020-12-31,50110310,219371.58990000223,4298.228600000016,113083.80630000209
2021-01-31,2021-01-31,50110310,249047.60380000356,12251.95990000011,129673.61470000236
2021-02-28,2021-02-28,50110310,268435.93160000345,7691.67329999997,105087.43900000083
2021-03-31,2021-03-31,50110310,272338.09640000045,11921.733599999987,146351.59299999985
2021-04-30,2021-04-30,50110310,230694.00820000275,9677.330100000003,117749.2668999997
2021-05-31,2021-05-31,50110310,206062.43299999702,11616.928499999862,141493.04580000008
2021-06-30,2021-06-30,50110310,197449.07069999786,8189.0644,209496.46150000155
2018-01-31,2018-01-31,50110320,26198.727100000036,10054.9598,135552.0824000002
2018-02-28,2018-02-28,50110320,20489.812500000015,3818.5101999999997,63269.1130000003
2018-03-31,2018-03-31,50110320,14876.882400000008,7514.881599999994,124132.8403
2018-04-30,2018-04-30,50110320,26906.351800000004,16140.141399999991,152532.56110000072
2018-05-31,2018-05-31,50110320,15390.54049999999,6156.172699999998,64620.35920000001
2018-06-30,2018-06-30,50110320,10958.4781,5907.3377,88367.39359999997
2018-07-31,2018-07-31,50110320,8042.988699999999,6044.238199999999,92507.87420000047
2018-08-31,2018-08-31,50110320,17697.882300000045,2063.6025999999993,115656.74579999987
2018-09-30,2018-09-30,50110320,25441.967300000073,4536.3337999999985,120931.05230000005
2018-10-31,2018-10-31,50110320,25387.138199999998,5740.833899999999,125076.64729999976
2018-11-30,2018-11-30,50110320,29838.354500000052,3867.812400000001,170134.4642999996
2018-12-31,2018-12-31,50110320,41856.02889999998,9133.097900000008,206237.9835000006
2019-01-31,2019-01-31,50110320,38088.603500000056,15516.83519999999,280586.7254000005
2019-02-28,2019-02-28,50110320,27969.896600000007,9063.166400000004,133428.76980000024
2019-03-31,2019-03-31,50110320,28843.42980000004,17376.24509999996,324349.8613999982
2019-04-30,2019-04-30,50110320,27990.15679999991,6228.521200000008,153442.93560000023
2019-05-31,2019-05-31,50110320,14880.252800000026,4883.165200000001,105833.7321000001
2019-06-30,2019-06-30,50110320,9316.394899999985,5010.693500000004,174231.88070000082
2019-07-31,2019-07-31,50110320,21815.935299999983,7356.547599999999,142384.12529999978
2019-08-31,2019-08-31,50110320,17010.505800000014,5525.225100000003,105514.68410000007
2019-09-30,2019-09-30,50110320,23150.586100000026,976.9382999999992,116326.54180000021
2019-10-31,2019-10-31,50110320,30769.707499999986,3311.3669999999997,107902.38920000006
2019-11-30,2019-11-30,50110320,29406.836599999973,6452.550800000011,157593.5786999998
2019-12-31,2019-12-31,50110320,32980.822200000046,9000.868699999979,310322.28030000115
2020-01-31,2020-01-31,50110320,30986.729800000227,10699.909299999832,175838.93300000808
2020-02-29,2020-02-29,50110320,28170.329900000575,8453.656399999954,194752.09670000558
2020-03-31,2020-03-31,50110320,26754.092900000578,11645.881899999973,203351.6780000057
2020-04-30,2020-04-30,50110320,24559.479100000433,7352.144099999981,257762.60680000615
2020-05-31,2020-05-31,50110320,18825.335899999973,5060.7853000000005,114496.07899999958
2020-06-30,2020-06-30,50110320,21883.42609999999,5085.826800000007,136695.8449000003
2020-07-31,2020-07-31,50110320,21469.066900000045,5818.641999999988,111676.43089999953
2020-08-31,2020-08-31,50110320,17209.655100000018,3587.747000000006,85311.00909999988
2020-09-30,2020-09-30,50110320,20068.568900000108,2119.598499999988,91079.75480000155
2020-10-31,2020-10-31,50110320,18476.479500000256,2879.871500000001,108278.13270000089
2020-11-30,2020-11-30,50110320,19702.05640000001,3871.3217000000045,150885.1161000001
2020-12-31,2020-12-31,50110320,23624.546800000135,3164.161100000021,159338.75419999444
2021-01-31,2021-01-31,50110320,15629.256800000423,5084.169899999963,210413.3585000018
2021-02-28,2021-02-28,50110320,11272.260200000135,2947.9965999999927,97900.8622000016
2021-03-31,2021-03-31,50110320,12146.730799999976,2717.670800000001,169415.34399999984
2021-04-30,2021-04-30,50110320,8387.332300000007,5008.5702999999985,130617.5356999999
2021-05-31,2021-05-31,50110320,5767.810499999898,6818.300699999934,126694.48140000054
2021-06-30,2021-06-30,50110320,10999.15640000013,3120.256599999975,83315.56989999872
2018-01-31,2018-01-31,50110330,11912.310800000021,2278.205299999999,99262.65679999994
2018-02-28,2018-02-28,50110330,10743.976900000005,2547.6675000000023,75611.20849999992
2018-03-31,2018-03-31,50110330,7090.841800000004,4327.026000000006,84980.14049999985
2018-04-30,2018-04-30,50110330,5222.787199999997,1716.7779000000019,47616.55859999996
2018-05-31,2018-05-31,50110330,199.81499999999997,874.6408999999996,24350.184799999988
2018-06-30,2018-06-30,50110330,3651.689299999997,0.0,49076.68720000016
2018-07-31,2018-07-31,50110330,12976.144900000014,6347.1200999999965,118445.17830000026
2018-08-31,2018-08-31,50110330,23671.39119999998,1045.3601000000006,107216.38599999998
2018-09-30,2018-09-30,50110330,17454.038500000002,694.6827000000004,108055.19719999986
2018-10-31,2018-10-31,50110330,15096.685199999993,2494.5771000000004,98247.46669999973
2018-11-30,2018-11-30,50110330,6751.936700000001,2170.6302999999994,86336.94330000028
2018-12-31,2018-12-31,50110330,6280.630399999997,4004.6536000000046,108671.67869999973
2019-01-31,2019-01-31,50110330,17252.7578,7600.661600000007,131138.4605000003
2019-02-28,2019-02-28,50110330,9217.49189999999,2750.7281,108073.98640000021
2019-03-31,2019-03-31,50110330,11483.179999999984,5905.1572,160181.72409999976
2019-04-30,2019-04-30,50110330,3968.4611999999993,2039.4664000000005,85443.29340000011
2019-05-31,2019-05-31,50110330,11647.091100000003,3425.1887000000024,67632.18149999985
2019-06-30,2019-06-30,50110330,10281.506199999998,2188.999899999997,51791.12950000004
2019-07-31,2019-07-31,50110330,9236.80649999999,209.5084,75914.94879999994
2019-08-31,2019-08-31,50110330,4868.170300000001,0.0,173528.8272000005
2019-09-30,2019-09-30,50110330,5625.613400000001,2452.3644999999997,76970.6867000001
2019-10-31,2019-10-31,50110330,10490.382800000018,260.375,54286.435600000026
2019-11-30,2019-11-30,50110330,8023.261399999991,818.2340000000002,64435.475999999995
2019-12-31,2019-12-31,50110330,7233.723899999997,831.6213000000002,115347.15300000006
2020-01-31,2020-01-31,50110330,11545.517000000264,3187.6305000000048,101336.59570000219
2020-02-29,2020-02-29,50110330,7280.457799999903,4627.072599999973,74746.84380000102
2020-03-31,2020-03-31,50110330,6570.220999999926,6364.613099999914,122378.54900000394
2020-04-30,2020-04-30,50110330,11114.323200000024,1323.8181000000016,74930.69730000092
2020-05-31,2020-05-31,50110330,10826.265299999997,539.6174999999998,49247.25950000005
2020-06-30,2020-06-30,50110330,17092.99309999996,0.0,59335.00410000008
2020-07-31,2020-07-31,50110330,17428.322500000082,9.543500000000002,104591.40269999977
2020-08-31,2020-08-31,50110330,17897.313200000044,110.81130000000002,112050.13910000029
2020-09-30,2020-09-30,50110330,10039.612300000128,491.45419999999865,74269.70390000113
2020-10-31,2020-10-31,50110330,10321.763000000177,3417.896400000022,65409.62300000058
2020-11-30,2020-11-30,50110330,23037.719099999948,957.2261000000002,64995.84449999981
2020-12-31,2020-12-31,50110330,14763.739899999833,1935.2493999999813,143318.18959999856
2021-01-31,2021-01-31,50110330,16080.45690000013,1957.9620999999975,89170.82119999887
2021-02-28,2021-02-28,50110330,9342.747300000157,699.6588000000021,70171.81779999867
2021-03-31,2021-03-31,50110330,14709.335800000019,2735.2838000000015,107500.4844999999
2021-04-30,2021-04-30,50110330,13677.91159999997,596.9482,56288.657099999975
2021-05-31,2021-05-31,50110330,13413.819299999854,2284.58140000001,56206.44729999952
2021-06-30,2021-06-30,50110330,13950.350499999724,581.9924000000013,65435.84729999864
2018-01-31,2018-01-31,50110510,47544.66579999997,10681.219,59952.90430000018
2018-02-28,2018-02-28,50110510,35822.94540000008,10250.785900000003,47623.7278000001
2018-03-31,2018-03-31,50110510,25151.105999999938,9084.2683,52189.7163000002
2018-04-30,2018-04-30,50110510,16624.24170000002,5853.510600000003,61734.613
2018-05-31,2018-05-31,50110510,18572.36069999999,12064.794500000015,56612.22039999976
2018-06-30,2018-06-30,50110510,25895.565599999976,7685.864900000014,57661.70010000013
2018-07-31,2018-07-31,50110510,37878.49360000009,6943.734199999997,60859.123700000135
2018-08-31,2018-08-31,50110510,29136.610800000017,6516.394699999995,51909.2116999999
2018-09-30,2018-09-30,50110510,23964.931600000047,5211.314099999996,58108.53569999991
2018-10-31,2018-10-31,50110510,22233.925399999967,10738.774599999999,52714.292200000076
2018-11-30,2018-11-30,50110510,23602.498600000006,7161.948900000006,44921.379599999935
2018-12-31,2018-12-31,50110510,24225.768299999956,4651.6458999999995,58387.81720000017
2019-01-31,2019-01-31,50110510,16997.580799999963,3258.4127000000003,49265.95720000006
2019-02-28,2019-02-28,50110510,10344.02740000001,5618.851400000005,62828.483600000036
2019-03-31,2019-03-31,50110510,7060.704100000002,5626.887100000003,56973.55590000017
2019-04-30,2019-04-30,50110510,6786.688300000005,3680.3876999999984,65199.18769999994
2019-05-31,2019-05-31,50110510,14136.5534,4561.729100000005,60702.770599999996
2019-06-30,2019-06-30,50110510,13072.750000000002,3549.583000000003,76813.47870000011
2019-07-31,2019-07-31,50110510,8119.114099999999,9003.916400000022,82805.82000000015
2019-08-31,2019-08-31,50110510,10106.73819999999,4896.364799999997,68245.60200000003
2019-09-30,2019-09-30,50110510,11062.460800000015,4390.2432000000035,68259.60589999998
2019-10-31,2019-10-31,50110510,10170.513399999996,3187.5685000000008,75934.36760000026
2019-11-30,2019-11-30,50110510,17371.75499999997,4344.5416000000005,74427.55379999973
2019-12-31,2019-12-31,50110510,24954.478899999995,3230.8139000000024,78481.5691000002
2020-01-31,2020-01-31,50110510,28292.66549999994,7016.3722999999845,86186.70869999973
2020-02-29,2020-02-29,50110510,18350.77319999981,2397.2661000000066,28616.960900000257
2020-03-31,2020-03-31,50110510,24657.04489999926,3810.0627999999865,57073.52300000018
2020-04-30,2020-04-30,50110510,21638.52149999949,3463.221099999991,55097.226900000525
2020-05-31,2020-05-31,50110510,10663.558500000008,2300.6508,50370.88899999991
2020-06-30,2020-06-30,50110510,9347.670099999992,3921.5200999999997,63519.03510000005
2020-07-31,2020-07-31,50110510,25812.231600000003,1847.7418000000005,65809.47920000009
2020-08-31,2020-08-31,50110510,25468.43209999994,3282.7348000000034,49513.93769999999
2020-09-30,2020-09-30,50110510,26945.801300000294,4872.584399999982,45489.487599998916
2020-10-31,2020-10-31,50110510,26417.661100000274,5852.0695999999425,59890.789899998264
2020-11-30,2020-11-30,50110510,22563.752800000024,3590.2273000000005,54364.96289999982
2020-12-31,2020-12-31,50110510,22058.14570000017,2980.8979999999933,55141.88630000022
2021-01-31,2021-01-31,50110510,24657.27870000063,5299.7096999999985,51716.054100001
2021-02-28,2021-02-28,50110510,32321.009300000303,4148.990999999995,60964.03720000035
