base_date,emd_cd,distancing
349,2018-09-30,50110320,0.0
350,2018-09-30,50110330,0.0
351,2018-09-30,50110510,0.0
352,2018-09-30,50110520,0.0
353,2018-09-30,50110530,0.0
354,2018-09-30,50110540,0.0
355,2018-09-30,50110550,0.0
356,2018-09-30,50110560,0.0
357,2018-09-30,50110570,0.0
358,2018-09-30,50110580,0.0
359,2018-09-30,50110590,0.0
360,2018-09-30,50110600,0.0
361,2018-09-30,50110610,0.0
362,2018-09-30,50110620,0.0
363,2018-09-30,50110630,0.0
364,2018-09-30,50110640,0.0
365,2018-09-30,50110650,0.0
366,2018-09-30,50110660,0.0
367,2018-09-30,50110670,0.0
368,2018-09-30,50110680,0.0
369,2018-09-30,50110690,0.0
370,2018-09-30,50130250,0.0
371,2018-09-30,50130253,0.0
372,2018-09-30,50130259,0.0
373,2018-09-30,50130310,0.0
374,2018-09-30,50130320,0.0
375,2018-09-30,50130510,0.0
376,2018-09-30,50130520,0.0
377,2018-09-30,50130530,0.0
378,2018-09-30,50130540,0.0
379,2018-09-30,50130550,0.0
380,2018-09-30,50130560,0.0
381,2018-09-30,50130570,0.0
382,2018-09-30,50130580,0.0
383,2018-09-30,50130590,0.0
384,2018-09-30,50130600,0.0
385,2018-09-30,50130610,0.0
386,2018-09-30,50130620,0.0
387,2018-10-31,50110250,0.0
388,2018-10-31,50110253,0.0
389,2018-10-31,50110256,0.0
390,2018-10-31,50110259,0.0
391,2018-10-31,50110310,0.0
392,2018-10-31,50110320,0.0
393,2018-10-31,50110330,0.0
394,2018-10-31,50110510,0.0
395,2018-10-31,50110520,0.0
396,2018-10-31,50110530,0.0
397,2018-10-31,50110540,0.0
398,2018-10-31,50110550,0.0
399,2018-10-31,50110560,0.0
400,2018-10-31,50110570,0.0
401,2018-10-31,50110580,0.0
402,2018-10-31,50110590,0.0
403,2018-10-31,50110600,0.0
404,2018-10-31,50110610,0.0
405,2018-10-31,50110620,0.0
406,2018-10-31,50110630,0.0
407,2018-10-31,50110640,0.0
408,2018-10-31,50110650,0.0
409,2018-10-31,50110660,0.0
410,2018-10-31,50110670,0.0
411,2018-10-31,50110680,0.0
412,2018-10-31,50110690,0.0
413,2018-10-31,50130250,0.0
414,2018-10-31,50130253,0.0
415,2018-10-31,50130259,0.0
416,2018-10-31,50130310,0.0
417,2018-10-31,50130320,0.0
418,2018-10-31,50130510,0.0
419,2018-10-31,50130520,0.0
420,2018-10-31,50130530,0.0
421,2018-10-31,50130540,0.0
422,2018-10-31,50130550,0.0
423,2018-10-31,50130560,0.0
424,2018-10-31,50130570,0.0
425,2018-10-31,50130580,0.0
426,2018-10-31,50130590,0.0
427,2018-10-31,50130600,0.0
428,2018-10-31,50130610,0.0
429,2018-10-31,50130620,0.0
430,2018-11-30,50110250,0.0
431,2018-11-30,50110253,0.0
432,2018-11-30,50110256,0.0
433,2018-11-30,50110259,0.0
434,2018-11-30,50110310,0.0
435,2018-11-30,50110320,0.0
436,2018-11-30,50110330,0.0
437,2018-11-30,50110510,0.0
438,2018-11-30,50110520,0.0
439,2018-11-30,50110530,0.0
440,2018-11-30,50110540,0.0
441,2018-11-30,50110550,0.0
442,2018-11-30,50110560,0.0
443,2018-11-30,50110570,0.0
444,2018-11-30,50110580,0.0
445,2018-11-30,50110590,0.0
446,2018-11-30,50110600,0.0
447,2018-11-30,50110610,0.0
448,2018-11-30,50110620,0.0
449,2018-11-30,50110630,0.0
450,2018-11-30,50110640,0.0
451,2018-11-30,50110650,0.0
452,2018-11-30,50110660,0.0
453,2018-11-30,50110670,0.0
454,2018-11-30,50110680,0.0
455,2018-11-30,50110690,0.0
456,2018-11-30,50130250,0.0
457,2018-11-30,50130253,0.0
458,2018-11-30,50130259,0.0
459,2018-11-30,50130310,0.0
460,2018-11-30,50130320,0.0
461,2018-11-30,50130510,0.0
462,2018-11-30,50130520,0.0
463,2018-11-30,50130530,0.0
464,2018-11-30,50130540,0.0
465,2018-11-30,50130550,0.0
466,2018-11-30,50130560,0.0
467,2018-11-30,50130570,0.0
468,2018-11-30,50130580,0.0
469,2018-11-30,50130590,0.0
470,2018-11-30,50130600,0.0
471,2018-11-30,50130610,0.0
472,2018-11-30,50130620,0.0
473,2018-12-31,50110250,0.0
474,2018-12-31,50110253,0.0
475,2018-12-31,50110256,0.0
476,2018-12-31,50110259,0.0
477,2018-12-31,50110310,0.0
478,2018-12-31,50110320,0.0
479,2018-12-31,50110330,0.0
480,2018-12-31,50110510,0.0
481,2018-12-31,50110520,0.0
482,2018-12-31,50110530,0.0
483,2018-12-31,50110540,0.0
484,2018-12-31,50110550,0.0
485,2018-12-31,50110560,0.0
486,2018-12-31,50110570,0.0
487,2018-12-31,50110580,0.0
488,2018-12-31,50110590,0.0
489,2018-12-31,50110600,0.0
490,2018-12-31,50110610,0.0
491,2018-12-31,50110620,0.0
492,2018-12-31,50110630,0.0
493,2018-12-31,50110640,0.0
494,2018-12-31,50110650,0.0
495,2018-12-31,50110660,0.0
496,2018-12-31,50110670,0.0
497,2018-12-31,50110680,0.0
498,2018-12-31,50110690,0.0
499,2018-12-31,50130250,0.0
500,2018-12-31,50130253,0.0
501,2018-12-31,50130259,0.0
502,2018-12-31,50130310,0.0
503,2018-12-31,50130320,0.0
504,2018-12-31,50130510,0.0
505,2018-12-31,50130520,0.0
506,2018-12-31,50130530,0.0
507,2018-12-31,50130540,0.0
508,2018-12-31,50130550,0.0
509,2018-12-31,50130560,0.0
510,2018-12-31,50130570,0.0
511,2018-12-31,50130580,0.0
512,2018-12-31,50130590,0.0
513,2018-12-31,50130600,0.0
514,2018-12-31,50130610,0.0
515,2018-12-31,50130620,0.0
516,2019-01-31,50110250,0.0
517,2019-01-31,50110253,0.0
518,2019-01-31,50110256,0.0
519,2019-01-31,50110259,0.0
520,2019-01-31,50110310,0.0
521,2019-01-31,50110320,0.0
522,2019-01-31,50110330,0.0
523,2019-01-31,50110510,0.0
524,2019-01-31,50110520,0.0
525,2019-01-31,50110530,0.0
526,2019-01-31,50110540,0.0
527,2019-01-31,50110550,0.0
528,2019-01-31,50110560,0.0
529,2019-01-31,50110570,0.0
530,2019-01-31,50110580,0.0
531,2019-01-31,50110590,0.0
532,2019-01-31,50110600,0.0
533,2019-01-31,50110610,0.0
534,2019-01-31,50110620,0.0
535,2019-01-31,50110630,0.0
536,2019-01-31,50110640,0.0
537,2019-01-31,50110650,0.0
538,2019-01-31,50110660,0.0
539,2019-01-31,50110670,0.0
540,2019-01-31,50110680,0.0
541,2019-01-31,50110690,0.0
542,2019-01-31,50130250,0.0
543,2019-01-31,50130253,0.0
544,2019-01-31,50130259,0.0
545,2019-01-31,50130310,0.0
546,2019-01-31,50130320,0.0
547,2019-01-31,50130510,0.0
548,2019-01-31,50130520,0.0
549,2019-01-31,50130530,0.0
550,2019-01-31,50130540,0.0
551,2019-01-31,50130550,0.0
552,2019-01-31,50130560,0.0
553,2019-01-31,50130570,0.0
554,2019-01-31,50130580,0.0
555,2019-01-31,50130590,0.0
556,2019-01-31,50130600,0.0
557,2019-01-31,50130610,0.0
558,2019-01-31,50130620,0.0
559,2019-02-28,50110250,0.0
560,2019-02-28,50110253,0.0
561,2019-02-28,50110256,0.0
562,2019-02-28,50110259,0.0
563,2019-02-28,50110310,0.0
564,2019-02-28,50110320,0.0
565,2019-02-28,50110330,0.0
566,2019-02-28,50110510,0.0
567,2019-02-28,50110520,0.0
568,2019-02-28,50110530,0.0
569,2019-02-28,50110540,0.0
570,2019-02-28,50110550,0.0
571,2019-02-28,50110560,0.0
572,2019-02-28,50110570,0.0
573,2019-02-28,50110580,0.0
574,2019-02-28,50110590,0.0
575,2019-02-28,50110600,0.0
576,2019-02-28,50110610,0.0
577,2019-02-28,50110620,0.0
578,2019-02-28,50110630,0.0
579,2019-02-28,50110640,0.0
580,2019-02-28,50110650,0.0
581,2019-02-28,50110660,0.0
582,2019-02-28,50110670,0.0
583,2019-02-28,50110680,0.0
584,2019-02-28,50110690,0.0
585,2019-02-28,50130250,0.0
586,2019-02-28,50130253,0.0
587,2019-02-28,50130259,0.0
588,2019-02-28,50130310,0.0
589,2019-02-28,50130320,0.0
590,2019-02-28,50130510,0.0
591,2019-02-28,50130520,0.0
592,2019-02-28,50130530,0.0
593,2019-02-28,50130540,0.0
594,2019-02-28,50130550,0.0
595,2019-02-28,50130560,0.0
596,2019-02-28,50130570,0.0
597,2019-02-28,50130580,0.0
598,2019-02-28,50130590,0.0
599,2019-02-28,50130600,0.0
600,2019-02-28,50130610,0.0
601,2019-02-28,50130620,0.0
602,2019-03-31,50110250,0.0
603,2019-03-31,50110253,0.0
604,2019-03-31,50110256,0.0
605,2019-03-31,50110259,0.0
606,2019-03-31,50110310,0.0
607,2019-03-31,50110320,0.0
608,2019-03-31,50110330,0.0
609,2019-03-31,50110510,0.0
610,2019-03-31,50110520,0.0
611,2019-03-31,50110530,0.0
612,2019-03-31,50110540,0.0
613,2019-03-31,50110550,0.0
614,2019-03-31,50110560,0.0
615,2019-03-31,50110570,0.0
616,2019-03-31,50110580,0.0
617,2019-03-31,50110590,0.0
618,2019-03-31,50110600,0.0
619,2019-03-31,50110610,0.0
620,2019-03-31,50110620,0.0
621,2019-03-31,50110630,0.0
622,2019-03-31,50110640,0.0
623,2019-03-31,50110650,0.0
624,2019-03-31,50110660,0.0
625,2019-03-31,50110670,0.0
626,2019-03-31,50110680,0.0
627,2019-03-31,50110690,0.0
628,2019-03-31,50130250,0.0
629,2019-03-31,50130253,0.0
630,2019-03-31,50130259,0.0
631,2019-03-31,50130310,0.0
632,2019-03-31,50130320,0.0
633,2019-03-31,50130510,0.0
634,2019-03-31,50130520,0.0
635,2019-03-31,50130530,0.0
636,2019-03-31,50130540,0.0
637,2019-03-31,50130550,0.0
638,2019-03-31,50130560,0.0
639,2019-03-31,50130570,0.0
640,2019-03-31,50130580,0.0
641,2019-03-31,50130590,0.0
642,2019-03-31,50130600,0.0
643,2019-03-31,50130610,0.0
644,2019-03-31,50130620,0.0
645,2019-04-30,50110250,0.0
646,2019-04-30,50110253,0.0
647,2019-04-30,50110256,0.0
648,2019-04-30,50110259,0.0
649,2019-04-30,50110310,0.0
650,2019-04-30,50110320,0.0
651,2019-04-30,50110330,0.0
652,2019-04-30,50110510,0.0
653,2019-04-30,50110520,0.0
654,2019-04-30,50110530,0.0
655,2019-04-30,50110540,0.0
656,2019-04-30,50110550,0.0
657,2019-04-30,50110560,0.0
658,2019-04-30,50110570,0.0
659,2019-04-30,50110580,0.0
660,2019-04-30,50110590,0.0
661,2019-04-30,50110600,0.0
662,2019-04-30,50110610,0.0
663,2019-04-30,50110620,0.0
664,2019-04-30,50110630,0.0
665,2019-04-30,50110640,0.0
666,2019-04-30,50110650,0.0
667,2019-04-30,50110660,0.0
668,2019-04-30,50110670,0.0
669,2019-04-30,50110680,0.0
670,2019-04-30,50110690,0.0
671,2019-04-30,50130250,0.0
672,2019-04-30,50130253,0.0
673,2019-04-30,50130259,0.0
674,2019-04-30,50130310,0.0
675,2019-04-30,50130320,0.0
676,2019-04-30,50130510,0.0
677,2019-04-30,50130520,0.0
678,2019-04-30,50130530,0.0
679,2019-04-30,50130540,0.0
680,2019-04-30,50130550,0.0
681,2019-04-30,50130560,0.0
682,2019-04-30,50130570,0.0
683,2019-04-30,50130580,0.0
684,2019-04-30,50130590,0.0
685,2019-04-30,50130600,0.0
686,2019-04-30,50130610,0.0
687,2019-04-30,50130620,0.0
688,2019-05-31,50110250,0.0
689,2019-05-31,50110253,0.0
690,2019-05-31,50110256,0.0
691,2019-05-31,50110259,0.0
692,2019-05-31,50110310,0.0
693,2019-05-31,50110320,0.0
694,2019-05-31,50110330,0.0
695,2019-05-31,50110510,0.0
696,2019-05-31,50110520,0.0
697,2019-05-31,50110530,0.0
698,2019-05-31,50110540,0.0
699,2019-05-31,50110550,0.0
700,2019-05-31,50110560,0.0
701,2019-05-31,50110570,0.0
702,2019-05-31,50110580,0.0
703,2019-05-31,50110590,0.0
704,2019-05-31,50110600,0.0
705,2019-05-31,50110610,0.0
706,2019-05-31,50110620,0.0
707,2019-05-31,50110630,0.0
708,2019-05-31,50110640,0.0
709,2019-05-31,50110650,0.0
710,2019-05-31,50110660,0.0
711,2019-05-31,50110670,0.0
712,2019-05-31,50110680,0.0
713,2019-05-31,50110690,0.0
714,2019-05-31,50130250,0.0
715,2019-05-31,50130253,0.0
716,2019-05-31,50130259,0.0
717,2019-05-31,50130310,0.0
718,2019-05-31,50130320,0.0
719,2019-05-31,50130510,0.0
720,2019-05-31,50130520,0.0
721,2019-05-31,50130530,0.0
722,2019-05-31,50130540,0.0
723,2019-05-31,50130550,0.0
724,2019-05-31,50130560,0.0
725,2019-05-31,50130570,0.0
726,2019-05-31,50130580,0.0
727,2019-05-31,50130590,0.0
728,2019-05-31,50130600,0.0
729,2019-05-31,50130610,0.0
730,2019-05-31,50130620,0.0
731,2019-06-30,50110250,0.0
732,2019-06-30,50110253,0.0
733,2019-06-30,50110256,0.0
734,2019-06-30,50110259,0.0
735,2019-06-30,50110310,0.0
736,2019-06-30,50110320,0.0
737,2019-06-30,50110330,0.0
738,2019-06-30,50110510,0.0
739,2019-06-30,50110520,0.0
740,2019-06-30,50110530,0.0
741,2019-06-30,50110540,0.0
742,2019-06-30,50110550,0.0
743,2019-06-30,50110560,0.0
744,2019-06-30,50110570,0.0
745,2019-06-30,50110580,0.0
746,2019-06-30,50110590,0.0
747,2019-06-30,50110600,0.0
748,2019-06-30,50110610,0.0
749,2019-06-30,50110620,0.0
750,2019-06-30,50110630,0.0
751,2019-06-30,50110640,0.0
752,2019-06-30,50110650,0.0
753,2019-06-30,50110660,0.0
754,2019-06-30,50110670,0.0
755,2019-06-30,50110680,0.0
756,2019-06-30,50110690,0.0
757,2019-06-30,50130250,0.0
758,2019-06-30,50130253,0.0
759,2019-06-30,50130259,0.0
760,2019-06-30,50130310,0.0
761,2019-06-30,50130320,0.0
762,2019-06-30,50130510,0.0
763,2019-06-30,50130520,0.0
764,2019-06-30,50130530,0.0
765,2019-06-30,50130540,0.0
766,2019-06-30,50130550,0.0
767,2019-06-30,50130560,0.0
768,2019-06-30,50130570,0.0
769,2019-06-30,50130580,0.0
770,2019-06-30,50130590,0.0
771,2019-06-30,50130600,0.0
772,2019-06-30,50130610,0.0
773,2019-06-30,50130620,0.0
774,2019-07-31,50110250,0.0
775,2019-07-31,50110253,0.0
776,2019-07-31,50110256,0.0
777,2019-07-31,50110259,0.0
778,2019-07-31,50110310,0.0
779,2019-07-31,50110320,0.0
780,2019-07-31,50110330,0.0
781,2019-07-31,50110510,0.0
782,2019-07-31,50110520,0.0
783,2019-07-31,50110530,0.0
784,2019-07-31,50110540,0.0
785,2019-07-31,50110550,0.0
786,2019-07-31,50110560,0.0
787,2019-07-31,50110570,0.0
788,2019-07-31,50110580,0.0
789,2019-07-31,50110590,0.0
790,2019-07-31,50110600,0.0
791,2019-07-31,50110610,0.0
792,2019-07-31,50110620,0.0
793,2019-07-31,50110630,0.0
794,2019-07-31,50110640,0.0
795,2019-07-31,50110650,0.0
796,2019-07-31,50110660,0.0
797,2019-07-31,50110670,0.0
798,2019-07-31,50110680,0.0
799,2019-07-31,50110690,0.0
800,2019-07-31,50130250,0.0
801,2019-07-31,50130253,0.0
802,2019-07-31,50130259,0.0
803,2019-07-31,50130310,0.0
804,2019-07-31,50130320,0.0
805,2019-07-31,50130510,0.0
806,2019-07-31,50130520,0.0
807,2019-07-31,50130530,0.0
808,2019-07-31,50130540,0.0
809,2019-07-31,50130550,0.0
810,2019-07-31,50130560,0.0
811,2019-07-31,50130570,0.0
812,2019-07-31,50130580,0.0
813,2019-07-31,50130590,0.0
814,2019-07-31,50130600,0.0
815,2019-07-31,50130610,0.0
816,2019-07-31,50130620,0.0
817,2019-08-31,50110250,0.0
818,2019-08-31,50110253,0.0
819,2019-08-31,50110256,0.0
820,2019-08-31,50110259,0.0
