base_date,emd_cd,m50_resd_pop,m50_work_pop,m50_visit_pop
2019-09-30,2019-09-30,50110259,1289731.1266000024,183525.67220000047,813728.1658999989
2019-10-31,2019-10-31,50110259,1274372.9534000016,194884.0740999999,1013215.9593
2019-11-30,2019-11-30,50110259,1287636.2434999992,201319.5639000001,1008945.2328999988
2019-12-31,2019-12-31,50110259,1323609.4981999998,193553.77950000003,977344.2563000002
2020-01-31,2020-01-31,50110259,1359642.6457000033,179201.63869999992,910552.0073999999
2020-02-29,2020-02-29,50110259,1279742.1151999997,180833.25099999987,721981.8008999994
2020-03-31,2020-03-31,50110259,1381505.3672,186184.61750000014,725156.3559000014
2020-04-30,2020-04-30,50110259,1302715.845499998,168525.82939999993,748210.9006999996
2020-05-31,2020-05-31,50110259,1367134.2128000008,180385.71330000003,866113.047499998
2020-06-30,2020-06-30,50110259,1305974.0863000012,184659.8093000002,837305.182700001
2020-07-31,2020-07-31,50110259,1324780.3871000016,204697.84480000008,900416.1928999982
2020-08-31,2020-08-31,50110259,1341322.5975999988,191097.2985000001,1027005.990700001
2020-09-30,2020-09-30,50110259,1293116.3601999981,185827.12420000005,780296.9618000007
2020-10-31,2020-10-31,50110259,1341723.5859000003,190246.3258999998,987962.4812999998
2020-11-30,2020-11-30,50110259,1302271.1204999993,196363.32629999975,1013369.8571999995
2020-12-31,2020-12-31,50110259,1406228.2225000001,191915.49269999997,806070.4765999996
2021-01-31,2021-01-31,50110259,1443139.2486,177755.3660000001,714235.4454999998
2021-02-28,2021-02-28,50110259,1253112.6528,155091.4398999997,764043.3073000005
2021-03-31,2021-03-31,50110259,1357106.137799998,191437.04280000005,916383.4269999991
2021-04-30,2021-04-30,50110259,1325752.4129000006,200472.93269999992,942139.7153000003
2021-05-31,2021-05-31,50110259,1396251.1432,216366.40929999965,978681.6690999998
2021-06-30,2021-06-30,50110259,1359734.8701000009,188989.5309999998,947035.0161
2018-01-31,2018-01-31,50110310,437407.7226999999,47605.39609999992,230157.35570000004
2018-02-28,2018-02-28,50110310,400834.12639999983,39405.32350000007,198593.07019999993
2018-03-31,2018-03-31,50110310,428760.48049999995,48321.516,298769.93439999997
2018-04-30,2018-04-30,50110310,438513.4113999999,52516.226100000036,285208.79430000007
2018-05-31,2018-05-31,50110310,427725.4312000006,54890.541000000005,265303.34819999925
2018-06-30,2018-06-30,50110310,397294.77749999985,49486.97839999999,282909.7643
2018-07-31,2018-07-31,50110310,423935.1557999998,44193.99589999994,257141.58279999963
2018-08-31,2018-08-31,50110310,422217.68279999954,42292.66060000002,273382.4024000001
2018-09-30,2018-09-30,50110310,422327.4283000003,34460.99489999995,300690.342
2018-10-31,2018-10-31,50110310,428970.3321999998,43832.68919999992,263958.46929999994
2018-11-30,2018-11-30,50110310,411448.4564999999,40048.296500000004,254227.3730999999
2018-12-31,2018-12-31,50110310,434925.2926999996,51099.54499999999,221241.91319999966
2019-01-31,2019-01-31,50110310,448677.77940000006,54110.05009999993,252357.07049999962
2019-02-28,2019-02-28,50110310,407487.12519999983,34887.22350000002,240910.8669
2019-03-31,2019-03-31,50110310,449845.44850000006,65677.76180000005,277087.20190000057
2019-04-30,2019-04-30,50110310,443978.9509999997,57908.45200000002,300987.59189999994
2019-05-31,2019-05-31,50110310,452955.7375000002,73368.41199999991,298963.3251000002
2019-06-30,2019-06-30,50110310,451674.6794999993,74384.62399999997,293452.2426
2019-07-31,2019-07-31,50110310,459524.20959999994,73590.92939999986,288289.73250000016
2019-08-31,2019-08-31,50110310,453602.48490000016,57458.83059999995,308128.9896000001
2019-09-30,2019-09-30,50110310,431757.8096000002,56151.87079999999,261149.40519999978
2019-10-31,2019-10-31,50110310,436278.75860000023,52664.70620000006,309653.53509999934
2019-11-30,2019-11-30,50110310,401647.36320000037,65914.91380000004,259074.1663000006
2019-12-31,2019-12-31,50110310,417153.9122000001,64003.15540000014,249366.60870000022
2020-01-31,2020-01-31,50110310,419000.48670000094,59851.121100000026,255184.2763
2020-02-29,2020-02-29,50110310,419835.6005,49989.49659999995,243216.16869999998
2020-03-31,2020-03-31,50110310,471192.00510000065,58078.42899999999,276320.9404999996
2020-04-30,2020-04-30,50110310,465193.37470000004,58892.26180000012,265848.5819999997
2020-05-31,2020-05-31,50110310,494848.13370000024,60025.11149999993,290778.0387000001
2020-06-30,2020-06-30,50110310,484453.7280999998,53971.545699999944,269172.5532999999
2020-07-31,2020-07-31,50110310,506392.7650000003,55583.58279999999,279298.88870000024
2020-08-31,2020-08-31,50110310,518715.2020999999,56136.1016,299746.99780000024
2020-09-30,2020-09-30,50110310,500373.19929999963,57787.37970000002,313522.2618000002
2020-10-31,2020-10-31,50110310,509274.8277999996,53286.58560000002,337346.5957000002
2020-11-30,2020-11-30,50110310,491609.0960000001,55754.32280000007,304355.3992999998
2020-12-31,2020-12-31,50110310,516672.7651999998,58805.625900000035,267805.43999999965
2021-01-31,2021-01-31,50110310,525440.3079,51114.73359999999,262272.62069999945
2021-02-28,2021-02-28,50110310,472502.5822999999,44152.52869999998,287547.2691000001
2021-03-31,2021-03-31,50110310,521885.28839999984,57065.75660000003,335452.25579999987
2021-04-30,2021-04-30,50110310,503296.31309999985,71338.40830000007,337562.66639999964
2021-05-31,2021-05-31,50110310,524694.8037,74494.4075,336066.8140000002
2021-06-30,2021-06-30,50110310,507588.3199000001,63285.378800000064,340054.5157999998
2018-01-31,2018-01-31,50110320,128584.96069999995,6373.959000000012,126162.98110000022
2018-02-28,2018-02-28,50110320,98758.73930000002,8930.463200000002,80038.57239999998
2018-03-31,2018-03-31,50110320,121765.77670000007,6742.903500000001,145329.96749999994
2018-04-30,2018-04-30,50110320,125396.05499999998,10396.164100000013,133874.32830000002
2018-05-31,2018-05-31,50110320,114680.64920000006,11149.805200000004,122908.74880000015
2018-06-30,2018-06-30,50110320,112444.31860000016,8124.697100000002,121345.97889999997
2018-07-31,2018-07-31,50110320,119665.12510000014,8279.310800000001,134349.0383000003
2018-08-31,2018-08-31,50110320,123649.93299999996,10243.676900000024,149453.96100000013
2018-09-30,2018-09-30,50110320,120239.99199999987,13345.173800000017,129454.59650000019
2018-10-31,2018-10-31,50110320,122334.91519999993,5419.4325999999965,131399.5504999999
2018-11-30,2018-11-30,50110320,120970.28250000002,5878.708900000004,155154.63060000027
2018-12-31,2018-12-31,50110320,136185.7634999999,12532.300799999995,145873.73779999994
2019-01-31,2019-01-31,50110320,129133.13179999994,9724.576099999984,170434.07919999998
2019-02-28,2019-02-28,50110320,99622.28010000005,7953.670600000012,112787.97349999998
2019-03-31,2019-03-31,50110320,109726.63190000008,12794.782000000017,161537.99300000013
2019-04-30,2019-04-30,50110320,128010.28869999993,6584.712200000006,131633.8736
2019-05-31,2019-05-31,50110320,123407.97990000011,10200.301100000008,138064.88009999998
2019-06-30,2019-06-30,50110320,122766.44060000006,8240.088399999984,137536.45110000003
2019-07-31,2019-07-31,50110320,118773.48899999994,10941.541000000034,140036.89300000027
2019-08-31,2019-08-31,50110320,119479.76360000006,12463.281200000018,162030.88749999975
2019-09-30,2019-09-30,50110320,111846.27100000001,12765.515699999996,105663.0877999999
2019-10-31,2019-10-31,50110320,122441.76220000003,11206.969000000012,129427.5722
2019-11-30,2019-11-30,50110320,123752.65969999986,10601.04739999999,149645.9154
2019-12-31,2019-12-31,50110320,140162.56879999983,15859.646700000003,177226.2869999998
2020-01-31,2020-01-31,50110320,126373.25269999991,12337.883999999984,122115.13490000012
2020-02-29,2020-02-29,50110320,114371.19260000002,11755.880399999996,118981.14910000014
2020-03-31,2020-03-31,50110320,123471.90349999991,9013.738799999986,126826.3264000003
2020-04-30,2020-04-30,50110320,118216.8657,9925.50899999997,140440.17820000008
2020-05-31,2020-05-31,50110320,134515.3908000001,9557.270099999987,122218.63600000012
2020-06-30,2020-06-30,50110320,123160.22260000008,8594.3043,115441.61490000003
2020-07-31,2020-07-31,50110320,128345.47350000005,7820.921100000008,107533.59039999999
2020-08-31,2020-08-31,50110320,129444.8082,7767.761100000002,142944.33629999997
2020-09-30,2020-09-30,50110320,129820.87079999992,6948.9053,115977.6962999999
2020-10-31,2020-10-31,50110320,138727.10090000002,10415.314000000028,133155.40230000025
2020-11-30,2020-11-30,50110320,137338.39359999986,13069.389199999985,159891.04840000026
2020-12-31,2020-12-31,50110320,161551.62279999992,7765.276499999981,137763.83259999988
2021-01-31,2021-01-31,50110320,151943.3671,14111.614600000003,141897.37980000005
2021-02-28,2021-02-28,50110320,137473.1476,8819.745899999994,110524.59330000014
2021-03-31,2021-03-31,50110320,146153.7274000003,16227.060500000007,130018.48030000029
2021-04-30,2021-04-30,50110320,152461.32110000012,14955.309400000015,123721.0684
2021-05-31,2021-05-31,50110320,157808.47439999983,13162.349400000016,125680.69280000008
2021-06-30,2021-06-30,50110320,154095.8325,9778.259599999988,111817.7378
2018-01-31,2018-01-31,50110330,86430.30260000004,8742.64110000001,78667.57320000006
2018-02-28,2018-02-28,50110330,77882.05300000012,6685.7112999999945,60566.68119999989
2018-03-31,2018-03-31,50110330,88932.33389999998,8016.634600000008,83785.29129999992
2018-04-30,2018-04-30,50110330,103393.99719999994,9231.13550000001,77517.65099999991
2018-05-31,2018-05-31,50110330,110760.63590000012,4727.006399999994,70197.36060000006
2018-06-30,2018-06-30,50110330,117470.4627,7949.588199999996,77137.86559999999
2018-07-31,2018-07-31,50110330,131525.33969999998,3657.986099999996,102475.74300000002
2018-08-31,2018-08-31,50110330,128789.63310000004,4501.259500000006,114380.99160000007
2018-09-30,2018-09-30,50110330,113465.78850000004,3824.449999999998,103660.55860000003
2018-10-31,2018-10-31,50110330,123395.21020000005,5429.483600000003,138196.70579999997
2018-11-30,2018-11-30,50110330,112710.32080000013,8362.990100000008,114221.79810000026
2018-12-31,2018-12-31,50110330,118817.78339999988,7752.947699999998,84728.02670000003
2019-01-31,2019-01-31,50110330,113686.95499999997,5229.249299999996,109349.39779999999
2019-02-28,2019-02-28,50110330,99631.01460000002,8349.110799999995,82872.29229999991
2019-03-31,2019-03-31,50110330,112926.13120000005,12069.307100000016,115574.81399999991
2019-04-30,2019-04-30,50110330,122325.20539999995,3031.0155999999984,93450.27909999994
2019-05-31,2019-05-31,50110330,133204.74709999995,3787.2381999999975,96453.10720000029
2019-06-30,2019-06-30,50110330,122081.97899999993,6090.680400000001,85760.62460000004
2019-07-31,2019-07-31,50110330,123041.52920000012,11110.327900000011,113218.48510000005
2019-08-31,2019-08-31,50110330,126215.06259999989,8054.935100000001,160736.6671
2019-09-30,2019-09-30,50110330,118363.13959999997,9239.193799999986,95363.2328
2019-10-31,2019-10-31,50110330,127042.81179999998,5079.890700000003,103974.30999999984
2019-11-30,2019-11-30,50110330,116251.01049999999,6398.010599999991,86615.72550000012
2019-12-31,2019-12-31,50110330,118145.4134000001,11043.626100000021,90977.01189999995
2020-01-31,2020-01-31,50110330,116396.9302,10180.800599999997,84218.07599999994
2020-02-29,2020-02-29,50110330,105149.1239,8811.358899999996,63642.15510000014
2020-03-31,2020-03-31,50110330,124090.6244,7095.9335999999885,62853.4303
2020-04-30,2020-04-30,50110330,110601.58749999995,8376.873799999985,61110.27230000006
2020-05-31,2020-05-31,50110330,116865.06390000008,8019.975499999995,80285.8955999999
2020-06-30,2020-06-30,50110330,109600.55750000008,12284.40709999998,74713.56770000013
2020-07-31,2020-07-31,50110330,121602.25599999996,6632.321900000001,109726.30640000015
2020-08-31,2020-08-31,50110330,129196.0331999999,11888.717000000004,128693.78259999995
2020-09-30,2020-09-30,50110330,131445.0619,14187.681299999998,94603.81059999991
2020-10-31,2020-10-31,50110330,140594.50909999985,9008.968999999992,103131.09340000009
2020-11-30,2020-11-30,50110330,130419.48889999991,12074.031799999993,109621.35130000024
2020-12-31,2020-12-31,50110330,139794.0527,13038.781900000005,119128.19069999999
2021-01-31,2021-01-31,50110330,137446.74949999995,4821.218599999996,76381.43150000006
2021-02-28,2021-02-28,50110330,123440.18780000001,3847.7115000000003,63664.19320000001
2021-03-31,2021-03-31,50110330,132694.69779999997,6971.5101,98894.94009999989
2021-04-30,2021-04-30,50110330,126870.71529999994,7645.794800000007,103167.66880000007
2021-05-31,2021-05-31,50110330,146031.5291000002,10726.435699999982,103721.73900000015
2021-06-30,2021-06-30,50110330,144983.94180000006,7675.403799999993,110245.7519
2018-01-31,2018-01-31,50110510,107901.80700000003,20600.45479999998,195684.03969999985
2018-02-28,2018-02-28,50110510,89621.69040000006,18894.1012,166543.57889999982
2018-03-31,2018-03-31,50110510,89836.9837,25044.3999,190139.84480000014
2018-04-30,2018-04-30,50110510,89083.1173,25558.99759999997,192244.85009999984
2018-05-31,2018-05-31,50110510,98900.36700000006,23321.04970000002,197826.09140000006
2018-06-30,2018-06-30,50110510,105858.9042000001,18880.105299999992,182693.11620000008
2018-07-31,2018-07-31,50110510,101090.06029999997,19507.397000000015,173434.53060000017
2018-08-31,2018-08-31,50110510,100604.62359999995,19867.68720000001,175214.17430000004
2018-09-30,2018-09-30,50110510,107337.37360000004,14984.245099999984,169837.9495
2018-10-31,2018-10-31,50110510,99884.79790000006,17357.325099999987,181269.2888999997
2018-11-30,2018-11-30,50110510,84006.81549999982,19181.11699999997,175408.94270000004
2018-12-31,2018-12-31,50110510,94494.82229999988,17672.500000000015,181705.9727000001
2019-01-31,2019-01-31,50110510,95452.22690000001,16389.916699999976,181041.20609999978
2019-02-28,2019-02-28,50110510,82720.40250000005,19497.12290000002,162942.3624000003
2019-03-31,2019-03-31,50110510,95518.70069999999,17831.811399999995,177578.32030000017
2019-04-30,2019-04-30,50110510,87797.59070000004,17334.784899999995,169261.00069999977
2019-05-31,2019-05-31,50110510,80437.74199999995,16090.392100000026,177978.3721000001
2019-06-30,2019-06-30,50110510,80181.49320000011,16851.9229,165748.8916999997
2019-07-31,2019-07-31,50110510,88977.18719999988,19933.765200000016,169162.4448000001
2019-08-31,2019-08-31,50110510,87155.80950000006,15264.428199999993,175924.54879999984
2019-09-30,2019-09-30,50110510,85579.9959,15966.999100000014,163820.283
2019-10-31,2019-10-31,50110510,90383.95989999997,13343.828200000002,187380.4434999998
2019-11-30,2019-11-30,50110510,84059.56860000003,15702.528299999989,199712.97119999994
2019-12-31,2019-12-31,50110510,87419.69709999992,17882.318300000003,210970.80830000006
2020-01-31,2020-01-31,50110510,87775.0855000001,19805.4616,203803.0350999999
2020-02-29,2020-02-29,50110510,54797.45910000003,11561.832700000004,103918.71759999993
2020-03-31,2020-03-31,50110510,85513.77120000005,13318.11870000002,164997.8246999998
2020-04-30,2020-04-30,50110510,78574.85769999998,16779.060699999987,153936.32660000015
2020-05-31,2020-05-31,50110510,77326.10119999993,18307.641300000025,165234.28179999985
2020-06-30,2020-06-30,50110510,75410.22830000003,17615.25200000003,160748.74860000005
2020-07-31,2020-07-31,50110510,73004.44730000004,21528.535499999994,162631.53000000023
2020-08-31,2020-08-31,50110510,76448.82849999993,22600.960099999993,162758.8255000001
2020-09-30,2020-09-30,50110510,79982.82590000003,15584.479400000006,160488.54499999995
2020-10-31,2020-10-31,50110510,86712.83289999992,14209.0441,168731.61070000022
2020-11-30,2020-11-30,50110510,85463.97739999995,18243.227299999944,173249.1314
2020-12-31,2020-12-31,50110510,91419.92169999998,15892.68529999999,152827.4148000001
2021-01-31,2021-01-31,50110510,93923.35739999996,18930.041099999977,144191.8002999999
2021-02-28,2021-02-28,50110510,93619.22740000006,14269.594099999997,140838.67909999995
