base_date,emd_cd,korean,long_term_frgn,short_term_frgn,resident,card_cnt,card_amt,waste_cnt,waste_amt
54,2020-11-30,50110253,19252477.354700048,969022.5302999894,25939.63619999992,37831,572.3974359,19668268.04,34200,89782750
55,2020-12-31,50110253,16207751.26409997,925547.4894999444,34312.868800000186,37898,555.0917722,19071068.73,33615,88980300
56,2021-01-31,50110253,15249558.337300053,918064.8631999573,15045.263800000224,37904,530.6178344,17868835.82,32503,84554750
57,2021-02-28,50110253,16291615.24670011,685911.2610999974,11231.388800000052,37956,558.8035087999999,19276185.38,30567,81911700
58,2021-03-31,50110253,19174625.24850001,1038959.7984999946,28620.388800000244,38015,573.4767802,19350893.03,33859,90262150
59,2021-04-30,50110253,19266970.652899966,798706.5569999972,28652.63640000036,38080,604.8774194,20278383.38,35383,91456441
60,2021-05-31,50110253,20530518.343600105,802335.6318000235,27273.02650000017,38197,616.9053627999999,20827045.51,41080,103211100
61,2021-06-30,50110253,19878729.37369995,682226.4323999784,27754.83149999981,38298,607.9546926,19826929.6,42490,103756400
62,2019-11-30,50110256,5820780.304799982,161446.41400000028,71072.25310000076,16214,166.29431440000002,5424288.728999999,593,2720350
63,2019-12-31,50110256,5925512.542299997,189694.8902000003,66745.93620000084,16232,163.8205128,5378189.221,2942,11540750
64,2020-01-31,50110256,6287626.916300016,162249.9290000058,62958.29529999957,16203,158.0852459,5449322.079,5800,21059800
65,2020-02-29,50110256,4380514.0087999925,147579.04250000493,24419.239300000085,16202,154.25704230000002,4919624.246,6097,19992650
66,2020-03-31,50110256,4855239.9666999765,169628.81629999896,8923.353799999884,16139,169.8310811,5398126.4860000005,7258,22170750
67,2020-04-30,50110256,4761806.275700036,153548.1563000041,6556.73409999993,16051,174.67229730000003,5382862.24,7488,21849950
68,2020-05-31,50110256,5808829.398800013,170650.15389999995,447.55930000000063,16066,204.78662419999998,6887010.274,9516,27501450
69,2020-06-30,50110256,6037153.522400003,168121.2906999992,1260.7750999999905,16077,204.4794521,6662139.363,9180,25651800
70,2020-07-31,50110256,7119620.315300003,256290.0791999982,1645.1137000000094,16101,194.059375,6228747.238,13077,37079550
71,2020-08-31,50110256,8258598.683799977,237193.6724000013,791.3201999999968,16118,218.73202609999998,7190847.356000001,14184,41169850
72,2020-09-30,50110256,5827092.879600007,141697.79060000178,756.6694999999993,16128,211.5782313,7331996.585,11770,31084150
73,2020-10-31,50110256,6971611.471199996,120491.08380000124,1047.427699999997,16141,198.1732026,6460338.873,11513,31478700
74,2020-11-30,50110256,6808005.56290001,123173.31450000026,1704.3385999999698,16153,200.4232082,6591419.362000001,10253,30118550
75,2020-12-31,50110256,5278489.786100013,142154.87820000484,852.1112000000016,16129,188.9863481,6102559.737000001,9802,26978450
76,2021-01-31,50110256,4961312.248899985,130409.31370000224,184.01960000000042,16099,181.0169492,5844460.522000001,9025,25143650
77,2021-02-28,50110256,5835227.372599998,134606.14580000011,338.97379999999737,16113,186.62172280000001,6404611.808999999,8833,26678900
78,2021-03-31,50110256,6726725.19389998,160872.28869999966,1217.7156999999754,15985,181.81028940000002,5868944.431,10269,30919350
79,2021-04-30,50110256,7457119.259600055,133546.0677000003,1150.540299999985,15991,183.4477124,6210654.6110000005,11197,33131350
80,2021-05-31,50110256,7876864.203200015,161006.2604000033,1338.922100000011,15963,193.6622517,6688469.447000001,12014,34451200
81,2021-06-30,50110256,7660525.9607999725,165849.39490000173,1146.1990000000067,15955,197.8536585,6764170.307,14031,37807150
82,2019-11-30,50110259,10460515.451300034,241632.75630000106,130799.19839999976,25238,377.4303797,11583827.19,1024,3136800
83,2019-12-31,50110259,10371419.871800063,331833.64500000037,154290.40520000193,25313,370.2606061,12190209.18,5650,19805800
84,2020-01-31,50110259,10580350.116500074,257290.2941000099,145122.62300000232,25454,351.58641980000004,11688002.39,10538,33574800
85,2020-02-29,50110259,7650979.970699979,231366.75760000732,37937.26540000031,25589,344.6688312,10817230.68,11046,33456300
86,2020-03-31,50110259,7422280.314699975,234897.98549999864,17798.381000000023,25608,363.1018519,11584813.56,14303,41512450
87,2020-04-30,50110259,7325978.155299988,232001.5572000045,12225.361099999922,25646,389.9131833,12541708.95,14120,38425250
88,2020-05-31,50110259,8936260.073200025,192218.24250000046,1714.1487999999881,25575,436.058104,14134329.69,17139,47353700
89,2020-06-30,50110259,9016141.850400014,225825.72800000056,1677.3001000000068,25644,419.95253160000004,13137449.49,20172,51258650
90,2020-07-31,50110259,10289115.036099952,309763.5510999986,3073.0039000000343,25732,402.4864865,12435785.97,27477,69350400
91,2020-08-31,50110259,11955185.8277,324019.75400000485,4245.768700000006,25742,436.5895062,13938881.36,29281,77823096
92,2020-09-30,50110259,8431142.982999995,181766.64109999605,4808.190799999997,25815,451.92307689999996,15534705.21,24718,55652450
93,2020-10-31,50110259,10721376.093399968,227290.80669999289,4661.3478000000205,25863,414.4106583,13409631.81,23921,54787850
94,2020-11-30,50110259,10759524.848299984,219160.5891,3710.475399999953,25903,409.1650485,13364405.53,21115,51482850
95,2020-12-31,50110259,8510122.13150001,224788.21759999177,5811.553099999972,25905,393.49679489999994,13112601.78,21164,52436150
96,2021-01-31,50110259,7768068.21269998,164863.09690000708,1741.2512000000165,25919,382.8983607,12445727.08,21511,53697250
97,2021-02-28,50110259,8536329.122599984,162660.9574000049,1306.9415000000026,25952,382.35587189999995,13081697.58,20543,52488300
98,2021-03-31,50110259,9796809.761400033,224764.229299999,2700.6723999999867,25858,383.2893082,12192685.89,23945,59529200
99,2021-04-30,50110259,10667092.146800047,183170.03220000112,3559.9571999999794,25906,408.35598710000005,13349222.32,24691,58934750
100,2021-05-31,50110259,11327933.26059996,211581.6301999971,3448.6048999999384,25950,419.4493671,14079114.74,24836,58813300
101,2021-06-30,50110259,10775469.734599963,207672.78529999836,3476.50980000003,25960,409.7180328,12958742.23,27732,63927750
102,2019-11-30,50110310,2514243.085700003,129330.98210000056,28626.87110000004,9427,93.72659176,3238790.3030000003,238,877750
103,2019-12-31,50110310,2535723.8724999963,120470.25710000006,30752.69700000024,9405,97.25270758,3576337.7830000003,1189,3832350
104,2020-01-31,50110310,2742945.514999994,135036.0850999992,29922.402000000202,9414,90.42105263,3447652.291,2855,11322700
105,2020-02-29,50110310,2153948.0985999857,152048.7509000019,11261.614899999802,9416,85.12781955,2956305.353,3101,11589200
106,2020-03-31,50110310,2416370.6029000017,153206.91080000324,8421.370499999948,9409,93.44405594,3450337.762,3932,14581450
107,2020-04-30,50110310,2361057.434000005,183734.11150000212,4457.990499999977,9377,98.98913043,3396782.6010000003,4181,14346100
108,2020-05-31,50110310,2799000.653399984,200570.6172999997,496.52600000000365,9403,102.92832759999999,3811304.7339999997,5304,18264400
109,2020-06-30,50110310,2599884.6950000008,140368.56429999953,790.4038000000045,9467,95.9787234,3494327.238,5109,17065400
110,2020-07-31,50110310,2891116.3852999923,174571.11649999992,786.6218999999992,9487,98.82033898,3393414.2,6792,22484050
111,2020-08-31,50110310,3295605.457499989,183993.3524999997,827.9992999999977,9488,110.8200692,4159164.92,7621,26330500
112,2020-09-30,50110310,2986160.7280999958,222239.28829999466,1087.9284000000039,9457,116.6726619,4678714.327,6262,19161200
113,2020-10-31,50110310,3292055.3048999924,154007.27989999932,1294.7579999999934,9453,104.38275859999999,3861059.083,6217,18672150
114,2020-11-30,50110310,2917515.2968999837,104988.2269999999,777.3997999999983,9414,104.1304348,3920973.7569999998,5719,19279000
115,2020-12-31,50110310,2670084.2522000014,117382.03490000212,2420.3957999999816,9422,92.52631579,3428996.772,5476,18862000
116,2021-01-31,50110310,2620771.015399993,141925.57460000247,410.4584999999963,9430,89.58928571,3301104.979,5111,17767250
117,2021-02-28,50110310,2767819.9146000007,112779.1123000008,625.2486999999921,9463,97.87937743,3639913.2610000004,4975,17276700
118,2021-03-31,50110310,3113756.2741000187,158273.32659999985,905.036500000002,9436,99.95789474,3470144.6769999997,5727,21007400
119,2021-04-30,50110310,3272220.201599984,127426.5969999997,1179.8103999999985,9465,103.92114699999999,3739473.3839999996,6147,22908150
120,2021-05-31,50110310,3531894.6697999826,153109.97429999994,1158.8751999999965,9486,107.40410959999998,4013575.849,7625,26927600
121,2021-06-30,50110310,3410135.11429999,217685.52590000155,743.6470000000032,9495,106.6879433,3887469.287,8031,27060150
122,2018-01-31,50110510,2354025.341599985,70634.12330000018,14081.089500000036,3127,68.21376812,2553618.214,5813,21302450
123,2018-02-28,50110510,2137074.588300011,57874.513700000105,14072.053799999918,3084,70.36885246,2789070.795,5367,18945550
124,2018-03-31,50110510,2320682.379299988,61273.98460000019,17708.977699999858,3063,69.38811189,2339898.497,6370,21493900
125,2018-04-30,50110510,2324196.3042,67588.1236,19598.51919999995,3069,73.32363636,2682231.825,6222,19784300
126,2018-05-31,50110510,2449699.1727999663,68677.01489999978,17945.344800000006,3081,75.5212766,2515933.649,6722,19538650
127,2018-06-30,50110510,2314271.3780999985,65347.56500000015,18559.88550000004,3072,78.04150943,2794509.4039999996,7071,19577700
128,2018-07-31,50110510,2294672.6318000057,67802.85790000013,16985.238700000038,3073,81.16027875,3140861.812,8061,20983850
129,2018-08-31,50110510,2242953.1032999973,58425.606399999895,22234.666500000094,3072,80.54577465,2773116.5039999997,7687,20246750
130,2018-09-30,50110510,2147965.6352999927,63319.84979999991,19192.230500000118,3046,77.31751825,2968190.672,7476,20998100
131,2018-10-31,50110510,2170891.116699995,63453.06680000008,28421.46819999998,3037,72.13541667,2718209.3230000003,6957,20229300
132,2018-11-30,50110510,2067379.8929000024,52083.32849999994,20482.83869999996,3019,73.00706714,2645773.866,6562,20483900
133,2018-12-31,50110510,2201157.670000009,63039.463100000175,19478.052199999973,2993,77.0,2858702.6960000005,6294,21310550
134,2019-01-31,50110510,2220119.262199997,52524.369900000056,23861.95910000004,2974,75.55208333,2690368.285,6072,21091100
135,2019-02-28,50110510,2103331.7434999933,68447.33500000004,23961.77740000034,2970,72.27272727,2745709.045,5639,19539750
136,2019-03-31,50110510,2083930.4429000062,62600.443000000174,22009.47329999992,2968,77.96283784,2833970.6489999997,6006,20226750
137,2019-04-30,50110510,2007806.301800013,68879.57539999993,26107.132300000474,2945,83.02508961,3162183.957,6067,20257050
138,2019-05-31,50110510,2116328.6322999974,65264.4997,28150.980999999887,2928,80.03754266,3027572.498,6725,20543450
139,2019-06-30,50110510,2011478.0085999863,80363.06170000012,25072.6873999997,2913,78.37370242,2747820.4710000004,6946,20742350
140,2019-07-31,50110510,2175892.621700004,91809.73640000015,26276.63509999993,2897,77.07094595,3069678.453,7801,21474250
141,2019-08-31,50110510,2216253.979000009,73141.96680000002,30703.430999999786,2864,76.6440678,2689448.898,7466,20834500
142,2019-09-30,50110510,2040943.847999995,72649.84909999998,25700.919199999902,2868,72.99646643,2845804.643,6892,18767250
143,2019-10-31,50110510,2222211.420800004,79121.93610000025,31853.441200000118,2837,79.19453925,2828726.297,6787,19784150
144,2019-11-30,50110510,2409667.389000018,78772.09539999973,22190.83689999997,2819,77.75451264,2599666.863,6550,19832500
145,2019-12-31,50110510,2484414.919299989,81712.38300000019,22892.326499999854,2809,71.71140940000001,2644206.52,6293,20720650
146,2020-01-31,50110510,2414275.432300011,93203.08099999973,24215.206299999918,2785,75.74652778,2736713.833,6356,22040850
147,2020-02-29,50110510,1157118.3387999989,31014.227000000265,2815.121499999997,2752,64.45487365,2092914.61,5638,16871700
148,2020-03-31,50110510,1782078.664700001,60883.585800000175,1116.535100000005,2753,68.65051903,2383678.893,5899,17045250
149,2020-04-30,50110510,1719216.6941999998,58560.448000000506,268.2410000000003,2752,68.23776224,2209117.5209999997,5680,16343050
150,2020-05-31,50110510,1925306.6484000084,52671.53979999991,95.60329999999972,2744,78.23569024,2826374.313,6393,18849200
151,2020-06-30,50110510,1820254.927899995,67440.55520000005,150.47329999999815,2743,69.85714286,2422410.02,6109,18194950
152,2020-07-31,50110510,1933752.5958999973,67657.22100000009,275.4670999999977,2733,76.23103448,2538724.3140000002,6972,19485950
153,2020-08-31,50110510,1919848.1907000127,52796.67249999999,77.5933999999998,2719,76.92715232,2986498.659,6910,17930600
154,2020-09-30,50110510,1768346.065,50362.071999998894,74.40489999999996,2711,79.72084806,2818054.827,6510,17142050
155,2020-10-31,50110510,1946952.5439999946,65742.8594999982,335.7192999999993,2694,74.01027397,2878501.363,6689,17780350
156,2020-11-30,50110510,2037516.5494000148,57955.190199999815,95.69320000000013,2695,77.44839858,2518059.434,6021,18145450
157,2020-12-31,50110510,1751311.447100001,58122.78430000022,75.95430000000025,2664,75.0,2610904.473,5743,16798950
158,2021-01-31,50110510,1691807.5661999926,57015.763800001,6.700699999999997,2640,72.59498208,2628527.527,5256,15883200
159,2021-02-28,50110510,1792426.5733999994,65113.02820000034,33.10320000000004,2625,70.60784314,2583476.4269999997,3763,11973600
160,2021-03-31,50110510,1919098.401800006,59716.48600000018,188.49820000000042,2565,68.49473684,2464466.13,5418,18107050
161,2021-04-30,50110510,1960160.6391000082,65168.21780000006,158.56250000000028,2544,73.16117216,2580558.238,5789,18833000
162,2021-05-31,50110510,2027800.3362000098,62330.08869999923,74.29609999999963,2533,72.00353357,2595020.837,6279,18297050
163,2021-06-30,50110510,1938645.4678999882,66154.74489999944,66.83410000000026,2542,69.53985507,2478262.159,2707,7451200
164,2018-01-31,50110520,9341205.395099984,73894.59779999977,15563.193800000017,35261,633.5363636,20330817.95,67736,170627900
165,2018-02-28,50110520,8564946.841099985,85534.80550000022,15649.965499999858,35231,640.8711864,21692712.24,64735,162109500
166,2018-03-31,50110520,8714932.893799987,64702.90590000022,24269.357200000093,35234,664.2378049,20256692.46,72326,174844000
167,2018-04-30,50110520,8264466.1703000115,62590.74259999993,22415.351099999767,35213,660.4355828,19874771.64,71477,157261450
168,2018-05-31,50110520,8660008.475200027,72019.85419999983,15454.718900000202,35141,677.8278932,20905865.83,78273,159126900
169,2018-06-30,50110520,8276295.4647,67292.06229999992,13598.337500000142,35061,700.2763974999999,20936413.53,86147,173428400
170,2018-07-31,50110520,9233723.831800066,86516.34480000015,22514.266500000103,34973,714.5166163,21490223.64,105732,214415150
171,2018-08-31,50110520,8706657.480600052,65257.68899999985,42137.178100000136,34999,726.9112426,22195901.22,100784,200952900
172,2018-09-30,50110520,8551478.697600033,69828.95500000019,40265.74659999995,34975,705.3753846,22485107.84,92223,172179500
173,2018-10-31,50110520,8330308.84719997,57119.948100000125,69995.14289999915,34963,649.9117647,19320060.4,83124,156822250
174,2018-11-30,50110520,8079587.814599957,68674.89510000033,78135.33939999963,34885,667.1901839999999,20181093.04,76286,158478500
175,2018-12-31,50110520,8666820.086899992,82188.43120000014,72706.54470000118,34684,667.7232142999999,21109648.57,74600,175021800
176,2019-01-31,50110520,8961709.157000005,106169.90799999947,87076.49289999997,34498,659.4790419,20438740.86,71783,167320100
177,2019-02-28,50110520,8217291.661600037,78670.21799999994,68248.17090000036,34422,648.7458746,20539358.06,69010,164367100
178,2019-03-31,50110520,8138389.445000027,86716.57180000054,80104.52979999955,34368,658.1275964,19859025.95,69530,158011550
179,2019-04-30,50110520,7795594.031500032,87604.5540999996,59723.71289999918,34340,685.884375,20147040.92,69104,146303100
180,2019-05-31,50110520,8168687.285200024,88686.33519999948,62871.54400000129,34312,691.5,20769254.69,78561,156256950
181,2019-06-30,50110520,7731522.185000019,72029.98370000017,47927.12789999983,34283,706.4018692000001,20937459.6,84680,161594150
182,2019-07-31,50110520,8667541.777500026,102419.89550000038,56600.37689999963,34273,708.3878788,20348316.52,95426,186412550
183,2019-08-31,50110520,8291768.004999978,93911.50110000026,61602.486700001005,34193,740.3502994,21752139.76,94476,175443050
184,2019-09-30,50110520,7997534.827900017,96097.2991000002,59140.9647000008,34208,696.2445141,21918585.7,88184,159734600
185,2019-10-31,50110520,7910404.111600021,81800.41680000022,58030.08599999984,34177,720.4048338,20300164.96,80858,138858500
186,2019-11-30,50110520,8317906.729299937,95456.3255,50177.24570000042,34114,719.0474684,20973373.05,76358,145292200
187,2019-12-31,50110520,9386331.509200033,102546.0726999994,57112.21040000088,33998,713.0180723,21833622.69,73379,158402800
188,2020-01-31,50110520,9518785.1061,108502.86440000244,62202.90610000014,33926,695.945122,21953974.64,75178,168618250
189,2020-02-29,50110520,8734694.561899995,92568.63060000063,12140.880099999638,33892,677.1973244,19676238.05,70367,153378350
190,2020-03-31,50110520,8011420.335299993,84822.7931000001,3409.1600999999846,33806,703.7617554999999,20384568.24,76929,159747800
191,2020-04-30,50110520,7374808.742900018,69326.05990000034,5434.056300000001,33717,745.6557377,21858666.62,71736,139834000
192,2020-05-31,50110520,7807453.022900023,77612.61540000021,740.1943999999972,33676,777.3636364,23651710.49,82689,153382400
193,2020-06-30,50110520,7688209.376499987,75129.35940000009,430.7360000000004,33652,763.368254,21995339.97,77662,143034450
194,2020-07-31,50110520,8335268.780299989,94487.21989999976,331.8620999999975,33616,744.2719033,21503893.17,97295,172874500
195,2020-08-31,50110520,8035134.787000021,87171.34940000053,364.5789999999952,33548,795.0365853999999,24180829.69,97928,175090900
196,2020-09-30,50110520,7602746.969500013,89813.96560000035,527.6446999999968,33508,806.3029316000001,25082199.67,86260,145286600
197,2020-10-31,50110520,8011133.195799948,82487.5710000004,528.1492999999929,33493,740.173913,22512948.75,84532,145502700
198,2020-11-30,50110520,8041630.10580001,75940.43639999989,1328.9892999999865,33413,725.3260187999999,22448200.68,75497,140298500
199,2020-12-31,50110520,8104548.432299972,83367.08059999974,537.7203999999998,33353,727.7993631,21431875.77,75320,155449300
200,2021-01-31,50110520,7994349.778999979,86376.46640000137,208.99049999999824,33175,707.8461538,20884245.23,69020,145053150
201,2021-02-28,50110520,7729935.127699995,75851.40780000102,180.5065999999984,33172,729.3451957000001,22645159.69,56372,118399850
202,2021-03-31,50110520,8044703.536399994,80950.15870000009,616.7546000000002,32993,713.4492307999999,21058873.74,65689,134650500
203,2021-04-30,50110520,7856445.902200048,79527.34359999988,926.4403999999766,32960,730.514377,21107979.0,69143,131462200
204,2021-05-31,50110520,7754022.775400005,75415.82149999989,298.5637000000004,32948,744.6238245,22168736.18,79927,147183350
205,2021-06-30,50110520,7656336.942900012,76380.96230000141,335.01980000000333,32921,718.2939297,20523148.23,84360,147438200
206,2018-01-31,50110530,6677127.646900032,93006.02390000007,26280.026800000258,8087,175.78964399999998,5674358.084,17909,51373100
207,2018-02-28,50110530,5923142.093900014,71155.80379999982,25530.0886000002,8050,169.9466192,5715041.552,16827,47339200
208,2018-03-31,50110530,6373473.491299997,79427.84709999997,34619.962500000016,8051,182.7147436,5290666.01,19116,51699300
209,2018-04-30,50110530,6265476.528900009,80898.60419999991,36933.304299999785,8034,189.1381579,5779772.243,18674,46583350
210,2018-05-31,50110530,6306895.61429999,82765.29029999985,43120.99670000061,8025,193.2186495,6055289.984,20157,47787850
211,2018-06-30,50110530,6052674.8234000085,84722.8487,40167.27309999989,8001,197.2763158,5948581.704,22372,52173500
212,2018-07-31,50110530,6491370.916199989,102162.3444000007,45669.27569999917,8000,200.88853500000002,5918655.742000001,26933,60661400
213,2018-08-31,50110530,6632231.79850001,93753.36550000016,56861.37739999945,8009,198.5160256,5852294.006,25327,55988250
214,2018-09-30,50110530,6283525.786899981,96796.94100000012,44307.90140000016,8000,193.4506579,6178394.49,23241,49206600
215,2018-10-31,50110530,6463503.6265000375,96461.76269999973,77374.24580000086,7994,188.50479230000002,5616060.39,21915,47510650
216,2018-11-30,50110530,6339984.3422000175,87348.9142000004,57774.32670000093,8002,184.4360656,5677570.528,20428,49084700
217,2018-12-31,50110530,6501341.187400008,98035.99610000003,58206.654100001106,7989,183.9493671,6028851.018999999,19221,49224550
218,2019-01-31,50110530,6644147.884999967,111318.91180000037,60262.37659999988,7965,184.0380952,5703515.342999999,19188,49807950
219,2019-02-28,50110530,6153701.230999991,106309.8811000002,69050.40860000032,7960,186.25874130000003,5808282.933999999,17586,43017550
220,2019-03-31,50110530,7397812.787500007,106228.41920000037,58529.861999999725,7899,193.96485619999999,5698259.706,18373,45641600
221,2019-04-30,50110530,8328176.3979999935,111736.02480000038,56504.90219999962,7855,195.0721311,5624425.993,18272,42816050
222,2019-05-31,50110530,7629038.639600012,115727.82640000015,63037.362000001594,7840,195.26984130000002,5979011.622,20653,46101700
223,2019-06-30,50110530,7107154.523199962,121173.09969999945,56311.096699999056,7832,197.7409836,5681809.239,22154,47468200
224,2019-07-31,50110530,7668537.576599955,139385.37639999992,56874.61129999985,7834,201.6357827,5779102.585,25037,53054350
225,2019-08-31,50110530,7474171.913600002,132300.93140000026,61525.09950000095,7799,211.827044,6346970.66,24913,51229450
226,2019-09-30,50110530,6977863.883999983,110552.01679999998,56319.64990000048,7815,193.98,5925283.32,23084,47155800
227,2019-10-31,50110530,7209894.128900009,129899.66030000012,70983.87600000105,7805,201.590625,5975728.187999999,21091,44486050
228,2019-11-30,50110530,6495509.632999945,91118.02510000044,48292.52140000027,7759,203.9967105,6090972.793,20385,47579550
229,2019-12-31,50110530,7281331.382900002,91259.94759999966,48045.16790000084,7796,199.0981013,6296795.085,19349,49508100
230,2020-01-31,50110530,7419898.76709999,94801.45960000023,41500.552600000105,7834,189.5873016,6017691.416,19049,51342000
