base_date,emd_cd,use_cnt_home,use_amt_home,use_cnt_out,use_amt_out
52,2018-11-30,50110253,553.5066666666667,20473680.373333335,449.02453987730064,13463863.26993865
53,2018-12-31,50110253,560.941935483871,20339036.612903226,455.81065088757396,14401311.686390532
54,2019-01-31,50110253,518.5612903225806,19344324.767741937,437.7705882352941,13386796.047058824
55,2019-02-28,50110253,520.2071428571429,20383885.1,427.87581699346407,13159290.921568627
56,2019-03-31,50110253,546.2645161290322,19408831.15483871,472.9760479041916,14224537.916167665
57,2019-04-30,50110253,586.1066666666667,20180398.593333334,488.1055900621118,14352467.273291925
58,2019-05-31,50110253,578.6903225806452,20053096.219354838,493.5059523809524,14840602.63095238
59,2019-06-30,50110253,582.2733333333333,19771546.04,467.70414201183434,13894814.159763314
60,2019-07-31,50110253,611.8709677419355,20487866.81935484,514.8343195266273,14432301.502958579
61,2019-08-31,50110253,626.7806451612903,22292478.80645161,507.89830508474574,15003568.485875707
62,2019-09-30,50110253,598.2866666666666,22548473.413333334,462.1212121212121,13114161.127272727
63,2019-10-31,50110253,603.0258064516129,20583355.767741937,519.6011904761905,14655105.547619049
64,2019-11-30,50110253,584.1266666666667,20192246.02,513.9454545454546,14928009.636363637
65,2019-12-31,50110253,601.4451612903226,22120645.83870968,517.1242603550296,15833045.952662721
66,2020-01-31,50110253,580.5032258064516,22662572.92903226,472.23668639053255,14246355.153846154
67,2020-02-29,50110253,566.448275862069,20212004.07586207,456.0974025974026,13246943.11038961
68,2020-03-31,50110253,610.1290322580645,21418324.677419353,479.04458598726114,13997783.757961784
69,2020-04-30,50110253,624.66,22533447.64666667,502.36601307189545,15077432.862745099
70,2020-05-31,50110253,681.2774193548387,24860323.07096774,533.1506024096385,16521423.837349398
71,2020-06-30,50110253,660.34,22855527.833333332,528.7610062893082,15499450.289308175
72,2020-07-31,50110253,639.858064516129,23139870.277419355,512.2181818181818,14885999.672727272
73,2020-08-31,50110253,698.0774193548388,25699246.683870967,549.339393939394,16684766.854545455
74,2020-09-30,50110253,709.8533333333334,27981705.58,542.9933774834437,15648549.34437086
75,2020-10-31,50110253,628.9870967741936,23675665.82580645,538.9689440993789,16282640.391304348
76,2020-11-30,50110253,643.7333333333333,24542425.5,506.34567901234567,15155159.271604938
77,2020-12-31,50110253,670.3935483870968,26070272.57419355,444.0869565217391,12332704.788819876
78,2021-01-31,50110253,639.8645161290323,24259331.509677418,424.1194968553459,11639107.31446541
79,2021-02-28,50110253,657.0571428571428,25814323.95,463.93793103448274,12963499.855172414
80,2021-03-31,50110253,663.1806451612903,25052870.787096772,490.7142857142857,14090139.738095239
81,2021-04-30,50110253,695.06,25911332.14666667,520.33125,14997493.91875
82,2021-05-31,50110253,714.4774193548387,26477444.812903225,523.5493827160494,15420799.25925926
83,2021-06-30,50110253,721.54,26254579.653333332,500.7987421383648,13763108.798742138
84,2018-01-31,50110256,151.29333333333332,5796573.5,114.71631205673759,4026134.6879432625
85,2018-02-28,50110256,167.27480916030535,6949265.083969465,104.90977443609023,3486718.92481203
86,2018-03-31,50110256,166.25827814569536,5819511.139072848,111.47770700636943,3673051.076433121
87,2018-04-30,50110256,183.32638888888889,6526647.0,123.39864864864865,4080263.560810811
88,2018-05-31,50110256,177.41216216216216,6897088.324324325,125.59354838709677,4244986.064516129
89,2018-06-30,50110256,188.72413793103448,6941375.937931035,126.75510204081633,4309855.653061224
90,2018-07-31,50110256,198.57241379310344,6964194.986206897,129.64864864864865,4178258.006756757
91,2018-08-31,50110256,197.04137931034484,7511866.537931034,133.01298701298703,4382798.383116883
92,2018-09-30,50110256,195.71428571428572,8320121.45,121.52258064516128,4030916.6387096774
93,2018-10-31,50110256,186.77397260273972,7046494.630136986,121.937106918239,3771848.8427672954
94,2018-11-30,50110256,171.95,6877442.607142857,119.44805194805195,3699829.6948051946
95,2018-12-31,50110256,178.38888888888889,6917019.763888889,123.34615384615384,4022964.5897435895
96,2019-01-31,50110256,173.19736842105263,6457490.9144736845,139.1549295774648,5137860.570422535
97,2019-02-28,50110256,161.5036496350365,6387873.525547445,132.3953488372093,4460952.023255814
98,2019-03-31,50110256,170.90849673202615,6001591.660130719,130.85806451612902,3986565.980645161
99,2019-04-30,50110256,181.83221476510067,6581510.315436241,135.13333333333333,4403982.846666667
100,2019-05-31,50110256,186.21428571428572,6613703.668831169,141.66225165562915,4533002.19205298
101,2019-06-30,50110256,187.86486486486487,6573799.128378378,144.28082191780823,4330350.609589041
102,2019-07-31,50110256,205.73026315789474,7136064.190789473,143.2987012987013,4343454.051948052
103,2019-08-31,50110256,205.4258064516129,7642071.632258064,151.83006535947712,4806106.08496732
104,2019-09-30,50110256,189.96,7280182.453333333,138.81632653061226,4261441.3877551025
105,2019-10-31,50110256,192.80519480519482,6402100.279220779,151.33766233766235,4766072.766233766
106,2019-11-30,50110256,185.02,6224116.973333334,147.44295302013424,4619092.510067114
107,2019-12-31,50110256,185.74193548387098,6305700.767741935,142.17834394904457,4462493.1082802545
108,2020-01-31,50110256,180.74675324675326,6653175.7272727275,134.97350993377484,4221550.80794702
109,2020-02-29,50110256,173.97931034482758,5757431.889655173,133.68345323741008,4045652.2446043165
110,2020-03-31,50110256,198.38709677419354,6576936.774193549,138.43971631205673,4102271.205673759
111,2020-04-30,50110256,204.76666666666668,6313418.2,143.75342465753425,4426811.595890411
112,2020-05-31,50110256,240.91612903225806,8394036.15483871,169.56603773584905,5417896.993710692
113,2020-06-30,50110256,237.24161073825502,8051160.120805369,170.34265734265733,5214838.013986014
114,2020-07-31,50110256,232.36774193548388,7777693.6193548385,158.07272727272726,4773676.393939394
115,2020-08-31,50110256,260.6709677419355,8937628.012903227,175.68211920529802,5397794.36423841
116,2020-09-30,50110256,255.74666666666667,9641076.473333333,165.56944444444446,4926705.034722222
117,2020-10-31,50110256,224.23225806451612,7775245.477419355,171.42384105960264,5110600.304635761
118,2020-11-30,50110256,230.82,8106498.093333334,168.53846153846155,5002175.937062937
119,2020-12-31,50110256,228.3741935483871,7951582.458064516,144.7463768115942,4025758.855072464
120,2021-01-31,50110256,219.43225806451613,7533908.341935484,138.4857142857143,3974000.435714286
121,2021-02-28,50110256,222.7841726618705,8437688.517985612,147.3515625,4196817.5703125
122,2021-03-31,50110256,212.61935483870968,7313061.896774193,151.19871794871796,4434084.128205128
123,2021-04-30,50110256,221.27333333333334,8101942.706666667,147.07692307692307,4392108.365384615
124,2021-05-31,50110256,222.51612903225808,8387073.419354838,163.23809523809524,4897424.442176871
125,2021-06-30,50110256,228.65333333333334,8656464.626666667,164.13138686131387,4692315.211678832
126,2018-01-31,50110259,346.3267973856209,11682116.633986928,256.17283950617286,7784696.358024691
127,2018-02-28,50110259,341.7971014492754,13181385.514492754,224.30769230769232,6967394.724358974
128,2018-03-31,50110259,352.6645161290323,11883410.432258064,253.6551724137931,7622524.8965517245
129,2018-04-30,50110259,382.1554054054054,13517758.804054054,269.4451219512195,8243664.725609756
130,2018-05-31,50110259,389.19607843137254,13629179.869281046,264.3722222222222,8208563.722222222
131,2018-06-30,50110259,395.43243243243245,13448876.45945946,268.9356725146199,8078775.970760234
132,2018-07-31,50110259,421.961038961039,14390016.227272727,273.7055555555556,8042311.838888889
133,2018-08-31,50110259,426.9155844155844,14515507.194805196,295.5310734463277,8958695.02259887
134,2018-09-30,50110259,411.4228187919463,15004343.845637584,267.70348837209303,7775173.220930233
135,2018-10-31,50110259,394.4193548387097,13056151.18064516,280.57714285714286,8434895.41142857
136,2018-11-30,50110259,386.86,12491725.5,285.98214285714283,8264818.083333333
137,2018-12-31,50110259,399.68387096774194,13735742.612903226,282.235632183908,8856098.75862069
138,2019-01-31,50110259,392.5548387096774,13489078.748387096,274.2413793103448,8206370.212643678
139,2019-02-28,50110259,388.57142857142856,13520637.135714285,273.84615384615387,8286970.967948718
140,2019-03-31,50110259,419.7096774193548,13688916.619354839,295.1111111111111,8549117.538011696
141,2019-04-30,50110259,430.81333333333333,14343347.06,293.99411764705883,8582447.394117648
142,2019-05-31,50110259,437.3741935483871,14536786.754838709,308.77142857142854,9055792.102857143
143,2019-06-30,50110259,449.8333333333333,14767743.373333333,299.00581395348837,8866371.645348838
144,2019-07-31,50110259,469.4193548387097,14834093.516129032,315.2093023255814,9172176.738372093
145,2019-08-31,50110259,468.541935483871,15977058.15483871,313.2044198895028,9491094.276243094
146,2019-09-30,50110259,429.49333333333334,14804464.546666667,297.7530120481928,8637685.909638554
147,2019-10-31,50110259,439.60645161290324,14744277.780645162,334.05232558139534,9514412.139534883
148,2019-11-30,50110259,430.11333333333334,13913725.526666667,329.82530120481925,9478497.361445783
149,2019-12-31,50110259,437.9548387096774,14959894.387096774,310.30285714285714,9737059.434285713
150,2020-01-31,50110259,407.81935483870967,14321649.18064516,300.0118343195266,9272527.526627218
151,2020-02-29,50110259,415.0344827586207,13822484.386206897,282.07361963190186,8143845.472392638
152,2020-03-31,50110259,454.2258064516129,15559741.677419355,279.5266272189349,7939169.437869823
153,2020-04-30,50110259,469.34,15996769.493333334,315.9130434782609,9322708.44720497
154,2020-05-31,50110259,520.174193548387,18040928.19354839,360.25581395348837,10613848.476744186
155,2020-06-30,50110259,503.28,16957954.0,344.6566265060241,9685186.379518073
156,2020-07-31,50110259,478.0774193548387,15767867.258064516,336.6629213483146,9534254.511235954
157,2020-08-31,50110259,522.7935483870967,17679884.225806452,357.5266272189349,10507784.065088758
158,2020-09-30,50110259,535.8066666666666,20758721.68,367.4765100671141,10275628.234899329
159,2020-10-31,50110259,472.53548387096777,16535307.658064516,359.4756097560976,10455486.957317073
160,2020-11-30,50110259,472.92,16598195.24,349.0188679245283,10313660.528301887
161,2020-12-31,50110259,491.2193548387097,18119046.44516129,297.0191082802548,8169933.471337579
162,2021-01-31,50110259,466.5290322580645,16764676.90967742,296.48,7982812.26
163,2021-02-28,50110259,463.4428571428571,17808077.171428572,301.84397163120565,8388838.418439716
164,2021-03-31,50110259,453.7935483870968,15561724.774193548,316.2453987730061,8988998.607361963
165,2021-04-30,50110259,479.64,16929196.46,341.1069182389937,9971888.226415094
166,2021-05-31,50110259,501.76774193548385,18636935.612903226,340.19875776397515,9691150.55279503
167,2021-06-30,50110259,497.1933333333333,17362366.493333332,325.06451612903226,8697170.367741935
168,2018-01-31,50110310,79.22818791946308,2843021.2080536913,69.86046511627907,2407726.418604651
169,2018-02-28,50110310,80.63636363636364,3258139.257575758,60.622950819672134,2059956.9918032787
170,2018-03-31,50110310,84.44897959183673,3196831.5714285714,72.4,2479353.0
171,2018-04-30,50110310,93.08029197080292,3401593.1605839417,79.80165289256199,2841160.355371901
172,2018-05-31,50110310,101.15492957746478,3731200.295774648,82.54135338345864,3044666.120300752
173,2018-06-30,50110310,106.35555555555555,3779080.9703703704,83.99193548387096,2902585.7258064514
174,2018-07-31,50110310,105.19594594594595,4244341.533783784,84.06153846153846,2876167.7615384613
175,2018-08-31,50110310,108.42483660130719,3712739.470588235,86.86764705882354,2954232.8602941176
176,2018-09-30,50110310,104.46938775510205,4568835.891156463,84.6046511627907,2840061.984496124
177,2018-10-31,50110310,98.32450331125828,3349128.9801324503,81.88321167883211,2733138.124087591
178,2018-11-30,50110310,93.43333333333334,3309798.92,77.61068702290076,2542708.13740458
179,2018-12-31,50110310,92.20261437908496,3641935.6601307187,79.08396946564885,2839587.7709923666
180,2019-01-31,50110310,90.70588235294117,3260965.9215686275,88.27692307692308,2799167.530769231
181,2019-02-28,50110310,90.74264705882354,3571210.9852941176,75.05932203389831,2565519.974576271
182,2019-03-31,50110310,96.63157894736842,3392556.3486842103,86.06666666666666,2975864.7703703702
183,2019-04-30,50110310,105.35374149659864,3476251.7959183673,93.56349206349206,3136028.396825397
184,2019-05-31,50110310,104.98657718120805,3890137.3154362417,91.92248062015504,3123726.697674419
185,2019-06-30,50110310,110.12925170068027,3970727.9523809524,90.09848484848484,3032723.0303030303
186,2019-07-31,50110310,108.27152317880795,3904653.609271523,89.12230215827338,2799240.9568345323
187,2019-08-31,50110310,111.45098039215686,4387973.784313725,97.3984375,3305978.671875
188,2019-09-30,50110310,107.18055555555556,4322383.597222222,76.90977443609023,2687999.714285714
189,2019-10-31,50110310,104.47019867549669,3720110.7748344373,87.25925925925925,2806964.0296296296
190,2019-11-30,50110310,98.3006993006993,3694051.3706293707,88.45161290322581,2713771.4919354836
191,2019-12-31,50110310,100.54966887417218,3792911.9602649007,93.3015873015873,3316792.5396825396
192,2020-01-31,50110310,98.80132450331126,4074802.2913907287,80.9776119402985,2740938.4850746267
193,2020-02-29,50110310,88.52083333333333,3276581.513888889,81.12295081967213,2578274.475409836
194,2020-03-31,50110310,99.73856209150327,3959519.2156862747,86.203007518797,2864587.6691729324
195,2020-04-30,50110310,103.14864864864865,3711529.141891892,94.1796875,3032856.9140625
196,2020-05-31,50110310,111.1907894736842,4489807.388157895,94.02127659574468,3079869.2482269504
197,2020-06-30,50110310,101.54362416107382,4111396.201342282,89.74436090225564,2803024.4135338347
198,2020-07-31,50110310,104.4640522875817,3959328.111111111,92.7394366197183,2783661.8873239434
199,2020-08-31,50110310,120.2,4936432.296774194,99.97014925373135,3260086.9850746267
200,2020-09-30,50110310,130.72666666666666,5917299.906666666,100.203125,3227246.8515625
201,2020-10-31,50110310,112.95424836601308,4514024.241830065,94.81021897810218,3131835.2189781023
202,2020-11-30,50110310,111.04666666666667,4555486.46,95.89682539682539,3165601.492063492
203,2020-12-31,50110310,106.86363636363636,4429503.461038961,75.67175572519083,2252828.603053435
204,2021-01-31,50110310,101.5909090909091,4120791.2467532465,74.92063492063492,2299266.206349206
205,2021-02-28,50110310,109.05,4525662.907142857,84.51282051282051,2580041.888888889
206,2021-03-31,50110310,107.74025974025975,3941800.4935064935,90.80916030534351,2915679.0610687025
207,2021-04-30,50110310,114.04054054054055,4463248.97972973,92.4885496183206,2921772.709923664
208,2021-05-31,50110310,120.58709677419355,4979262.335483871,92.48905109489051,2921010.8467153283
209,2021-06-30,50110310,122.14666666666666,4896181.346666667,89.12121212121212,2741205.5833333335
210,2018-01-31,50110320,19.072289156626507,794277.0722891566,20.210526315789473,803637.7894736842
211,2018-02-28,50110320,19.5125,807833.575,21.183333333333334,880835.7
212,2018-03-31,50110320,17.182926829268293,634892.3658536585,18.985714285714284,672720.0285714286
213,2018-04-30,50110320,18.397260273972602,676129.5616438356,20.508474576271187,735277.966101695
214,2018-05-31,50110320,17.73170731707317,677719.0975609756,21.695652173913043,820541.4202898551
215,2018-06-30,50110320,20.029850746268657,769129.223880597,21.691176470588236,839061.9117647059
216,2018-07-31,50110320,18.847058823529412,739017.0352941176,21.364864864864863,911431.3378378379
217,2018-08-31,50110320,19.417721518987342,809937.8734177215,21.48611111111111,831587.25
218,2018-09-30,50110320,18.28048780487805,790559.1463414634,21.307692307692307,903210.3692307692
219,2018-10-31,50110320,15.833333333333334,516083.05555555556,18.432835820895523,754919.4029850747
220,2018-11-30,50110320,14.04109589041096,510358.0684931507,20.65573770491803,944229.8852459016
221,2018-12-31,50110320,13.5,437514.4375,16.907894736842106,688235.7236842106
222,2019-01-31,50110320,14.545454545454545,626513.0,20.933333333333334,840070.36
223,2019-02-28,50110320,16.4375,581017.875,20.434782608695652,671689.4347826086
224,2019-03-31,50110320,16.876543209876544,632243.2839506173,20.973684210526315,839702.0394736842
225,2019-04-30,50110320,15.852631578947369,571374.0947368421,21.223684210526315,815209.3157894737
226,2019-05-31,50110320,15.24390243902439,638611.9146341464,20.25,842800.9875
227,2019-06-30,50110320,16.77777777777778,594927.5555555555,20.88607594936709,987599.7341772151
228,2019-07-31,50110320,18.560439560439562,695923.978021978,24.986842105263158,1075372.25
229,2019-08-31,50110320,18.82,710439.14,20.108695652173914,738889.25
230,2019-09-30,50110320,16.854368932038835,895324.6893203884,17.710843373493976,687338.8072289156
231,2019-10-31,50110320,14.589285714285714,572742.75,21.93975903614458,737794.8795180722
232,2019-11-30,50110320,18.97872340425532,574585.3191489362,24.583333333333332,894439.5416666666
233,2019-12-31,50110320,13.923809523809524,786145.1238095238,20.726027397260275,740866.301369863
234,2020-01-31,50110320,15.316326530612244,546076.775510204,19.211267605633804,760122.676056338
235,2020-02-29,50110320,16.479166666666668,705344.7083333334,16.88235294117647,733051.3235294118
236,2020-03-31,50110320,18.203883495145632,635348.5436893204,18.897058823529413,628073.5294117647
237,2020-04-30,50110320,15.0,535398.1652173913,18.6625,958872.525
238,2020-05-31,50110320,18.46078431372549,661168.9019607843,21.661971830985916,1018998.7746478873
239,2020-06-30,50110320,16.833333333333332,573956.5294117647,19.96,893019.48
240,2020-07-31,50110320,15.723214285714286,618690.4375,17.175,752915.9875
241,2020-08-31,50110320,16.28301886792453,653063.8018867924,16.235294117647058,805465.1882352941
242,2020-09-30,50110320,18.88235294117647,801760.5980392157,20.955223880597014,813657.2985074627
243,2020-10-31,50110320,17.56637168141593,585091.1061946902,22.708333333333332,994740.8194444445
244,2020-11-30,50110320,16.64485981308411,555657.7196261683,20.946666666666665,1022205.4266666666
245,2020-12-31,50110320,18.54954954954955,692886.3603603604,22.630769230769232,794894.9538461538
246,2021-01-31,50110320,16.37,671014.74,19.5,718425.696969697
247,2021-02-28,50110320,18.722772277227723,616306.4851485149,20.87719298245614,801672.6666666666
248,2021-03-31,50110320,17.286956521739132,661182.4260869565,27.630769230769232,1096384.8923076922
249,2021-04-30,50110320,18.434426229508198,598398.6475409836,21.106060606060606,825841.5454545454
250,2021-05-31,50110320,17.023809523809526,517346.0,27.492957746478872,1001445.1549295775
251,2021-06-30,50110320,20.362204724409448,798820.2755905512,29.0,1107225.4166666667
252,2018-01-31,50110330,15.175824175824175,644935.5824175824,9.186046511627907,306589.5348837209
253,2018-02-28,50110330,16.677777777777777,745984.6111111111,10.471698113207546,322850.71698113205
254,2018-03-31,50110330,21.632653061224488,1176408.836734694,11.538461538461538,498559.4923076923
255,2018-04-30,50110330,20.917525773195877,908036.4432989691,14.365079365079366,495201.28571428574
256,2018-05-31,50110330,24.15686274509804,1024627.1666666666,16.076923076923077,634346.3076923077
257,2018-06-30,50110330,21.876288659793815,1175144.8041237113,13.318840579710145,469030.8115942029
258,2018-07-31,50110330,23.215686274509803,902624.6176470588,15.628205128205128,459166.03846153844
259,2018-08-31,50110330,23.36036036036036,1079030.2882882883,16.385714285714286,576002.8714285714
260,2018-09-30,50110330,22.540816326530614,1174452.6734693877,17.038961038961038,559880.2857142857
261,2018-10-31,50110330,21.682692307692307,913855.6730769231,14.666666666666666,466335.0266666667
262,2018-11-30,50110330,23.520408163265305,988708.5,17.025316455696203,578853.8987341772
263,2018-12-31,50110330,21.990291262135923,1097449.349514563,18.39080459770115,666047.1609195402
264,2019-01-31,50110330,21.519607843137255,931662.3431372549,16.41025641025641,686691.7435897436
265,2019-02-28,50110330,20.691358024691358,936943.7530864198,15.0,617700.7638888889
266,2019-03-31,50110330,17.725490196078432,709892.3725490196,15.486486486486486,378440.25675675675
267,2019-04-30,50110330,19.798076923076923,1071719.076923077,13.027397260273972,535826.7808219178
268,2019-05-31,50110330,21.98198198198198,896763.6306306307,17.91044776119403,618720.7910447761
269,2019-06-30,50110330,21.18811881188119,932726.207920792,12.465753424657533,419439.94520547945
270,2019-07-31,50110330,24.42,976450.19,12.611764705882353,415117.7411764706
271,2019-08-31,50110330,26.11881188118812,1248754.9207920793,15.5,525740.6578947369
272,2019-09-30,50110330,20.021505376344088,775863.0215053763,14.761904761904763,510271.20634920633
273,2019-10-31,50110330,18.34313725490196,1024290.7549019608,14.771428571428572,569924.2714285714
274,2019-11-30,50110330,18.272727272727273,924748.5858585859,13.797101449275363,441542.6231884058
275,2019-12-31,50110330,16.525252525252526,765180.8888888889,13.214285714285714,446046.65714285715
276,2020-01-31,50110330,14.428571428571429,735607.193877551,11.26086956521739,372100.4347826087
277,2020-02-29,50110330,17.488372093023255,639589.0813953489,13.076923076923077,399813.0307692308
278,2020-03-31,50110330,24.361702127659573,942159.5744680851,14.078947368421053,473427.63157894736
279,2020-04-30,50110330,26.206521739130434,1028200.2391304348,15.35820895522388,538030.5522388059
280,2020-05-31,50110330,29.520408163265305,1112068.4897959183,17.602739726027398,568108.794520548
281,2020-06-30,50110330,27.754716981132077,1261002.8773584906,16.388235294117646,577755.2588235295
282,2020-07-31,50110330,25.564814814814813,1282176.2592592593,19.87142857142857,655083.0
283,2020-08-31,50110330,30.70754716981132,2033287.3396226414,15.974025974025974,641054.1428571428
284,2020-09-30,50110330,30.457943925233646,1375564.2803738317,15.742857142857142,523585.9428571428
285,2020-10-31,50110330,29.846938775510203,1524166.7346938776,17.810344827586206,1027811.4137931034
286,2020-11-30,50110330,30.391304347826086,1708685.3695652173,16.704918032786885,620625.3770491803
287,2020-12-31,50110330,25.67676767676768,1045012.9494949495,16.45,587001.6166666667
288,2021-01-31,50110330,21.221153846153847,926646.0576923077,13.275862068965518,462962.0689655172
289,2021-02-28,50110330,22.31958762886598,1014475.7835051547,16.125,630799.4642857143
290,2021-03-31,50110330,25.883333333333333,1363959.8,17.26865671641791,849359.9402985075
291,2021-04-30,50110330,28.183673469387756,1967574.9897959183,18.028985507246375,508994.94202898553
292,2021-05-31,50110330,30.524271844660195,1971700.8737864078,18.75,627422.3157894737
293,2021-06-30,50110330,27.902654867256636,1694786.2920353983,18.333333333333332,554378.6527777778
294,2018-01-31,50110510,70.0,3023380.503597122,66.4014598540146,2076998.0802919709
295,2018-02-28,50110510,75.83064516129032,3412919.9516129033,64.725,2144426.6666666665
296,2018-03-31,50110510,70.92517006802721,2501844.7551020407,67.76258992805755,2168631.5899280575
297,2018-04-30,50110510,74.78873239436619,2963172.1126760566,71.7593984962406,2382280.5413533836
298,2018-05-31,50110510,80.02816901408451,2787189.0774647887,70.95,2240803.1428571427
299,2018-06-30,50110510,81.33333333333333,3204412.275362319,74.46456692913385,2349103.1338582677
300,2018-07-31,50110510,84.41379310344827,3581964.6896551726,77.83802816901408,2690439.8591549294
301,2018-08-31,50110510,83.4625850340136,2957912.06122449,77.41605839416059,2574832.2189781023
302,2018-09-30,50110510,83.4225352112676,3406602.5774647887,70.75,2496565.742424242
303,2018-10-31,50110510,75.51351351351352,3090456.3378378376,68.56428571428572,2324691.05
304,2018-11-30,50110510,72.07482993197279,2852892.034013605,74.01470588235294,2421903.492647059
305,2018-12-31,50110510,76.79738562091504,3120339.202614379,77.22142857142858,2572771.3714285716
306,2019-01-31,50110510,72.91558441558442,2902115.7532467535,78.58208955223881,2447016.7164179105
307,2019-02-28,50110510,73.68345323741008,3138959.0,70.704,2308415.096
308,2019-03-31,50110510,82.12903225806451,3145014.2838709676,73.38297872340425,2492043.2482269504
309,2019-04-30,50110510,81.64,3549603.94,84.63565891472868,2711695.604651163
310,2019-05-31,50110510,83.13548387096775,3251923.541935484,76.55797101449275,2775584.007246377
311,2019-06-30,50110510,81.21333333333334,3091448.18,75.30935251798562,2376999.201438849
312,2019-07-31,50110510,81.3896103896104,3640485.2922077924,72.38732394366197,2450634.415492958
313,2019-08-31,50110510,80.09677419354838,3013025.1096774195,72.82142857142857,2331203.807142857
