base_date,emd_cd,m40_resd_pop,m40_work_pop,m40_visit_pop
2019-06-30,2019-06-30,50110259,1068376.645499999,210198.05259999997,993873.5623000001
2019-07-31,2019-07-31,50110259,1077176.8830000004,229104.62909999985,1113388.505099999
2019-08-31,2019-08-31,50110259,1067787.660299999,216872.3653,1184646.676400002
2019-09-30,2019-09-30,50110259,997386.5586000015,191013.6962999996,811261.9831000009
2019-10-31,2019-10-31,50110259,1019085.9801,204055.1068,954742.5462
2019-11-30,2019-11-30,50110259,1009174.8012,203754.77160000004,932678.6659999996
2019-12-31,2019-12-31,50110259,1034187.8225999996,197731.49410000053,918038.4161000004
2020-01-31,2020-01-31,50110259,1051656.5065000004,193981.66710000028,891428.576199999
2020-02-29,2020-02-29,50110259,1027080.1187000006,188242.21489999993,722767.7388999994
2020-03-31,2020-03-31,50110259,1157819.6834000007,204181.1448999998,683657.1978000003
2020-04-30,2020-04-30,50110259,1079381.632500001,198503.87870000003,695661.8811999998
2020-05-31,2020-05-31,50110259,1120927.4441000014,187081.56460000004,821994.7504999992
2020-06-30,2020-06-30,50110259,1060534.239800001,194162.61499999985,816205.4958999995
2020-07-31,2020-07-31,50110259,1097951.9634000002,223335.00740000006,909907.8419999996
2020-08-31,2020-08-31,50110259,1147895.1983000007,209651.1555999995,1151108.1121000003
2020-09-30,2020-09-30,50110259,1121651.3910999997,174533.99590000004,780726.5775000005
2020-10-31,2020-10-31,50110259,1135380.6615000006,194429.0532,938171.6410999999
2020-11-30,2020-11-30,50110259,1120840.1335999996,189926.19660000002,936467.8019000004
2020-12-31,2020-12-31,50110259,1239850.1406999996,201897.24879999988,766356.4775000011
2021-01-31,2021-01-31,50110259,1266246.5074999987,181275.9051,709975.1523000007
2021-02-28,2021-02-28,50110259,1109444.8795000007,146628.36900000004,745501.1446000001
2021-03-31,2021-03-31,50110259,1159117.1270000003,188222.09969999944,834140.1959999991
2021-04-30,2021-04-30,50110259,1128028.8312000001,213826.29750000016,883305.6018999984
2021-05-31,2021-05-31,50110259,1169650.4470999998,216303.34890000016,986540.6267999992
2021-06-30,2021-06-30,50110259,1136204.8759999997,211505.9865000001,945894.7016000004
2018-01-31,2018-01-31,50110310,413271.92720000015,58658.717500000006,244887.2259
2018-02-28,2018-02-28,50110310,377292.6487000001,51438.29329999998,244774.9998999999
2018-03-31,2018-03-31,50110310,435958.0508000005,60374.536199999966,262698.3536000002
2018-04-30,2018-04-30,50110310,415025.3014000002,68107.64819999991,272945.3570000002
2018-05-31,2018-05-31,50110310,419129.0770000001,69417.80749999988,277624.7289999996
2018-06-30,2018-06-30,50110310,397910.62010000006,65114.537400000016,305720.52390000003
2018-07-31,2018-07-31,50110310,416114.0616999996,66111.37280000007,304203.76179999934
2018-08-31,2018-08-31,50110310,407566.4849000001,70205.9624999999,332548.6815999999
2018-09-30,2018-09-30,50110310,415277.78310000006,54621.36799999997,317196.6043000003
2018-10-31,2018-10-31,50110310,439248.1593,67376.14649999999,257369.5070000003
2018-11-30,2018-11-30,50110310,438202.0613000004,61474.27950000007,256212.96259999982
2018-12-31,2018-12-31,50110310,454616.1702999997,72566.22799999989,216238.7299000003
2019-01-31,2019-01-31,50110310,449995.4450999998,63022.273400000086,262222.1779999997
2019-02-28,2019-02-28,50110310,381962.6154000001,58123.72360000007,238020.39209999997
2019-03-31,2019-03-31,50110310,430440.9482999996,58996.187099999945,273980.5848000002
2019-04-30,2019-04-30,50110310,427649.4309999999,67877.42960000009,273206.8866000001
2019-05-31,2019-05-31,50110310,448082.68930000043,50677.12599999987,303477.3262999997
2019-06-30,2019-06-30,50110310,434551.59160000016,66189.00910000005,300041.1363999998
2019-07-31,2019-07-31,50110310,431410.00279999996,63007.25209999998,316469.1100000003
2019-08-31,2019-08-31,50110310,443883.17769999977,63725.49909999995,343126.1250999997
2019-09-30,2019-09-30,50110310,438687.3396000005,50502.16810000001,273146.5856999996
2019-10-31,2019-10-31,50110310,436924.82739999914,54269.40750000001,310476.75190000044
2019-11-30,2019-11-30,50110310,424658.0599000004,60195.41209999991,248363.61510000032
2019-12-31,2019-12-31,50110310,427159.2576,53929.898199999945,251396.59960000054
2020-01-31,2020-01-31,50110310,434984.5835000002,53572.765499999965,274116.6231
2020-02-29,2020-02-29,50110310,433326.3058000005,46827.52060000004,249993.3650999997
2020-03-31,2020-03-31,50110310,479404.3111000001,68618.08989999999,266878.6451999996
2020-04-30,2020-04-30,50110310,458395.92610000033,52078.74849999996,260059.43430000002
2020-05-31,2020-05-31,50110310,457664.8183000003,65520.67609999997,312480.64360000007
2020-06-30,2020-06-30,50110310,449355.9831000002,58022.08189999995,242243.0551000003
2020-07-31,2020-07-31,50110310,455257.2684000003,65546.69740000014,287884.58869999973
2020-08-31,2020-08-31,50110310,464433.0692999999,60287.361900000105,336443.3312999997
2020-09-30,2020-09-30,50110310,440055.83270000014,68203.68770000002,305026.12780000013
2020-10-31,2020-10-31,50110310,461256.5938999997,66296.00199999996,317232.08169999963
2020-11-30,2020-11-30,50110310,446366.4027000001,59148.45989999995,274148.44459999993
2020-12-31,2020-12-31,50110310,489363.2341999998,66873.31439999999,254444.12399999995
2021-01-31,2021-01-31,50110310,522281.9595000002,58062.284600000086,250490.2099
2021-02-28,2021-02-28,50110310,465634.0964999999,44069.545899999976,275140.23559999967
2021-03-31,2021-03-31,50110310,501285.26,54666.019200000046,286650.64690000005
2021-04-30,2021-04-30,50110310,483042.13020000013,59981.50699999997,311668.3494999999
2021-05-31,2021-05-31,50110310,507469.67630000017,69002.46959999995,323102.30639999954
2021-06-30,2021-06-30,50110310,517470.40649999934,58435.354100000004,310343.7045999995
2018-01-31,2018-01-31,50110320,107328.05960000008,6652.273500000006,104472.03959999995
2018-02-28,2018-02-28,50110320,90928.72679999992,2474.515800000001,76233.5523
2018-03-31,2018-03-31,50110320,84047.21040000008,10885.482700000002,105891.93620000013
2018-04-30,2018-04-30,50110320,89077.14039999992,7210.374600000005,110680.72339999993
2018-05-31,2018-05-31,50110320,95005.12829999987,3897.9157999999925,104295.0919999999
2018-06-30,2018-06-30,50110320,84382.75150000001,5848.007799999999,103500.1512000001
2018-07-31,2018-07-31,50110320,92231.80909999995,7073.570200000004,113839.97439999998
2018-08-31,2018-08-31,50110320,97561.50160000003,2141.9541,130375.39939999982
2018-09-30,2018-09-30,50110320,89967.58320000007,9647.39729999999,111770.56830000012
2018-10-31,2018-10-31,50110320,99775.41400000018,9015.568399999996,116239.55420000004
2018-11-30,2018-11-30,50110320,108704.96970000006,1698.4270000000013,120501.76849999987
2018-12-31,2018-12-31,50110320,110551.04349999988,4749.110000000006,130776.35959999975
2019-01-31,2019-01-31,50110320,111904.58059999997,3024.035900000001,134728.28019999998
2019-02-28,2019-02-28,50110320,95405.9453,2344.2452999999973,97476.34769999988
2019-03-31,2019-03-31,50110320,105631.67949999995,6532.738699999995,136924.9837000004
2019-04-30,2019-04-30,50110320,112989.74989999998,2053.833399999999,103954.8819
2019-05-31,2019-05-31,50110320,113036.45479999998,2340.6238999999987,115863.16320000013
2019-06-30,2019-06-30,50110320,101980.22950000002,4248.529800000006,124691.54910000024
2019-07-31,2019-07-31,50110320,116811.3715000001,9466.196900000004,113590.40279999991
2019-08-31,2019-08-31,50110320,111803.83150000006,2262.390400000001,128675.36900000011
2019-09-30,2019-09-30,50110320,99238.91479999985,3547.293400000002,100815.3345999999
2019-10-31,2019-10-31,50110320,111614.77600000007,6985.433900000007,105090.95269999994
2019-11-30,2019-11-30,50110320,107056.53930000005,6063.625300000001,121322.99689999998
2019-12-31,2019-12-31,50110320,113767.42890000009,9540.751599999987,142974.15800000017
2020-01-31,2020-01-31,50110320,112670.981,5503.180400000002,111851.21969999981
2020-02-29,2020-02-29,50110320,102725.34899999996,8695.00379999999,91915.32569999988
2020-03-31,2020-03-31,50110320,107782.68230000001,6450.866800000007,93867.1405999999
2020-04-30,2020-04-30,50110320,101315.26579999998,4478.719499999999,114712.5737
2020-05-31,2020-05-31,50110320,104910.16630000006,3550.9210000000035,101214.39119999985
2020-06-30,2020-06-30,50110320,98315.21190000002,1016.2544000000001,111415.43599999983
2020-07-31,2020-07-31,50110320,98822.09030000007,3375.922100000001,90392.30230000016
2020-08-31,2020-08-31,50110320,104775.24889999999,583.6026999999998,132876.82039999988
2020-09-30,2020-09-30,50110320,107544.64710000003,5599.831299999999,107986.41650000006
2020-10-31,2020-10-31,50110320,111047.11800000009,3052.7752000000055,102214.81939999992
2020-11-30,2020-11-30,50110320,115851.70860000004,4405.3545,124989.07180000018
2020-12-31,2020-12-31,50110320,120626.22490000007,1815.8872000000001,118152.82379999998
2021-01-31,2021-01-31,50110320,114774.91779999988,4042.6916999999967,121052.4265000001
2021-02-28,2021-02-28,50110320,92381.08360000003,3196.684700000006,88749.6135999999
2021-03-31,2021-03-31,50110320,94837.13420000004,5689.6441,103690.97780000004
2021-04-30,2021-04-30,50110320,102343.32829999995,3373.0541999999964,97564.51419999989
2021-05-31,2021-05-31,50110320,100297.95980000007,4801.3240000000005,106339.15379999984
2021-06-30,2021-06-30,50110320,96942.72430000002,3663.7643999999946,93960.1903
2018-01-31,2018-01-31,50110330,90004.1186,10848.9832,69113.67139999999
2018-02-28,2018-02-28,50110330,81746.05810000007,7874.082200000003,55627.334399999985
2018-03-31,2018-03-31,50110330,96162.08519999996,10382.637799999991,76226.68410000001
2018-04-30,2018-04-30,50110330,111550.61650000009,4985.969700000008,73302.7266999999
2018-05-31,2018-05-31,50110330,118298.6429000002,8972.969400000004,62277.71279999988
2018-06-30,2018-06-30,50110330,117385.0022,11724.6576,86813.07650000004
2018-07-31,2018-07-31,50110330,121974.49039999997,9919.784000000001,89145.2043
2018-08-31,2018-08-31,50110330,111672.37269999993,12462.101099999994,108021.59900000006
2018-09-30,2018-09-30,50110330,110043.37299999977,6885.568099999992,83891.36240000011
2018-10-31,2018-10-31,50110330,103596.89200000004,5565.009100000002,97339.62010000015
2018-11-30,2018-11-30,50110330,97508.80950000002,13604.510100000005,84258.81780000002
2018-12-31,2018-12-31,50110330,95294.82980000002,9473.004500000023,61744.18890000006
2019-01-31,2019-01-31,50110330,83464.34509999992,8758.375200000013,80214.3807000001
2019-02-28,2019-02-28,50110330,67602.6869,10019.021799999997,73293.14820000007
2019-03-31,2019-03-31,50110330,74568.75879999992,8294.65880000001,76480.78859999997
2019-04-30,2019-04-30,50110330,68411.93660000003,11376.227200000023,65975.08149999996
2019-05-31,2019-05-31,50110330,76361.63270000002,11163.686699999984,77848.04559999994
2019-06-30,2019-06-30,50110330,76411.68800000005,8459.714300000016,73665.1744999999
2019-07-31,2019-07-31,50110330,73498.01429999998,10275.862099999993,88188.40080000002
2019-08-31,2019-08-31,50110330,74028.79820000002,10832.9826,127952.51089999996
2019-09-30,2019-09-30,50110330,74071.27720000001,5502.381699999997,78585.89460000009
2019-10-31,2019-10-31,50110330,81729.06380000003,9206.079699999982,86158.94460000013
2019-11-30,2019-11-30,50110330,81514.40929999997,6630.623500000012,70495.94449999994
2019-12-31,2019-12-31,50110330,82024.21760000003,6765.840199999997,65230.70299999997
2020-01-31,2020-01-31,50110330,74395.3063,5179.7838999999885,67261.91499999994
2020-02-29,2020-02-29,50110330,70004.31039999999,8008.446500000003,50720.381699999896
2020-03-31,2020-03-31,50110330,83568.59329999995,1365.0592000000004,61702.9099
2020-04-30,2020-04-30,50110330,79621.0764,8520.025599999995,51582.659200000075
2020-05-31,2020-05-31,50110330,85195.17579999991,4300.060299999999,75263.3681
2020-06-30,2020-06-30,50110330,87338.09189999997,5645.608399999985,62145.55570000001
2020-07-31,2020-07-31,50110330,82291.24880000002,5452.5136999999995,86622.34679999994
2020-08-31,2020-08-31,50110330,77047.46970000005,12374.221799999988,113196.72049999994
2020-09-30,2020-09-30,50110330,72839.79140000003,8653.152099999981,82404.86400000003
2020-10-31,2020-10-31,50110330,82938.81050000002,8845.770800000006,103053.08900000015
2020-11-30,2020-11-30,50110330,92978.79189999997,5861.114000000001,91767.88780000024
2020-12-31,2020-12-31,50110330,99029.13809999998,9514.8865,94020.13350000007
2021-01-31,2021-01-31,50110330,90979.73819999999,6509.816200000002,61647.18860000005
2021-02-28,2021-02-28,50110330,74429.93999999999,7278.562299999989,64603.4297
2021-03-31,2021-03-31,50110330,85212.80340000005,12162.65959999997,78648.55560000008
2021-04-30,2021-04-30,50110330,81591.29789999999,10008.943999999983,72742.64340000003
2021-05-31,2021-05-31,50110330,83632.67740000006,12258.658499999989,98949.66919999997
2021-06-30,2021-06-30,50110330,85469.6770000001,8534.732399999997,97671.16689999992
2018-01-31,2018-01-31,50110510,91442.63430000005,25481.65609999996,180838.7924000002
2018-02-28,2018-02-28,50110510,69149.2856999999,23441.768799999983,162064.58060000007
2018-03-31,2018-03-31,50110510,72516.92759999998,28705.250699999982,183566.5822000002
2018-04-30,2018-04-30,50110510,72500.10609999989,29106.641299999967,183710.5058000004
2018-05-31,2018-05-31,50110510,77999.24189999988,30521.100000000002,190415.54009999995
2018-06-30,2018-06-30,50110510,69475.01880000008,28729.667599999964,178455.05089999986
2018-07-31,2018-07-31,50110510,72836.4207,29911.723199999986,159050.75809999995
2018-08-31,2018-08-31,50110510,65635.75729999995,24109.557899999974,164280.38209999996
2018-09-30,2018-09-30,50110510,59053.17980000005,21772.107999999993,155349.7583000001
2018-10-31,2018-10-31,50110510,65010.527399999926,23727.335600000002,159793.4574000001
2018-11-30,2018-11-30,50110510,62799.87050000001,20454.7815,155356.916
2018-12-31,2018-12-31,50110510,74511.95830000001,17864.778900000016,152998.35189999998
2019-01-31,2019-01-31,50110510,68988.26589999995,21157.923200000012,147931.71260000003
2019-02-28,2019-02-28,50110510,56246.03489999994,19407.880099999948,141870.84489999997
2019-03-31,2019-03-31,50110510,63084.118999999984,16251.678000000014,146347.88529999982
2019-04-30,2019-04-30,50110510,62818.751,16583.944100000015,147452.82679999998
2019-05-31,2019-05-31,50110510,64953.39559999992,16451.484399999998,151235.4557000001
2019-06-30,2019-06-30,50110510,63713.06969999999,16195.519999999991,147679.01289999986
2019-07-31,2019-07-31,50110510,65495.680299999985,14754.793899999984,155453.0005000002
2019-08-31,2019-08-31,50110510,62732.50120000002,13942.821499999991,164338.10800000024
2019-09-30,2019-09-30,50110510,64859.70030000001,16070.027400000023,147755.32710000005
2019-10-31,2019-10-31,50110510,61885.05829999996,14370.7491,165541.8410000001
2019-11-30,2019-11-30,50110510,61671.94730000003,13295.017100000005,183940.54839999965
2019-12-31,2019-12-31,50110510,75820.38979999987,15180.576300000002,187952.54050000012
2020-01-31,2020-01-31,50110510,65401.69770000007,19812.467799999995,177570.23830000006
2020-02-29,2020-02-29,50110510,42078.02970000002,9238.543400000006,91923.47690000004
2020-03-31,2020-03-31,50110510,69621.04339999998,10765.328800000008,140896.3304000001
2020-04-30,2020-04-30,50110510,67647.11920000002,14659.916500000001,126471.18480000006
2020-05-31,2020-05-31,50110510,63089.871900000064,16756.225300000006,142127.20309999972
2020-06-30,2020-06-30,50110510,65917.22960000004,15312.181799999993,136438.7462000002
2020-07-31,2020-07-31,50110510,73573.84349999999,18456.27420000003,145795.8611999999
2020-08-31,2020-08-31,50110510,72064.79570000003,15258.74649999999,142198.98239999998
2020-09-30,2020-09-30,50110510,64969.439099999996,15004.51219999999,136952.3726999999
2020-10-31,2020-10-31,50110510,73055.36829999999,14443.231700000013,141228.39539999998
2020-11-30,2020-11-30,50110510,69652.79499999997,15454.323199999993,145611.79569999987
2020-12-31,2020-12-31,50110510,75058.97599999994,15616.968100000004,127778.87959999999
2021-01-31,2021-01-31,50110510,71723.30759999993,17102.791800000017,123657.67479999996
