base_date,emd_cd,use_cnt_mean,emd_amt_mean
2018-01-31,50110256,133.5704467,4938732.014
2018-02-28,50110256,135.8560606,5204876.299
2018-03-31,50110256,138.3344156,4725374.029
2018-04-30,50110256,152.9520548,5286699.229
2018-05-31,50110256,150.9042904,5540402.35
2018-06-30,50110256,157.5273973,5616603.74
2018-07-31,50110256,163.7576792,5556964.02
2018-08-31,50110256,164.0635452,5900239.462
2018-09-30,50110256,156.7322034,6066471.464
2018-10-31,50110256,152.9737705,5339384.203
2018-11-30,50110256,144.4489796,5212978.701
2018-12-31,50110256,149.7666667,5412111.073
2019-01-31,50110256,156.755102,5820118.435
2019-02-28,50110256,147.387218,5453389.038
2019-03-31,50110256,150.7532468,4987536.529
2019-04-30,50110256,158.4046823,5489105.231
2019-05-31,50110256,164.157377,5583585.889
2019-06-30,50110256,166.2210884,5459705.646
2019-07-31,50110256,174.3104575,5730632.944
2019-08-31,50110256,178.8019481,6233296.539
2019-09-30,50110256,164.6464646,5786058.088
2019-10-31,50110256,172.0714286,5584086.523
2019-11-30,50110256,166.2943144,5424288.729
2019-12-31,50110256,163.8205128,5378189.221
2020-01-31,50110256,158.0852459,5449322.079
2020-02-29,50110256,154.2570423,4919624.246
2020-03-31,50110256,169.8310811,5398126.486
2020-04-30,50110256,174.6722973,5382862.24
2020-05-31,50110256,204.7866242,6887010.274
2020-06-30,50110256,204.4794521,6662139.363
2020-07-31,50110256,194.059375,6228747.238
2020-08-31,50110256,218.7320261,7190847.356
2020-09-30,50110256,211.5782313,7331996.585
2020-10-31,50110256,198.1732026,6460338.873
2020-11-30,50110256,200.4232082,6591419.362
2020-12-31,50110256,188.9863481,6102559.737
2021-01-31,50110256,181.0169492,5844460.522
2021-02-28,50110256,186.6217228,6404611.809
2021-03-31,50110256,181.8102894,5868944.431
2021-04-30,50110256,183.4477124,6210654.611
2021-05-31,50110256,193.6622517,6688469.447
2021-06-30,50110256,197.8536585,6764170.307
2018-01-31,50110259,299.9619048,9677729.063
2018-02-28,50110259,279.4557823,9884165.912
2018-03-31,50110259,300.3009119,9629932.976
2018-04-30,50110259,322.9102564,10745478.58
2018-05-31,50110259,321.7237237,10699117.09
2018-06-30,50110259,327.6238245,10570233.25
2018-07-31,50110259,342.0628743,10969097.69
2018-08-31,50110259,356.6586103,11544039.66
2018-09-30,50110259,334.4143302,11130769.55
2018-10-31,50110259,334.0484848,10605485.24
2018-11-30,50110259,333.5660377,10258642.34
2018-12-31,50110259,337.5683891,11155019.12
2019-01-31,50110259,329.9817629,10695184.26
2019-02-28,50110259,328.1081081,10762353.61
2019-03-31,50110259,354.3527607,10992887.04
2019-04-30,50110259,358.128125,11282869.11
2019-05-31,50110259,369.1757576,11630198.68
2019-06-30,50110259,369.2670807,11615457.85
2019-07-31,50110259,388.3058104,11855959.92
2019-08-31,50110259,384.8630952,12483131.18
2019-09-30,50110259,360.2879747,11564954.25
2019-10-31,50110259,384.0856269,11993400.44
2019-11-30,50110259,377.4303797,11583827.19
2019-12-31,50110259,370.2606061,12190209.18
2020-01-31,50110259,351.5864198,11688002.39
2020-02-29,50110259,344.6688312,10817230.68
2020-03-31,50110259,363.1018519,11584813.56
2020-04-30,50110259,389.9131833,12541708.95
2020-05-31,50110259,436.058104,14134329.69
2020-06-30,50110259,419.9525316,13137449.49
2020-07-31,50110259,402.4864865,12435785.97
2020-08-31,50110259,436.5895062,13938881.36
2020-09-30,50110259,451.9230769,15534705.21
2020-10-31,50110259,414.4106583,13409631.81
2020-11-30,50110259,409.1650485,13364405.53
2020-12-31,50110259,393.4967949,13112601.78
2021-01-31,50110259,382.8983607,12445727.08
2021-02-28,50110259,382.3558719,13081697.58
2021-03-31,50110259,383.2893082,12192685.89
2021-04-30,50110259,408.3559871,13349222.32
2021-05-31,50110259,419.4493671,14079114.74
2021-06-30,50110259,409.7180328,12958742.23
2018-01-31,50110310,74.88129496,2641031.899
2018-02-28,50110310,71.02362205,2682634.39
2018-03-31,50110310,78.79422383,2860108.776
2018-04-30,50110310,86.85271318,3138754.519
2018-05-31,50110310,92.15272727,3399167.404
2018-06-30,50110310,95.64864865,3359446.181
2018-07-31,50110310,95.31294964,3604548.043
2018-08-31,50110310,98.28027682,3355795.183
2018-09-30,50110310,95.18478261,3760822
2018-10-31,50110310,90.50347222,3056105.552
2018-11-30,50110310,86.0569395,2952187.203
2018-12-31,50110310,86.15140845,3271838.57
2019-01-31,50110310,89.59010601,3048832.385
2019-02-28,50110310,83.45669291,3104000.201
2019-03-31,50110310,91.66202091,3196551.599
2019-04-30,50110310,99.91208791,3319225.612
2019-05-31,50110310,98.92446043,3534500.734
2019-06-30,50110310,100.6523297,3526940.677
2019-07-31,50110310,99.09310345,3374817.89
2019-08-31,50110310,105.0498221,3895107.683
2019-09-30,50110310,92.64620939,3537643.321
2019-10-31,50110310,96.34615385,3289079.969
2019-11-30,50110310,93.72659176,3238790.303
2019-12-31,50110310,97.25270758,3576337.783
2020-01-31,50110310,90.42105263,3447652.291
2020-02-29,50110310,85.12781955,2956305.353
2020-03-31,50110310,93.44405594,3450337.762
2020-04-30,50110310,98.98913043,3396782.601
2020-05-31,50110310,102.9283276,3811304.734
2020-06-30,50110310,95.9787234,3494327.238
2020-07-31,50110310,98.82033898,3393414.2
2020-08-31,50110310,110.8200692,4159164.92
2020-09-30,50110310,116.6726619,4678714.327
2020-10-31,50110310,104.3827586,3861059.083
2020-11-30,50110310,104.1304348,3920973.757
2020-12-31,50110310,92.52631579,3428996.772
2021-01-31,50110310,89.58928571,3301104.979
2021-02-28,50110310,97.87937743,3639913.261
2021-03-31,50110310,99.95789474,3470144.677
2021-04-30,50110310,103.921147,3739473.384
2021-05-31,50110310,107.4041096,4013575.849
2021-06-30,50110310,106.6879433,3887469.287
2018-01-31,50110320,19.6163522,798751.3774
2018-02-28,50110320,20.22857143,839120.2
2018-03-31,50110320,18.01315789,652313
2018-04-30,50110320,19.34090909,702567.1061
2018-05-31,50110320,19.54304636,742982.2781
2018-06-30,50110320,20.86666667,804354.5778
2018-07-31,50110320,20.01886792,819260.1698
2018-08-31,50110320,20.40397351,820260.755
2018-09-30,50110320,19.61904762,840370.9116
2018-10-31,50110320,16.94267516,618006.8471
2018-11-30,50110320,17.05223881,707866.8806
2018-12-31,50110320,15.16025641,559660.7051
2019-01-31,50110320,17.29885057,718563.5862
2019-02-28,50110320,18.2885906,623006.7181
2019-03-31,50110320,18.85987261,732669.1783
2019-04-30,50110320,18.23976608,679745.3041
2019-05-31,50110320,17.71604938,739446.0247
2019-06-30,50110320,18.69822485,778484.3728
2019-07-31,50110320,21.48502994,868607.024
2019-08-31,50110320,19.4375,724071.4844
2019-09-30,50110320,17.23655914,802513.7849
2019-10-31,50110320,17.71794872,642995.7077
2019-11-30,50110320,21.40963855,713317.2711
2019-12-31,50110320,16.71348315,767575.7191
2020-01-31,50110320,16.95266272,636001.3846
2020-02-29,50110320,16.64634146,716832.8171
2020-03-31,50110320,18.47953216,632455.5556
2020-04-30,50110320,16.5025641,709131.2359
2020-05-31,50110320,19.77456647,808023.9364
2020-06-30,50110320,18.15819209,709152.6949
2020-07-31,50110320,16.328125,674617.75
2020-08-31,50110320,16.2617801,720886.4084
2020-09-30,50110320,19.70414201,806477.0414
2020-10-31,50110320,19.56756757,744522.3459
2020-11-30,50110320,18.41758242,747916.3901
2020-12-31,50110320,20.05681818,730559.9886
2021-01-31,50110320,17.61445783,689864.8795
2021-02-28,50110320,19.5,683179.0949
2021-03-31,50110320,21.02222222,818338.8722
2021-04-30,50110320,19.37234043,678245.6223
2021-05-31,50110320,20.79695431,691818.2843
2021-06-30,50110320,23.13368984,897773.7968
2018-01-31,50110330,13.25373134,536361.8507
2018-02-28,50110330,14.37762238,589158.7622
2018-03-31,50110330,17.60736196,906100.816
2018-04-30,50110330,18.3375,745482.6
2018-05-31,50110330,21.01197605,872721.4431
2018-06-30,50110330,18.31927711,881639.5904
2018-07-31,50110330,19.92777778,710459.2333
2018-08-31,50110330,20.66298343,884489.2983
2018-09-30,50110330,20.12,904040.8229
2018-10-31,50110330,18.74301676,726347.0223
2018-11-30,50110330,20.62146893,805779.0452
2018-12-31,50110330,20.34210526,899912.5579
2019-01-31,50110330,19.30555556,825508.4167
2019-02-28,50110330,18.0130719,786711.7582
2019-03-31,50110330,16.78409091,570531.8239
2019-04-30,50110330,17.00564972,850701.3503
2019-05-31,50110330,20.4494382,792107.0562
2019-06-30,50110330,17.52873563,717381.9713
2019-07-31,50110330,18.99459459,718540.6865
2019-08-31,50110330,21.55932203,938308.1186
2019-09-30,50110330,17.8974359,668604.7885
2019-10-31,50110330,16.88953488,839374.1628
2019-11-30,50110330,16.43452381,726288.994
2019-12-31,50110330,15.15384615,632995.1124
2020-01-31,50110330,13.11976048,585415.7784
2020-02-29,50110330,15.58940397,536374.2252
2020-03-31,50110330,19.76470588,732608.8235
2020-04-30,50110330,21.63522013,821650.7484
2020-05-31,50110330,24.43274854,879851.7778
2020-06-30,50110330,22.69633508,956939.801
2020-07-31,50110330,23.3258427,1035566.551
2020-08-31,50110330,24.50819672,1447484.301
2020-09-30,50110330,24.63841808,1038623.695
2020-10-31,50110330,25.37179487,1339624.372
2020-11-30,50110330,24.93464052,1274883.673
2020-12-31,50110330,22.19496855,872178.4843
2021-01-31,50110330,18.37654321,760635.7407
2021-02-28,50110330,20.05228758,874045.2353
2021-03-31,50110330,22.79679144,1179584.449
2021-04-30,50110330,23.98802395,1364928.144
2021-05-31,50110330,25.52513966,1400945.732
2021-06-30,50110330,24.17837838,1250951.968
2018-01-31,50110510,68.21376812,2553618.214
2018-02-28,50110510,70.36885246,2789070.795
2018-03-31,50110510,69.38811189,2339898.497
2018-04-30,50110510,73.32363636,2682231.825
2018-05-31,50110510,75.5212766,2515933.649
2018-06-30,50110510,78.04150943,2794509.404
2018-07-31,50110510,81.16027875,3140861.812
2018-08-31,50110510,80.54577465,2773116.504
2018-09-30,50110510,77.31751825,2968190.672
2018-10-31,50110510,72.13541667,2718209.323
2018-11-30,50110510,73.00706714,2645773.866
2018-12-31,50110510,77,2858702.696
2019-01-31,50110510,75.55208333,2690368.285
2019-02-28,50110510,72.27272727,2745709.045
2019-03-31,50110510,77.96283784,2833970.649
2019-04-30,50110510,83.02508961,3162183.957
2019-05-31,50110510,80.03754266,3027572.498
2019-06-30,50110510,78.37370242,2747820.471
2019-07-31,50110510,77.07094595,3069678.453
2019-08-31,50110510,76.6440678,2689448.898
2019-09-30,50110510,72.99646643,2845804.643
2019-10-31,50110510,79.19453925,2828726.297
2019-11-30,50110510,77.75451264,2599666.863
2019-12-31,50110510,71.7114094,2644206.52
2020-01-31,50110510,75.74652778,2736713.833
2020-02-29,50110510,64.45487365,2092914.61
2020-03-31,50110510,68.65051903,2383678.893
2020-04-30,50110510,68.23776224,2209117.521
2020-05-31,50110510,78.23569024,2826374.313
2020-06-30,50110510,69.85714286,2422410.02
2020-07-31,50110510,76.23103448,2538724.314
2020-08-31,50110510,76.92715232,2986498.659
2020-09-30,50110510,79.72084806,2818054.827
2020-10-31,50110510,74.01027397,2878501.363
2020-11-30,50110510,77.44839858,2518059.434
2020-12-31,50110510,75,2610904.473
2021-01-31,50110510,72.59498208,2628527.527
2021-02-28,50110510,70.60784314,2583476.427
2021-03-31,50110510,68.49473684,2464466.13
2021-04-30,50110510,73.16117216,2580558.238
2021-05-31,50110510,72.00353357,2595020.837
2021-06-30,50110510,69.53985507,2478262.159
2018-01-31,50110520,633.5363636,20330817.95
2018-02-28,50110520,640.8711864,21692712.24
2018-03-31,50110520,664.2378049,20256692.46
2018-04-30,50110520,660.4355828,19874771.64
2018-05-31,50110520,677.8278932,20905865.83
2018-06-30,50110520,700.2763975,20936413.53
2018-07-31,50110520,714.5166163,21490223.64
2018-08-31,50110520,726.9112426,22195901.22
2018-09-30,50110520,705.3753846,22485107.84
2018-10-31,50110520,649.9117647,19320060.4
2018-11-30,50110520,667.190184,20181093.04
2018-12-31,50110520,667.7232143,21109648.57
2019-01-31,50110520,659.4790419,20438740.86
2019-02-28,50110520,648.7458746,20539358.06
2019-03-31,50110520,658.1275964,19859025.95
2019-04-30,50110520,685.884375,20147040.92
2019-05-31,50110520,691.5,20769254.69
2019-06-30,50110520,706.4018692,20937459.6
2019-07-31,50110520,708.3878788,20348316.52
2019-08-31,50110520,740.3502994,21752139.76
2019-09-30,50110520,696.2445141,21918585.7
2019-10-31,50110520,720.4048338,20300164.96
2019-11-30,50110520,719.0474684,20973373.05
2019-12-31,50110520,713.0180723,21833622.69
2020-01-31,50110520,695.945122,21953974.64
2020-02-29,50110520,677.1973244,19676238.05
2020-03-31,50110520,703.7617555,20384568.24
2020-04-30,50110520,745.6557377,21858666.62
2020-05-31,50110520,777.3636364,23651710.49
2020-06-30,50110520,763.368254,21995339.97
2020-07-31,50110520,744.2719033,21503893.17
2020-08-31,50110520,795.0365854,24180829.69
2020-09-30,50110520,806.3029316,25082199.67
2020-10-31,50110520,740.173913,22512948.75
2020-11-30,50110520,725.3260188,22448200.68
2020-12-31,50110520,727.7993631,21431875.77
2021-01-31,50110520,707.8461538,20884245.23
2021-02-28,50110520,729.3451957,22645159.69
2021-03-31,50110520,713.4492308,21058873.74
2021-04-30,50110520,730.514377,21107979
2021-05-31,50110520,744.6238245,22168736.18
2021-06-30,50110520,718.2939297,20523148.23
2018-01-31,50110530,175.789644,5674358.084
2018-02-28,50110530,169.9466192,5715041.552
2018-03-31,50110530,182.7147436,5290666.01
2018-04-30,50110530,189.1381579,5779772.243
2018-05-31,50110530,193.2186495,6055289.984
2018-06-30,50110530,197.2763158,5948581.704
2018-07-31,50110530,200.888535,5918655.742
2018-08-31,50110530,198.5160256,5852294.006
2018-09-30,50110530,193.4506579,6178394.49
2018-10-31,50110530,188.5047923,5616060.39
2018-11-30,50110530,184.4360656,5677570.528
2018-12-31,50110530,183.9493671,6028851.019
2019-01-31,50110530,184.0380952,5703515.343
2019-02-28,50110530,186.2587413,5808282.934
2019-03-31,50110530,193.9648562,5698259.706
2019-04-30,50110530,195.0721311,5624425.993
2019-05-31,50110530,195.2698413,5979011.622
2019-06-30,50110530,197.7409836,5681809.239
2019-07-31,50110530,201.6357827,5779102.585
2019-08-31,50110530,211.827044,6346970.66
2019-09-30,50110530,193.98,5925283.32
2019-10-31,50110530,201.590625,5975728.188
2019-11-30,50110530,203.9967105,6090972.793
2019-12-31,50110530,199.0981013,6296795.085
2020-01-31,50110530,189.5873016,6017691.416
2020-02-29,50110530,193.0376712,5744115.144
2020-03-31,50110530,202.5322581,5797208.903
2020-04-30,50110530,206.4715719,6264771.201
2020-05-31,50110530,226.589172,6895643.506
2020-06-30,50110530,222.6414474,6442626.822
2020-07-31,50110530,221.6121795,6520783.26
2020-08-31,50110530,229.2939297,6742502.316
2020-09-30,50110530,229.6166667,7336104.05
2020-10-31,50110530,212.6485623,6495057.534
2020-11-30,50110530,209.9768977,6233533.548
2020-12-31,50110530,206.9409836,5975783.433
2021-01-31,50110530,202.2244224,6137134.446
2021-02-28,50110530,209.5848375,6365441.953
2021-03-31,50110530,209.2815534,6002526.466
2021-04-30,50110530,215.0963455,6186528.744
2021-05-31,50110530,218.6915584,6543649.961
2021-06-30,50110530,214.9191919,6028008.67
2018-01-31,50110540,1010.079027,31108370.87
2018-02-28,50110540,984.7491639,32725158.42
2018-03-31,50110540,1026.507553,31300621.19
2018-04-30,50110540,1073.142857,32129357.15
2018-05-31,50110540,1087.988131,33772240.52
2018-06-30,50110540,1082.920973,32663122.94
2018-07-31,50110540,1128.244776,34084856.09
2018-08-31,50110540,1173.907463,35659853.51
2018-09-30,50110540,1139.37963,35821461.24
2018-10-31,50110540,1078.070796,31876669.02
2018-11-30,50110540,1092.78882,31880362.97
2018-12-31,50110540,1105.892216,33990349.21
2019-01-31,50110540,1058.659701,32890091.03
2019-02-28,50110540,1054.162252,33646770.34
2019-03-31,50110540,1081.152239,31913979.04
2019-04-30,50110540,1116.388889,31914054.77
2019-05-31,50110540,1159.247761,34297407.9
2019-06-30,50110540,1166.264615,33999784.46
2019-07-31,50110540,1163.029762,33549235.64
2019-08-31,50110540,1231.280597,36462386.31
2019-09-30,50110540,1138.962617,34226615.92
2019-10-31,50110540,1177.371257,34027262.13
2019-11-30,50110540,1153.809969,33614900.84
2019-12-31,50110540,1165.712575,35604006.01
2020-01-31,50110540,1124.684848,35045262.81
2020-02-29,50110540,1090.763578,32292833.66
2020-03-31,50110540,1200.822785,34390775.49
2020-04-30,50110540,1233.019355,35541614.1
2020-05-31,50110540,1295.900901,38914092.9
2020-06-30,50110540,1239.309375,35393635.37
2020-07-31,50110540,1240.206061,35445131.25
2020-08-31,50110540,1349.039877,39545781.12
2020-09-30,50110540,1366.854785,41076031.61
2020-10-31,50110540,1239.174312,35818247.26
2020-11-30,50110540,1240.548896,36715662.59
2020-12-31,50110540,1226.155063,35381780.4
2021-01-31,50110540,1184.129747,34115630.3
2021-02-28,50110540,1231.805654,37683128.23
2021-03-31,50110540,1205.061162,34573735.59
2021-04-30,50110540,1230.522293,35508014.82
2021-05-31,50110540,1279.555901,37928002.48
2021-06-30,50110540,1252.774194,35287605.83
2018-01-31,50110550,287.4267913,8911137.645
2018-02-28,50110550,281.3917526,9319032.172
2018-03-31,50110550,293.3800623,8764346.495
2018-04-30,50110550,301.4748428,9370677.101
2018-05-31,50110550,312.9325153,9538347.248
2018-06-30,50110550,324.4299363,9725349.083
2018-07-31,50110550,328.4496855,9670726.434
2018-08-31,50110550,323.9695122,9587601.558
2018-09-30,50110550,316.8810289,10027931.49
2018-10-31,50110550,297.9690402,8849451.142
2018-11-30,50110550,303.7380192,9018938.387
2018-12-31,50110550,301.9539877,9497782.282
2019-01-31,50110550,292.0762195,9131545.884
2019-02-28,50110550,293.7093426,9272596.713
2019-03-31,50110550,301.75,9059265.075
2019-04-30,50110550,315.0576923,9372127.378
2019-05-31,50110550,316.8240741,9674606.225
2019-06-30,50110550,319.8237179,9681793.939
2019-07-31,50110550,317.08,9105100.058
2019-08-31,50110550,330.28,9805142.668
2019-09-30,50110550,318.3806452,9488108.235
2019-10-31,50110550,326.5931677,9296839.102
2019-11-30,50110550,322.7507987,9473070.866
2019-12-31,50110550,315.8606811,9668495.483
2020-01-31,50110550,297.242236,9686851.012
2020-02-29,50110550,298.1346801,9134262.582
2020-03-31,50110550,317.0447284,9204401.853
2020-04-30,50110550,322.9639344,9437533.341
2020-05-31,50110550,345.4458204,10554413.25
2020-06-30,50110550,336.5210356,9812296.498
2020-07-31,50110550,339.9968652,10220203.3
2020-08-31,50110550,361.859375,10800505.51
2020-09-30,50110550,371.6923077,11452825.45
2020-10-31,50110550,349.4121406,10374532.52
2020-11-30,50110550,338.0645161,10271756.43
2020-12-31,50110550,340.8058252,10123722.78
2021-01-31,50110550,331.3245902,10059037.81
2021-02-28,50110550,335.9208633,10552898.51
2021-03-31,50110550,335.0536278,9863407.984
2021-04-30,50110550,343.1809211,10577591.21
2021-05-31,50110550,352.4968153,10620204.59
2021-06-30,50110550,344.3618421,10111180.45
2018-01-31,50110560,160.8253968,5099573.108
2018-02-28,50110560,156.1344828,5369384.297
2018-03-31,50110560,167.5305466,5459362.794
2018-04-30,50110560,173.695082,5477013.748
2018-05-31,50110560,183.5924765,6020665.32
2018-06-30,50110560,185.9016393,5937267.302
2018-07-31,50110560,186.7665615,5945719.025
2018-08-31,50110560,194.8634921,6213594.041
2018-09-30,50110560,190.4459016,6403842.918
2018-10-31,50110560,182.4903846,5830064.183
2018-11-30,50110560,175.2052117,5662201.958
2018-12-31,50110560,181.0227273,5923426.575
2019-01-31,50110560,172.8990536,5533423.082
2019-02-28,50110560,176.7279152,5823765.636
2019-03-31,50110560,182.3733766,5681527.234
2019-04-30,50110560,183.0947712,5689097.565
2019-05-31,50110560,188.572327,5721728.013
2019-06-30,50110560,191.2918033,6047888.187
2019-07-31,50110560,192.1962025,5915699.763
2019-08-31,50110560,199.2484277,6191764.434
2019-09-30,50110560,186.0197368,6050862.115
2019-10-31,50110560,195.5517241,5858954.693
2019-11-30,50110560,185.3025478,5606694.71
2019-12-31,50110560,187.2388535,5967182.685
2020-01-31,50110560,177.3800623,5773508.336
2020-02-29,50110560,171.2363014,5275717.808
2020-03-31,50110560,173.5993485,5280343.046
2020-04-30,50110560,172.3609272,5279745.391
2020-05-31,50110560,193.866242,6073008.739
2020-06-30,50110560,190.5397351,5804452.656
2020-07-31,50110560,188.4423077,5643117.285
2020-08-31,50110560,203.9171975,6349788.334
2020-09-30,50110560,205.9057239,6660463.825
2020-10-31,50110560,189.6057692,5972354.974
2020-11-30,50110560,192.4318937,6045848.468
2020-12-31,50110560,186.72,5788782.747
2021-01-31,50110560,189.1182432,5736058.98
2021-02-28,50110560,184.5054545,5973937.178
2021-03-31,50110560,187.1474359,5858333.413
2021-04-30,50110560,185.6013072,5726976.275
2021-05-31,50110560,188.2108626,5798668.565
2021-06-30,50110560,187.959322,5617153.434
2018-01-31,50110570,137.6435644,4569653.409
2018-02-28,50110570,135.7859779,4789739.686
2018-03-31,50110570,137.7077922,4543347.461
2018-04-30,50110570,144.7128378,4850378.324
2018-05-31,50110570,148.8407643,5086986.395
2018-06-30,50110570,157.4567474,5044029.135
2018-07-31,50110570,154.5454545,5164278.721
2018-08-31,50110570,157.0749186,4922635.827
2018-09-30,50110570,152.8807947,5278726.066
2018-10-31,50110570,146.3311688,4559786.539
2018-11-30,50110570,145.5084746,4502526.153
2018-12-31,50110570,144.1129032,4794799.035
2019-01-31,50110570,144.5530547,4688491.27
2019-02-28,50110570,138.8566434,4628427.315
2019-03-31,50110570,148.1111111,4584380.059
2019-04-30,50110570,149.5939597,4628846.064
2019-05-31,50110570,151.9042904,4807690.564
2019-06-30,50110570,148.1063123,4583072.196
2019-07-31,50110570,152.4968153,4710376.166
2019-08-31,50110570,162.9394904,5270764.739
2019-09-30,50110570,154.3027211,5048714.109
2019-10-31,50110570,154.2507937,4854292.029
2019-11-30,50110570,150.0660066,4672019.409
2019-12-31,50110570,159.0749186,4977435.186
2020-01-31,50110570,147.913738,5089106.144
2020-02-29,50110570,144.3931034,4646204.5
2020-03-31,50110570,154.0359477,4790029.608
2020-04-30,50110570,160.3198653,4816068.461
2020-05-31,50110570,169.0448718,5192412.25
2020-06-30,50110570,162.5872483,4888652.279
2020-07-31,50110570,164.6201299,4816107.38
2020-08-31,50110570,172.3061889,5750782.821
2020-09-30,50110570,178.0343643,5724847.254
2020-10-31,50110570,163.0941558,4987062.049
2020-11-30,50110570,165.3817568,5323233.858
2020-12-31,50110570,159.3175676,4994714.578
2021-01-31,50110570,162.9577465,4937409.254
2021-02-28,50110570,158.6037037,5328725.281
2021-03-31,50110570,158.9084967,5133350.673
2021-04-30,50110570,162.0966667,5138633.753
2021-05-31,50110570,172.6567657,5462246.67
2021-06-30,50110570,175.0915493,5183780.176
2018-01-31,50110580,308.35625,10015968.1
2018-02-28,50110580,304.1631944,10107100.76
2018-03-31,50110580,304.2724458,9992211.641
2018-04-30,50110580,315.9587302,10015057.76
2018-05-31,50110580,338.1331269,10743482.26
2018-06-30,50110580,335.5015773,11123232.44
2018-07-31,50110580,335.6,10624523.01
2018-08-31,50110580,337.5075529,11251416.69
2018-09-30,50110580,331.0450161,10871722.9
2018-10-31,50110580,308.2338462,10364154.26
2018-11-30,50110580,309.4827586,10223137.37
2018-12-31,50110580,321.9133127,10904293.54
2019-01-31,50110580,308.752322,10146719.13
2019-02-28,50110580,309.5605536,10541777.62
2019-03-31,50110580,311.212963,10049489.8
2019-04-30,50110580,321.3794212,10191613.6
2019-05-31,50110580,322.9691358,10584840.81
2019-06-30,50110580,343.8006536,10647073.22
2019-07-31,50110580,333.6417445,10482621.58
2019-08-31,50110580,350.4797508,10841786.11
2019-09-30,50110580,323.3833866,10846364.99
2019-10-31,50110580,332.0861538,10083529.13
