base_date,emd_cd,pop_cnt
2020-03-31,2020-03-31,50110259,7422280.314699975
2020-04-30,2020-04-30,50110259,7325978.155299988
2020-05-31,2020-05-31,50110259,8936260.073200025
2020-06-30,2020-06-30,50110259,9016141.850400014
2020-07-31,2020-07-31,50110259,10289115.036099952
2020-08-31,2020-08-31,50110259,11955185.8277
2020-09-30,2020-09-30,50110259,8431142.982999995
2020-10-31,2020-10-31,50110259,10721376.093399968
2020-11-30,2020-11-30,50110259,10759524.848299984
2020-12-31,2020-12-31,50110259,8510122.13150001
2021-01-31,2021-01-31,50110259,7768068.21269998
2021-02-28,2021-02-28,50110259,8536329.122599984
2021-03-31,2021-03-31,50110259,9796809.761400033
2021-04-30,2021-04-30,50110259,10667092.146800047
2021-05-31,2021-05-31,50110259,11327933.26059996
2021-06-30,2021-06-30,50110259,10775469.734599963
2018-01-31,2018-01-31,50110310,2328307.4080000008
2018-02-28,2018-02-28,50110310,2084520.4952000012
2018-03-31,2018-03-31,50110310,2490430.6433999967
2018-04-30,2018-04-30,50110310,2728096.878299998
2018-05-31,2018-05-31,50110310,2620466.162900001
2018-06-30,2018-06-30,50110310,2650448.117300003
2018-07-31,2018-07-31,50110310,2762193.117499994
2018-08-31,2018-08-31,50110310,2984599.6141999895
2018-09-30,2018-09-30,50110310,2827546.5635999967
2018-10-31,2018-10-31,50110310,2602857.3920999942
2018-11-30,2018-11-30,50110310,2341137.3748999937
2018-12-31,2018-12-31,50110310,2260118.238699988
2019-01-31,2019-01-31,50110310,2530546.3395000114
2019-02-28,2019-02-28,50110310,2341279.3123999983
2019-03-31,2019-03-31,50110310,2528881.4091999927
2019-04-30,2019-04-30,50110310,2725538.433999997
2019-05-31,2019-05-31,50110310,2888619.967899993
2019-06-30,2019-06-30,50110310,2755107.86159999
2019-07-31,2019-07-31,50110310,2953160.467600013
2019-08-31,2019-08-31,50110310,3207562.841300015
2019-09-30,2019-09-30,50110310,2660219.7227000035
2019-10-31,2019-10-31,50110310,2886932.532599989
2019-11-30,2019-11-30,50110310,2514243.085700003
2019-12-31,2019-12-31,50110310,2535723.8724999963
2020-01-31,2020-01-31,50110310,2742945.514999994
2020-02-29,2020-02-29,50110310,2153948.0985999857
2020-03-31,2020-03-31,50110310,2416370.6029000017
2020-04-30,2020-04-30,50110310,2361057.434000005
2020-05-31,2020-05-31,50110310,2799000.6533999834
2020-06-30,2020-06-30,50110310,2599884.695000001
2020-07-31,2020-07-31,50110310,2891116.3852999923
2020-08-31,2020-08-31,50110310,3295605.457499989
2020-09-30,2020-09-30,50110310,2986160.7280999953
2020-10-31,2020-10-31,50110310,3292055.3048999924
2020-11-30,2020-11-30,50110310,2917515.296899984
2020-12-31,2020-12-31,50110310,2670084.2522000014
2021-01-31,2021-01-31,50110310,2620771.0153999934
2021-02-28,2021-02-28,50110310,2767819.9146000007
2021-03-31,2021-03-31,50110310,3113756.2741000187
2021-04-30,2021-04-30,50110310,3272220.2015999835
2021-05-31,2021-05-31,50110310,3531894.6697999826
2021-06-30,2021-06-30,50110310,3410135.11429999
2018-01-31,2018-01-31,50110320,751921.8904000024
2018-02-28,2018-02-28,50110320,613266.7001000005
2018-03-31,2018-03-31,50110320,848638.4865000033
2018-04-30,2018-04-30,50110320,951711.1448999976
2018-05-31,2018-05-31,50110320,967120.6042999951
2018-06-30,2018-06-30,50110320,875129.9266999906
2018-07-31,2018-07-31,50110320,986108.5692000015
2018-08-31,2018-08-31,50110320,1069967.5731999932
2018-09-30,2018-09-30,50110320,980868.8927999944
2018-10-31,2018-10-31,50110320,922567.5833999995
2018-11-30,2018-11-30,50110320,948995.9005999999
2018-12-31,2018-12-31,50110320,958196.4308999968
2019-01-31,2019-01-31,50110320,1062034.8812000034
2019-02-28,2019-02-28,50110320,849677.5053999971
2019-03-31,2019-03-31,50110320,1097102.6475999935
2019-04-30,2019-04-30,50110320,947850.9382999991
2019-05-31,2019-05-31,50110320,1041656.542599997
2019-06-30,2019-06-30,50110320,955769.5348000014
2019-07-31,2019-07-31,50110320,977820.3964999933
2019-08-31,2019-08-31,50110320,1112228.9467000032
2019-09-30,2019-09-30,50110320,829559.1300000015
2019-10-31,2019-10-31,50110320,934301.021999995
2019-11-30,2019-11-30,50110320,952285.2797999957
2019-12-31,2019-12-31,50110320,1088866.4710000034
2020-01-31,2020-01-31,50110320,908464.3399999979
2020-02-29,2020-02-29,50110320,774183.2096999965
2020-03-31,2020-03-31,50110320,830053.7303999997
2020-04-30,2020-04-30,50110320,894455.8729000018
2020-05-31,2020-05-31,50110320,834794.4436999978
2020-06-30,2020-06-30,50110320,855350.4284000013
2020-07-31,2020-07-31,50110320,734916.1745000004
2020-08-31,2020-08-31,50110320,979212.0483000007
2020-09-30,2020-09-30,50110320,778228.2675000005
2020-10-31,2020-10-31,50110320,887506.8669999999
2020-11-30,2020-11-30,50110320,974242.0574999946
2020-12-31,2020-12-31,50110320,819829.3019999956
2021-01-31,2021-01-31,50110320,818144.766200003
2021-02-28,2021-02-28,50110320,682266.2987000037
2021-03-31,2021-03-31,50110320,856515.8735000023
2021-04-30,2021-04-30,50110320,792104.1533999987
2021-05-31,2021-05-31,50110320,860307.8732000041
2021-06-30,2021-06-30,50110320,762167.6476000019
2018-01-31,2018-01-31,50110330,686526.8088999972
2018-02-28,2018-02-28,50110330,627792.609799997
2018-03-31,2018-03-31,50110330,793167.8899000037
2018-04-30,2018-04-30,50110330,805325.2681000008
2018-05-31,2018-05-31,50110330,794005.1028999935
2018-06-30,2018-06-30,50110330,893536.6810999966
2018-07-31,2018-07-31,50110330,1082034.4832000025
2018-08-31,2018-08-31,50110330,1178812.8055999975
2018-09-30,2018-09-30,50110330,924919.2800999958
2018-10-31,2018-10-31,50110330,981847.2331999991
2018-11-30,2018-11-30,50110330,813556.5818000016
2018-12-31,2018-12-31,50110330,643705.3143999978
2019-01-31,2019-01-31,50110330,882692.885300003
2019-02-28,2019-02-28,50110330,801950.5839000026
2019-03-31,2019-03-31,50110330,886137.5009999999
2019-04-30,2019-04-30,50110330,854596.0894999979
2019-05-31,2019-05-31,50110330,930572.9958999967
2019-06-30,2019-06-30,50110330,834683.0203000006
2019-07-31,2019-07-31,50110330,1038319.4722999994
2019-08-31,2019-08-31,50110330,1328851.5577999954
2019-09-30,2019-09-30,50110330,814678.0231999983
2019-10-31,2019-10-31,50110330,933113.7751000014
2019-11-30,2019-11-30,50110330,750331.6416999988
2019-12-31,2019-12-31,50110330,729952.4785999936
2020-01-31,2020-01-31,50110330,752893.7097999995
2020-02-29,2020-02-29,50110330,520590.990899999
2020-03-31,2020-03-31,50110330,590985.5174999986
2020-04-30,2020-04-30,50110330,533556.7977000008
2020-05-31,2020-05-31,50110330,734309.7544999936
2020-06-30,2020-06-30,50110330,706138.9725999973
2020-07-31,2020-07-31,50110330,918028.58930001
2020-08-31,2020-08-31,50110330,1194336.2195000057
2020-09-30,2020-09-30,50110330,821834.4593999961
2020-10-31,2020-10-31,50110330,1030245.5592999945
2020-11-30,2020-11-30,50110330,923504.0302999939
2020-12-31,2020-12-31,50110330,778354.9304999989
2021-01-31,2021-01-31,50110330,572626.0845999962
2021-02-28,2021-02-28,50110330,648859.1302000006
2021-03-31,2021-03-31,50110330,890866.1914000019
2021-04-30,2021-04-30,50110330,904928.0938999968
2021-05-31,2021-05-31,50110330,1077232.9488000004
2021-06-30,2021-06-30,50110330,1162348.374499996
2018-01-31,2018-01-31,50110510,2354025.341599985
2018-02-28,2018-02-28,50110510,2137074.588300011
2018-03-31,2018-03-31,50110510,2320682.379299988
2018-04-30,2018-04-30,50110510,2324196.3042
2018-05-31,2018-05-31,50110510,2449699.1727999663
2018-06-30,2018-06-30,50110510,2314271.3780999985
2018-07-31,2018-07-31,50110510,2294672.6318000057
2018-08-31,2018-08-31,50110510,2242953.1032999977
2018-09-30,2018-09-30,50110510,2147965.6352999927
2018-10-31,2018-10-31,50110510,2170891.116699995
2018-11-30,2018-11-30,50110510,2067379.8929000024
2018-12-31,2018-12-31,50110510,2201157.6700000092
2019-01-31,2019-01-31,50110510,2220119.2621999974
2019-02-28,2019-02-28,50110510,2103331.743499993
2019-03-31,2019-03-31,50110510,2083930.4429000062
2019-04-30,2019-04-30,50110510,2007806.3018000133
2019-05-31,2019-05-31,50110510,2116328.6322999974
2019-06-30,2019-06-30,50110510,2011478.0085999863
2019-07-31,2019-07-31,50110510,2175892.6217000037
2019-08-31,2019-08-31,50110510,2216253.979000009
2019-09-30,2019-09-30,50110510,2040943.847999995
2019-10-31,2019-10-31,50110510,2222211.4208000037
2019-11-30,2019-11-30,50110510,2409667.389000018
2019-12-31,2019-12-31,50110510,2484414.9192999895
2020-01-31,2020-01-31,50110510,2414275.432300011
2020-02-29,2020-02-29,50110510,1157118.3387999989
2020-03-31,2020-03-31,50110510,1782078.6647000008
2020-04-30,2020-04-30,50110510,1719216.6941999998
2020-05-31,2020-05-31,50110510,1925306.6484000084
2020-06-30,2020-06-30,50110510,1820254.927899995
2020-07-31,2020-07-31,50110510,1933752.5958999973
2020-08-31,2020-08-31,50110510,1919848.1907000132
2020-09-30,2020-09-30,50110510,1768346.065
2020-10-31,2020-10-31,50110510,1946952.5439999949
2020-11-30,2020-11-30,50110510,2037516.5494000148
2020-12-31,2020-12-31,50110510,1751311.447100001
2021-01-31,2021-01-31,50110510,1691807.5661999926
2021-02-28,2021-02-28,50110510,1792426.5733999994
2021-03-31,2021-03-31,50110510,1919098.401800006
2021-04-30,2021-04-30,50110510,1960160.6391000082
2021-05-31,2021-05-31,50110510,2027800.3362000098
2021-06-30,2021-06-30,50110510,1938645.4678999882
2018-01-31,2018-01-31,50110520,9341205.395099984
2018-02-28,2018-02-28,50110520,8564946.841099985
2018-03-31,2018-03-31,50110520,8714932.893799987
2018-04-30,2018-04-30,50110520,8264466.1703000115
2018-05-31,2018-05-31,50110520,8660008.475200027
2018-06-30,2018-06-30,50110520,8276295.4647
2018-07-31,2018-07-31,50110520,9233723.831800066
2018-08-31,2018-08-31,50110520,8706657.480600052
2018-09-30,2018-09-30,50110520,8551478.697600033
2018-10-31,2018-10-31,50110520,8330308.84719997
2018-11-30,2018-11-30,50110520,8079587.814599957
2018-12-31,2018-12-31,50110520,8666820.086899992
2019-01-31,2019-01-31,50110520,8961709.157000005
2019-02-28,2019-02-28,50110520,8217291.661600036
2019-03-31,2019-03-31,50110520,8138389.445000028
2019-04-30,2019-04-30,50110520,7795594.031500032
2019-05-31,2019-05-31,50110520,8168687.285200024
2019-06-30,2019-06-30,50110520,7731522.185000019
2019-07-31,2019-07-31,50110520,8667541.777500026
2019-08-31,2019-08-31,50110520,8291768.0049999785
2019-09-30,2019-09-30,50110520,7997534.827900016
2019-10-31,2019-10-31,50110520,7910404.111600021
2019-11-30,2019-11-30,50110520,8317906.729299938
2019-12-31,2019-12-31,50110520,9386331.509200031
2020-01-31,2020-01-31,50110520,9518785.1061
2020-02-29,2020-02-29,50110520,8734694.561899995
2020-03-31,2020-03-31,50110520,8011420.335299993
2020-04-30,2020-04-30,50110520,7374808.742900017
2020-05-31,2020-05-31,50110520,7807453.0229000235
2020-06-30,2020-06-30,50110520,7688209.376499987
2020-07-31,2020-07-31,50110520,8335268.7802999895
2020-08-31,2020-08-31,50110520,8035134.787000021
2020-09-30,2020-09-30,50110520,7602746.969500012
2020-10-31,2020-10-31,50110520,8011133.195799948
2020-11-30,2020-11-30,50110520,8041630.10580001
2020-12-31,2020-12-31,50110520,8104548.432299971
2021-01-31,2021-01-31,50110520,7994349.778999979
2021-02-28,2021-02-28,50110520,7729935.127699995
2021-03-31,2021-03-31,50110520,8044703.536399994
2021-04-30,2021-04-30,50110520,7856445.902200047
2021-05-31,2021-05-31,50110520,7754022.775400005
2021-06-30,2021-06-30,50110520,7656336.942900012
2018-01-31,2018-01-31,50110530,6677127.646900031
2018-02-28,2018-02-28,50110530,5923142.093900014
2018-03-31,2018-03-31,50110530,6373473.491299997
2018-04-30,2018-04-30,50110530,6265476.528900009
2018-05-31,2018-05-31,50110530,6306895.61429999
2018-06-30,2018-06-30,50110530,6052674.8234000085
2018-07-31,2018-07-31,50110530,6491370.916199989
2018-08-31,2018-08-31,50110530,6632231.79850001
2018-09-30,2018-09-30,50110530,6283525.786899981
2018-10-31,2018-10-31,50110530,6463503.6265000375
2018-11-30,2018-11-30,50110530,6339984.342200017
2018-12-31,2018-12-31,50110530,6501341.187400008
2019-01-31,2019-01-31,50110530,6644147.884999968
2019-02-28,2019-02-28,50110530,6153701.230999991
2019-03-31,2019-03-31,50110530,7397812.787500007
2019-04-30,2019-04-30,50110530,8328176.397999994
2019-05-31,2019-05-31,50110530,7629038.639600012
2019-06-30,2019-06-30,50110530,7107154.523199963
2019-07-31,2019-07-31,50110530,7668537.5765999565
2019-08-31,2019-08-31,50110530,7474171.913600003
2019-09-30,2019-09-30,50110530,6977863.883999983
2019-10-31,2019-10-31,50110530,7209894.128900009
2019-11-30,2019-11-30,50110530,6495509.632999945
2019-12-31,2019-12-31,50110530,7281331.382900002
2020-01-31,2020-01-31,50110530,7419898.76709999
2020-02-29,2020-02-29,50110530,6972340.250299997
2020-03-31,2020-03-31,50110530,6631683.121499945
2020-04-30,2020-04-30,50110530,6330577.4345000135
2020-05-31,2020-05-31,50110530,6811976.422300025
2020-06-30,2020-06-30,50110530,6835579.430699952
2020-07-31,2020-07-31,50110530,7183051.657700024
2020-08-31,2020-08-31,50110530,7010599.674399979
2020-09-30,2020-09-30,50110530,6525011.124800009
2020-10-31,2020-10-31,50110530,6829153.375399963
2020-11-30,2020-11-30,50110530,7372693.0436999975
2020-12-31,2020-12-31,50110530,6620673.115800007
2021-01-31,2021-01-31,50110530,6514096.513699988
2021-02-28,2021-02-28,50110530,6248945.8275999585
2021-03-31,2021-03-31,50110530,7041774.180900017
2021-04-30,2021-04-30,50110530,6895849.15580007
2021-05-31,2021-05-31,50110530,6843170.368900028
2021-06-30,2021-06-30,50110530,6761751.644899979
2018-01-31,2018-01-31,50110540,23597471.49179999
2018-02-28,2018-02-28,50110540,20688057.677300055
2018-03-31,2018-03-31,50110540,23259327.473199863
2018-04-30,2018-04-30,50110540,22176696.759599935
2018-05-31,2018-05-31,50110540,22894896.070099954
2018-06-30,2018-06-30,50110540,21942652.23529995
2018-07-31,2018-07-31,50110540,23319794.87149989
2018-08-31,2018-08-31,50110540,22792832.45969999
2018-09-30,2018-09-30,50110540,21903374.225900106
2018-10-31,2018-10-31,50110540,22026754.609300002
2018-11-30,2018-11-30,50110540,21805412.660200074
2018-12-31,2018-12-31,50110540,22599475.837299783
2019-01-31,2019-01-31,50110540,23563827.603999924
2019-02-28,2019-02-28,50110540,20977941.622299947
2019-03-31,2019-03-31,50110540,22576080.731099967
2019-04-30,2019-04-30,50110540,21022198.12660005
2019-05-31,2019-05-31,50110540,22115573.237799883
2019-06-30,2019-06-30,50110540,21138148.93579998
2019-07-31,2019-07-31,50110540,22815481.686800033
2019-08-31,2019-08-31,50110540,21857600.767800156
2019-09-30,2019-09-30,50110540,20664349.154899996
2019-10-31,2019-10-31,50110540,21485636.706100024
2019-11-30,2019-11-30,50110540,21423627.580900013
2019-12-31,2019-12-31,50110540,21411186.0188999
2020-01-31,2020-01-31,50110540,22316396.0499
2020-02-29,2020-02-29,50110540,19916885.855199944
2020-03-31,2020-03-31,50110540,19561942.910600014
2020-04-30,2020-04-30,50110540,18546312.284000035
2020-05-31,2020-05-31,50110540,19555365.574700058
2020-06-30,2020-06-30,50110540,20145259.48529996
2020-07-31,2020-07-31,50110540,21874253.644999947
2020-08-31,2020-08-31,50110540,20456211.853599977
2020-09-30,2020-09-30,50110540,19294104.19050005
2020-10-31,2020-10-31,50110540,20907322.605000015
2020-11-30,2020-11-30,50110540,21138894.42950003
2020-12-31,2020-12-31,50110540,19586570.958999876
2021-01-31,2021-01-31,50110540,19102976.70160004
2021-02-28,2021-02-28,50110540,18895799.08989994
2021-03-31,2021-03-31,50110540,21277533.609899912
2021-04-30,2021-04-30,50110540,20520167.71800009
2021-05-31,2021-05-31,50110540,20091099.4173
2021-06-30,2021-06-30,50110540,19737712.684100043
2018-01-31,2018-01-31,50110550,5274595.651399989
2018-02-28,2018-02-28,50110550,4519202.453800028
2018-03-31,2018-03-31,50110550,4849668.409800034
2018-04-30,2018-04-30,50110550,4701846.829200015
2018-05-31,2018-05-31,50110550,4861983.678300006
2018-06-30,2018-06-30,50110550,4846205.398900033
2018-07-31,2018-07-31,50110550,4885032.07749999
2018-08-31,2018-08-31,50110550,4942909.377100009
2018-09-30,2018-09-30,50110550,4977930.166500004
2018-10-31,2018-10-31,50110550,4858744.197299995
2018-11-30,2018-11-30,50110550,4690714.770099992
2018-12-31,2018-12-31,50110550,4825315.717099996
2019-01-31,2019-01-31,50110550,4934652.67319998
2019-02-28,2019-02-28,50110550,4650247.508399992
2019-03-31,2019-03-31,50110550,4937643.805099975
2019-04-30,2019-04-30,50110550,4514491.187600013
2019-05-31,2019-05-31,50110550,4675355.776899984
2019-06-30,2019-06-30,50110550,4671298.40839999
2019-07-31,2019-07-31,50110550,4924873.169500008
2019-08-31,2019-08-31,50110550,4767451.038699996
2019-09-30,2019-09-30,50110550,4539843.133800003
2019-10-31,2019-10-31,50110550,4684235.352599989
2019-11-30,2019-11-30,50110550,4952566.439300005
2019-12-31,2019-12-31,50110550,5208508.824200038
2020-01-31,2020-01-31,50110550,5344735.902000026
2020-02-29,2020-02-29,50110550,4619778.86819999
2020-03-31,2020-03-31,50110550,4587438.904499992
2020-04-30,2020-04-30,50110550,4226835.573000012
2020-05-31,2020-05-31,50110550,4574078.285200013
2020-06-30,2020-06-30,50110550,4485594.153499992
2020-07-31,2020-07-31,50110550,5002455.111399992
2020-08-31,2020-08-31,50110550,4651623.57819999
2020-09-30,2020-09-30,50110550,4514765.794900009
2020-10-31,2020-10-31,50110550,4651316.071799992
2020-11-30,2020-11-30,50110550,4735960.283499984
2020-12-31,2020-12-31,50110550,4628322.877200006
2021-01-31,2021-01-31,50110550,4485764.920000015
2021-02-28,2021-02-28,50110550,4325555.810599989
2021-03-31,2021-03-31,50110550,4749140.681599995
2021-04-30,2021-04-30,50110550,4643243.149700029
2021-05-31,2021-05-31,50110550,4761596.363600011
2021-06-30,2021-06-30,50110550,4513994.856100019
2018-01-31,2018-01-31,50110560,4347577.779400017
2018-02-28,2018-02-28,50110560,3776718.979199968
2018-03-31,2018-03-31,50110560,4130726.9455000157
2018-04-30,2018-04-30,50110560,4096416.8215999994
2018-05-31,2018-05-31,50110560,4211109.284100002
2018-06-30,2018-06-30,50110560,4044426.0279999897
2018-07-31,2018-07-31,50110560,4268254.655800008
2018-08-31,2018-08-31,50110560,4394795.268299997
2018-09-30,2018-09-30,50110560,4557830.225100045
2018-10-31,2018-10-31,50110560,4550646.267900003
2018-11-30,2018-11-30,50110560,4506804.19250002
2018-12-31,2018-12-31,50110560,4676303.812399987
2019-01-31,2019-01-31,50110560,4694856.409699984
2019-02-28,2019-02-28,50110560,4325165.404200009
2019-03-31,2019-03-31,50110560,4637838.423099978
2019-04-30,2019-04-30,50110560,4443827.695099967
2019-05-31,2019-05-31,50110560,4612674.8403999945
2019-06-30,2019-06-30,50110560,4369407.925300004
2019-07-31,2019-07-31,50110560,4585572.799999981
2019-08-31,2019-08-31,50110560,4646427.1004999755
2019-09-30,2019-09-30,50110560,4296068.604500013
2019-10-31,2019-10-31,50110560,4589430.8774000015
2019-11-30,2019-11-30,50110560,4795051.743999994
2019-12-31,2019-12-31,50110560,4817750.39509999
2020-01-31,2020-01-31,50110560,4665068.682300016
2020-02-29,2020-02-29,50110560,3876602.5532999695
2020-03-31,2020-03-31,50110560,3511191.53580001
2020-04-30,2020-04-30,50110560,3360253.2054999815
2020-05-31,2020-05-31,50110560,3796283.3396000047
2020-06-30,2020-06-30,50110560,4000023.949699998
